# setPoint, prevTorque, Torque
10.000,1.250,3.362
7.000,3.362,3.177
4.000,3.177,2.742
1.000,2.742,2.248
15.000,2.248,5.047
12.000,5.047,4.943
9.000,4.943,3.952
6.000,3.952,3.085
3.000,3.085,1.204
0.000,1.204,2.232
20.000,2.232,6.150
17.000,6.150,7.186
14.000,7.186,5.186
11.000,5.186,4.734
8.000,4.734,4.827
5.000,4.827,3.574
2.000,3.574,2.789
25.000,2.789,15.841
22.000,15.841,14.696
19.000,14.696,13.024
16.000,13.024,6.850
13.000,6.850,6.893
10.000,6.893,4.617
7.000,4.617,5.267
4.000,5.267,3.769
1.000,3.769,1.280
30.000,1.280,24.824
27.000,24.824,22.705
24.000,22.705,19.712
21.000,19.712,16.024
18.000,16.024,13.509
15.000,13.509,10.222
12.000,10.222,9.310
9.000,9.310,5.345
6.000,5.345,5.021
3.000,5.021,3.525
0.000,3.525,3.164
35.000,3.164,30.201
32.000,30.201,28.754
29.000,28.754,24.703
26.000,24.703,23.399
23.000,23.399,21.607
20.000,21.607,16.188
17.000,16.188,12.894
14.000,12.894,9.408
11.000,9.408,7.149
8.000,7.149,4.927
5.000,4.927,3.030
2.000,3.030,2.790
40.000,2.790,40.433
37.000,40.433,38.320
34.000,38.320,33.910
31.000,33.910,29.720
28.000,29.720,25.383
25.000,25.383,23.387
22.000,23.387,19.071
19.000,19.071,16.404
16.000,16.404,11.688
13.000,11.688,8.953
10.000,8.953,5.747
7.000,5.747,4.130
4.000,4.130,2.268
1.000,2.268,2.900
45.000,2.900,46.005
42.000,46.005,43.060
39.000,43.060,41.186
36.000,41.186,37.987
33.000,37.987,34.530
30.000,34.530,30.005
27.000,30.005,26.785
24.000,26.785,22.694
21.000,22.694,17.926
18.000,17.926,15.312
15.000,15.312,11.513
12.000,11.513,7.736
9.000,7.736,4.971
6.000,4.971,4.222
3.000,4.222,2.747
0.000,2.747,2.768
50.000,2.768,53.859
47.000,53.859,51.512
44.000,51.512,46.959
41.000,46.959,44.004
38.000,44.004,42.223
35.000,42.223,37.743
32.000,37.743,34.105
29.000,34.105,29.662
26.000,29.662,24.415
23.000,24.415,22.570
20.000,22.570,17.882
17.000,17.882,13.391
14.000,13.391,9.186
11.000,9.186,6.003
8.000,6.003,4.670
5.000,4.670,3.641
2.000,3.641,2.411
55.000,2.411,59.565
52.000,59.565,58.621
49.000,58.621,55.557
46.000,55.557,51.832
43.000,51.832,48.145
40.000,48.145,43.576
37.000,43.576,40.344
34.000,40.344,36.376
31.000,36.376,32.926
28.000,32.926,28.792
25.000,28.792,24.873
22.000,24.873,20.411
19.000,20.411,16.696
16.000,16.696,12.196
13.000,12.196,5.142
10.000,5.142,5.484
7.000,5.484,4.799
60.000,4.799,67.570
57.000,67.570,63.630
54.000,63.630,60.210
51.000,60.210,58.442
48.000,58.442,56.352
45.000,56.352,51.533
42.000,51.533,47.280
39.000,47.280,42.458
36.000,42.458,40.713
33.000,40.713,35.806
30.000,35.806,30.914
27.000,30.914,26.098
24.000,26.098,23.418
21.000,23.418,20.852
18.000,20.852,14.788
15.000,14.788,9.614
12.000,9.614,8.284
65.000,8.284,74.815
62.000,74.815,72.556
59.000,72.556,68.782
56.000,68.782,65.135
53.000,65.135,61.118
50.000,61.118,58.980
47.000,58.980,55.524
44.000,55.524,52.466
41.000,52.466,47.801
38.000,47.801,42.982
35.000,42.982,41.152
32.000,41.152,35.310
29.000,35.310,29.868
26.000,29.868,24.809
23.000,24.809,22.750
20.000,22.750,18.367
17.000,18.367,13.800
70.000,13.800,80.084
67.000,80.084,77.980
64.000,77.980,74.254
61.000,74.254,72.238
58.000,72.238,67.785
55.000,67.785,64.112
52.000,64.112,60.772
49.000,60.772,57.722
46.000,57.722,55.107
43.000,55.107,52.054
40.000,52.054,46.205
37.000,46.205,42.176
34.000,42.176,38.663
31.000,38.663,33.656
28.000,33.656,29.611
25.000,29.611,24.386
22.000,24.386,21.979
75.000,21.979,87.916
72.000,87.916,86.231
69.000,86.231,81.722
66.000,81.722,79.066
63.000,79.066,74.360
60.000,74.360,72.636
57.000,72.636,69.023
54.000,69.023,62.871
51.000,62.871,61.977
48.000,61.977,57.499
45.000,57.499,55.049
42.000,55.049,49.399
39.000,49.399,46.166
36.000,46.166,42.511
33.000,42.511,36.904
30.000,36.904,32.820
27.000,32.820,27.737
80.000,27.737,97.588
77.000,97.588,94.442
74.000,94.442,90.279
71.000,90.279,87.620
68.000,87.620,84.610
65.000,84.610,81.563
62.000,81.563,76.004
59.000,76.004,73.582
56.000,73.582,69.481
53.000,69.481,64.988
50.000,64.988,61.426
47.000,61.426,57.544
44.000,57.544,53.705
41.000,53.705,48.403
38.000,48.403,44.807
35.000,44.807,40.827
32.000,40.827,34.104
85.000,34.104,100.960
82.000,100.960,99.823
79.000,99.823,98.907
76.000,98.907,94.578
73.000,94.578,90.880
70.000,90.880,87.567
67.000,87.567,85.611
64.000,85.611,80.300
61.000,80.300,76.450
58.000,76.450,72.694
55.000,72.694,68.735
52.000,68.735,65.064
49.000,65.064,59.570
46.000,59.570,57.169
43.000,57.169,52.610
40.000,52.610,48.172
37.000,48.172,42.468
90.000,42.468,108.277
87.000,108.277,105.825
84.000,105.825,102.272
81.000,102.272,100.103
78.000,100.103,98.120
75.000,98.120,95.028
72.000,95.028,90.444
69.000,90.444,88.132
66.000,88.132,84.464
63.000,84.464,79.834
60.000,79.834,74.904
57.000,74.904,72.555
54.000,72.555,67.631
51.000,67.631,62.505
48.000,62.505,58.418
45.000,58.418,55.230
42.000,55.230,51.307
100.000,51.307,121.776
10.000,121.776,4.070
13.000,4.070,5.967
16.000,5.967,7.399
19.000,7.399,11.630
22.000,11.630,13.913
25.000,13.913,17.119
28.000,17.119,20.778
31.000,20.778,25.579
34.000,25.579,29.353
37.000,29.353,33.224
40.000,33.224,38.701
43.000,38.701,42.740
46.000,42.740,48.320
49.000,48.320,52.444
52.000,52.444,57.954
55.000,57.954,61.142
58.000,61.142,65.701
100.000,65.701,119.931
15.000,119.931,8.505
18.000,8.505,9.625
21.000,9.625,10.857
24.000,10.857,16.468
27.000,16.468,20.188
30.000,20.188,25.149
33.000,25.149,26.561
36.000,26.561,31.547
39.000,31.547,37.323
42.000,37.323,41.913
45.000,41.913,46.263
48.000,46.263,50.753
51.000,50.753,55.203
54.000,55.203,58.827
57.000,58.827,64.678
60.000,64.678,66.933
63.000,66.933,71.428
100.000,71.428,120.090
20.000,120.090,13.211
23.000,13.211,17.535
26.000,17.535,19.936
29.000,19.936,24.074
32.000,24.074,25.787
35.000,25.787,30.638
38.000,30.638,35.925
41.000,35.925,41.528
44.000,41.528,44.246
47.000,44.246,49.540
50.000,49.540,57.302
53.000,57.302,58.901
56.000,58.901,62.546
59.000,62.546,67.004
62.000,67.004,71.261
65.000,71.261,74.093
68.000,74.093,79.119
100.000,79.119,119.587
25.000,119.587,22.558
28.000,22.558,24.908
31.000,24.908,28.617
34.000,28.617,30.589
37.000,30.589,35.752
40.000,35.752,40.797
43.000,40.797,42.981
46.000,42.981,48.690
49.000,48.690,54.651
52.000,54.651,57.186
55.000,57.186,62.155
58.000,62.155,66.348
61.000,66.348,70.118
64.000,70.118,74.845
67.000,74.845,78.533
70.000,78.533,82.486
73.000,82.486,87.031
100.000,87.031,121.254
30.000,121.254,25.687
33.000,25.687,33.442
36.000,33.442,35.780
39.000,35.780,40.668
42.000,40.668,43.507
45.000,43.507,48.772
48.000,48.772,54.192
51.000,54.192,57.456
54.000,57.456,61.662
57.000,61.662,65.251
60.000,65.251,70.806
63.000,70.806,73.384
66.000,73.384,77.558
69.000,77.558,81.941
72.000,81.941,86.514
75.000,86.514,91.338
78.000,91.338,95.991
100.000,95.991,122.631
35.000,122.631,37.368
38.000,37.368,41.820
41.000,41.820,43.528
44.000,43.528,48.418
47.000,48.418,53.956
50.000,53.956,58.622
53.000,58.622,60.403
56.000,60.403,64.806
59.000,64.806,68.992
62.000,68.992,74.146
65.000,74.146,76.931
68.000,76.931,81.902
71.000,81.902,85.491
74.000,85.491,90.021
77.000,90.021,95.284
80.000,95.284,99.391
83.000,99.391,102.670
100.000,102.670,123.804
40.000,123.804,44.382
43.000,44.382,48.119
46.000,48.119,52.299
49.000,52.299,58.118
52.000,58.118,60.604
55.000,60.604,63.768
58.000,63.768,69.871
61.000,69.871,73.984
64.000,73.984,76.750
67.000,76.750,80.809
70.000,80.809,85.430
73.000,85.430,88.857
76.000,88.857,94.111
79.000,94.111,97.833
82.000,97.833,100.643
85.000,100.643,104.661
88.000,104.661,108.988
100.000,108.988,124.171
45.000,124.171,53.007
48.000,53.007,56.926
51.000,56.926,59.448
54.000,59.448,63.896
57.000,63.896,68.904
60.000,68.904,73.490
63.000,73.490,77.528
66.000,77.528,82.582
69.000,82.582,86.454
72.000,86.454,89.347
75.000,89.347,95.267
78.000,95.267,99.333
81.000,99.333,100.682
84.000,100.682,106.314
87.000,106.314,110.756
90.000,110.756,114.261
93.000,114.261,119.248
100.000,119.248,128.027
50.000,128.027,60.386
53.000,60.386,66.766
56.000,66.766,70.806
59.000,70.806,73.900
62.000,73.900,78.404
65.000,78.404,81.987
68.000,81.987,87.763
71.000,87.763,90.977
74.000,90.977,95.041
77.000,95.041,99.686
80.000,99.686,102.635
83.000,102.635,106.817
86.000,106.817,109.728
89.000,109.728,112.445
92.000,112.445,116.712
95.000,116.712,119.912
98.000,119.912,124.441
100.000,124.441,127.004
55.000,127.004,72.518
58.000,72.518,73.906
61.000,73.906,78.438
64.000,78.438,82.625
67.000,82.625,85.207
70.000,85.207,87.907
73.000,87.907,91.987
76.000,91.987,95.943
79.000,95.943,101.014
82.000,101.014,104.983
85.000,104.983,108.362
88.000,108.362,112.429
91.000,112.429,117.215
94.000,117.215,121.196
97.000,121.196,125.608
100.000,125.608,129.161
100.000,129.161,128.066
60.000,128.066,80.261
63.000,80.261,83.636
66.000,83.636,86.537
69.000,86.537,88.671
72.000,88.671,93.730
75.000,93.730,97.737
78.000,97.737,100.711
81.000,100.711,105.339
84.000,105.339,109.116
87.000,109.116,114.528
90.000,114.528,117.398
93.000,117.398,121.501
96.000,121.501,125.196
99.000,125.196,129.109
100.000,129.109,130.215
65.000,130.215,86.919
68.000,86.919,90.474
71.000,90.474,93.166
74.000,93.166,96.972
77.000,96.972,99.886
80.000,99.886,103.033
83.000,103.033,107.507
86.000,107.507,112.369
89.000,112.369,114.927
92.000,114.927,119.805
95.000,119.805,123.103
98.000,123.103,127.377
100.000,127.377,128.992
70.000,128.992,95.154
73.000,95.154,97.823
76.000,97.823,100.413
79.000,100.413,103.449
82.000,103.449,108.242
85.000,108.242,111.524
88.000,111.524,115.757
91.000,115.757,119.126
94.000,119.126,122.133
97.000,122.133,126.509
100.000,126.509,129.968
100.000,129.968,130.566
75.000,130.566,102.241
78.000,102.241,104.740
81.000,104.740,106.973
84.000,106.973,111.199
87.000,111.199,116.892
90.000,116.892,119.773
93.000,119.773,123.171
96.000,123.171,127.569
99.000,127.569,130.784
100.000,130.784,133.658
80.000,133.658,111.998
83.000,111.998,115.942
86.000,115.942,117.333
89.000,117.333,121.332
92.000,121.332,124.787
95.000,124.787,129.294
98.000,129.294,131.906
100.000,131.906,132.533
85.000,132.533,118.119
88.000,118.119,121.714
91.000,121.714,124.578
94.000,124.578,128.403
97.000,128.403,131.433
100.000,131.433,135.261
100.000,135.261,134.548
90.000,134.548,126.301
93.000,126.301,129.193
96.000,129.193,131.697
99.000,131.697,135.158
