# setPoint, prevCurrent, Current
0.000,0.000,0.609
0.000,0.609,0.603
0.000,0.603,0.627
0.000,0.627,0.598
0.000,0.598,0.619
0.000,0.619,0.635
0.000,0.635,0.613
0.000,0.613,0.605
0.000,0.605,0.581
0.000,0.581,0.570
0.000,0.570,0.603
0.000,0.603,0.634
0.000,0.634,0.713
0.000,0.713,0.630
0.000,0.630,0.617
0.000,0.617,0.630
0.000,0.630,0.604
0.000,0.604,0.643
0.000,0.643,0.623
0.000,0.623,0.617
0.000,0.617,0.641
0.000,0.641,0.622
0.000,0.622,0.638
0.000,0.638,0.637
0.000,0.637,0.696
0.000,0.696,0.666
0.000,0.666,0.624
0.000,0.624,0.627
0.000,0.627,0.711
0.000,0.711,0.634
0.000,0.634,0.650
0.000,0.650,0.662
0.000,0.662,0.639
0.000,0.639,0.629
0.000,0.629,0.615
0.000,0.615,0.649
0.000,0.649,0.617
0.000,0.617,0.634
0.000,0.634,0.810
0.000,0.810,0.675
0.000,0.675,0.673
0.000,0.673,0.773
0.000,0.773,0.656
0.000,0.656,0.656
0.000,0.656,0.673
0.000,0.673,0.718
0.000,0.718,0.721
0.000,0.721,0.639
0.000,0.639,0.614
0.000,0.614,0.627
0.000,0.627,0.597
0.000,0.597,0.627
0.000,0.627,0.580
0.000,0.580,0.596
0.000,0.596,0.600
0.000,0.600,0.598
0.000,0.598,0.585
0.000,0.585,0.608
0.000,0.608,0.614
0.000,0.614,0.592
0.000,0.592,0.565
0.000,0.565,0.553
0.000,0.553,0.595
0.000,0.595,0.584
0.000,0.584,0.590
0.000,0.590,0.591
0.000,0.591,0.574
0.000,0.574,0.594
0.000,0.594,0.628
0.000,0.628,0.605
0.000,0.605,0.587
0.000,0.587,0.553
0.000,0.553,0.543
0.000,0.543,0.575
0.000,0.575,0.614
0.000,0.614,0.598
0.000,0.598,0.592
0.000,0.592,0.577
0.000,0.577,0.591
0.000,0.591,0.587
0.000,0.587,0.586
0.000,0.586,0.583
0.000,0.583,0.585
0.000,0.585,0.550
0.000,0.550,0.580
0.000,0.580,0.558
0.000,0.558,0.574
0.000,0.574,0.591
0.000,0.591,0.566
0.000,0.566,0.575
0.000,0.575,0.583
0.000,0.583,0.554
0.000,0.554,0.573
0.000,0.573,0.569
0.000,0.569,0.563
0.000,0.563,0.607
0.000,0.607,0.591
0.000,0.591,0.579
0.000,0.579,0.582
0.000,0.582,0.572
