# setPoint, prevCurrent, Current
10.000,0.000,0.948
10.000,0.948,0.902
10.000,0.902,0.945
10.000,0.945,0.927
10.000,0.927,0.917
10.000,0.917,0.922
10.000,0.922,0.964
10.000,0.964,0.923
10.000,0.923,0.945
10.000,0.945,0.944
10.000,0.944,0.920
10.000,0.920,0.872
10.000,0.872,0.930
10.000,0.930,0.919
10.000,0.919,0.907
10.000,0.907,0.953
10.000,0.953,0.958
10.000,0.958,0.953
10.000,0.953,0.945
10.000,0.945,0.911
10.000,0.911,0.907
10.000,0.907,0.948
10.000,0.948,0.916
10.000,0.916,0.936
10.000,0.936,0.925
10.000,0.925,0.946
10.000,0.946,0.927
10.000,0.927,0.906
10.000,0.906,0.943
10.000,0.943,0.930
10.000,0.930,0.936
10.000,0.936,0.955
10.000,0.955,0.943
10.000,0.943,0.942
10.000,0.942,0.981
10.000,0.981,0.939
10.000,0.939,0.917
10.000,0.917,0.949
10.000,0.949,0.965
10.000,0.965,0.929
10.000,0.929,0.960
10.000,0.960,0.921
10.000,0.921,0.919
10.000,0.919,0.928
10.000,0.928,0.934
10.000,0.934,0.942
10.000,0.942,0.918
10.000,0.918,0.964
10.000,0.964,0.952
10.000,0.952,0.932
10.000,0.932,0.971
10.000,0.971,0.934
10.000,0.934,0.879
10.000,0.879,0.927
10.000,0.927,0.954
10.000,0.954,0.960
10.000,0.960,0.933
10.000,0.933,0.890
10.000,0.890,0.952
10.000,0.952,0.966
