# setPoint, prevCurrent, Current
100.000,0.000,nan
100.000,nan,8.230
100.000,8.230,8.280
100.000,8.280,8.352
100.000,8.352,8.297
100.000,8.297,8.527
100.000,8.527,8.539
100.000,8.539,8.605
100.000,8.605,8.449
100.000,8.449,8.369
100.000,8.369,8.309
100.000,8.309,8.449
100.000,8.449,8.537
100.000,8.537,8.526
100.000,8.526,8.587
100.000,8.587,8.418
100.000,8.418,8.358
100.000,8.358,8.462
100.000,8.462,7.864
100.000,7.864,8.171
100.000,8.171,8.480
100.000,8.480,8.657
100.000,8.657,8.597
100.000,8.597,8.492
100.000,8.492,8.415
100.000,8.415,8.452
100.000,8.452,8.538
100.000,8.538,8.605
100.000,8.605,8.598
100.000,8.598,8.389
