# Actual Command, Previous Torque, Measured Torque, Predicted Command
86.000,0.000,6.710,12.293
85.700,6.710,6.615,12.156
93.300,6.615,7.420,13.302
92.700,7.420,7.604,13.558
6.000,7.604,0.666,2.282
4.100,0.666,0.664,2.278
87.500,0.664,7.102,12.854
2.000,7.102,0.586,2.130
71.700,0.586,5.456,10.434
4.000,5.456,0.625,2.204
9.600,0.625,0.766,2.471
62.000,0.766,4.540,9.009
72.000,4.540,5.533,10.551
48.600,5.533,3.597,7.479
41.900,3.597,2.955,6.399
75.100,2.955,5.678,10.771
94.500,5.678,7.828,13.867
54.900,7.828,4.325,8.666
95.500,4.325,8.084,14.217
0.100,8.084,0.623,2.200
50.800,0.623,3.372,7.104
42.700,3.372,2.787,6.111
98.100,2.787,8.080,14.211
24.000,8.080,1.535,3.896
93.300,1.535,7.835,13.877
94.600,7.835,7.847,13.893
7.900,7.847,0.740,2.422
0.400,0.740,0.667,2.284
33.400,0.667,1.854,4.473
22.000,1.854,1.318,3.499
24.200,1.318,1.412,3.671
51.900,1.412,3.595,7.475
62.500,3.595,4.537,9.004
46.500,4.537,3.235,6.874
16.200,3.235,1.153,3.194
15.900,1.153,1.107,3.109
21.600,1.107,1.192,3.267
70.900,1.192,5.508,10.513
7.900,5.508,0.761,2.461
29.000,0.761,1.555,3.932
18.600,1.555,1.133,3.157
24.000,1.133,1.381,3.615
63.200,1.381,4.734,9.315
31.800,4.734,2.128,4.961
33.800,2.128,2.204,5.096
44.600,2.204,2.912,6.326
18.900,2.912,1.297,3.460
52.800,1.297,3.615,7.509
73.600,3.615,5.755,10.887
85.700,5.755,7.060,12.794
6.500,7.060,0.719,2.382
58.200,0.719,4.141,8.369
10.400,4.141,0.768,2.475
39.600,0.768,2.379,5.403
7.000,2.379,0.729,2.401
33.800,0.729,2.006,4.744
83.300,2.006,6.698,12.276
22.800,6.698,1.382,3.616
54.000,1.382,3.630,7.533
27.400,3.630,1.755,4.295
51.800,1.755,3.457,7.246
4.500,3.457,0.676,2.301
85.000,0.676,7.028,12.749
41.900,7.028,3.019,6.508
60.500,3.019,4.437,8.845
14.600,4.437,1.035,2.975
45.200,1.035,2.958,6.404
45.200,2.958,3.000,6.476
51.800,3.000,3.560,7.417
54.500,3.560,3.856,7.905
97.700,3.856,8.196,14.368
10.400,8.196,0.801,2.537
52.000,0.801,3.493,7.306
72.900,3.493,5.682,10.777
38.200,5.682,2.671,5.911
70.500,2.671,5.419,10.377
33.100,5.419,2.191,5.073
91.000,2.191,7.551,13.484
11.000,7.551,0.860,2.648
67.000,0.860,5.054,9.816
61.100,5.054,4.646,9.177
25.100,4.646,1.680,4.159
74.700,1.680,5.756,10.888
16.500,5.756,1.096,3.089
53.100,1.096,3.645,7.558
20.000,3.645,1.291,3.449
33.800,1.291,2.123,4.952
49.500,2.123,3.361,7.086
52.300,3.361,3.614,7.507
1.800,3.614,0.614,2.183
55.200,0.614,3.792,7.800
55.000,3.792,3.915,8.002
44.800,3.915,3.163,6.752
56.500,3.163,4.063,8.243
67.500,4.063,5.156,9.974
99.900,5.156,8.403,14.647
33.000,8.403,2.123,4.952
38.600,2.123,2.515,5.641
24.800,2.515,1.677,4.154
96.700,1.677,8.211,14.389
