# setPoint, prevCurrent, Current
0.000,0.000,0.607
100.000,0.607,7.712
0.000,7.712,0.659
100.000,0.659,7.121
0.000,7.121,0.716
100.000,0.716,7.073
0.000,7.073,0.630
100.000,0.630,7.172
0.000,7.172,0.650
100.000,0.650,7.164
0.000,7.164,0.654
100.000,0.654,7.201
0.000,7.201,0.677
100.000,0.677,7.304
0.000,7.304,0.715
100.000,0.715,7.344
0.000,7.344,0.672
100.000,0.672,7.145
0.000,7.145,0.658
100.000,0.658,7.259
0.000,7.259,0.692
100.000,0.692,7.407
0.000,7.407,0.709
100.000,0.709,7.388
0.000,7.388,0.697
100.000,0.697,7.315
0.000,7.315,0.708
100.000,0.708,7.371
0.000,7.371,0.685
100.000,0.685,7.525
0.000,7.525,0.683
100.000,0.683,7.427
0.000,7.427,0.673
100.000,0.673,7.394
0.000,7.394,0.699
100.000,0.699,7.347
0.000,7.347,0.690
100.000,0.690,7.507
0.000,7.507,0.702
100.000,0.702,7.453
0.000,7.453,0.692
100.000,0.692,7.269
0.000,7.269,0.702
100.000,0.702,7.577
0.000,7.577,0.691
100.000,0.691,7.451
0.000,7.451,0.716
100.000,0.716,7.573
0.000,7.573,0.653
100.000,0.653,7.529
0.000,7.529,0.656
100.000,0.656,7.535
0.000,7.535,0.707
100.000,0.707,7.686
0.000,7.686,0.660
100.000,0.660,7.473
0.000,7.473,0.671
100.000,0.671,7.487
0.000,7.487,0.727
100.000,0.727,7.677
0.000,7.677,0.687
100.000,0.687,7.746
0.000,7.746,0.690
100.000,0.690,7.644
0.000,7.644,0.666
100.000,0.666,7.505
0.000,7.505,0.696
100.000,0.696,7.531
0.000,7.531,0.712
100.000,0.712,7.577
0.000,7.577,0.698
100.000,0.698,7.689
0.000,7.689,0.672
100.000,0.672,7.814
0.000,7.814,0.713
100.000,0.713,7.754
0.000,7.754,0.688
100.000,0.688,7.753
0.000,7.753,0.695
100.000,0.695,7.669
0.000,7.669,0.700
100.000,0.700,7.765
0.000,7.765,0.684
100.000,0.684,7.735
0.000,7.735,0.712
100.000,0.712,7.776
0.000,7.776,0.670
100.000,0.670,7.760
0.000,7.760,0.676
100.000,0.676,7.779
0.000,7.779,0.699
100.000,0.699,7.742
0.000,7.742,0.716
100.000,0.716,7.828
0.000,7.828,0.703
100.000,0.703,7.847
0.000,7.847,0.665
100.000,0.665,7.795
0.000,7.795,0.691
100.000,0.691,7.828
