# setPoint, prevCurrent, Current
100.000,0.000,8.227
100.000,8.227,8.170
100.000,8.170,8.366
100.000,8.366,8.475
100.000,8.475,8.593
100.000,8.593,8.656
100.000,8.656,8.611
100.000,8.611,8.651
100.000,8.651,8.630
100.000,8.630,8.522
100.000,8.522,8.514
100.000,8.514,8.485
100.000,8.485,8.612
100.000,8.612,8.637
100.000,8.637,8.564
100.000,8.564,8.520
100.000,8.520,8.620
100.000,8.620,8.673
100.000,8.673,8.654
100.000,8.654,8.774
100.000,8.774,8.702
100.000,8.702,8.616
100.000,8.616,8.486
100.000,8.486,8.468
100.000,8.468,8.598
100.000,8.598,8.729
100.000,8.729,8.780
100.000,8.780,8.518
100.000,8.518,8.492
100.000,8.492,8.733
100.000,8.733,8.783
100.000,8.783,8.828
100.000,8.828,8.907
100.000,8.907,8.663
100.000,8.663,8.595
100.000,8.595,8.624
100.000,8.624,8.705
100.000,8.705,8.879
100.000,8.879,8.830
100.000,8.830,8.791
100.000,8.791,8.624
100.000,8.624,8.673
100.000,8.673,8.795
100.000,8.795,8.964
100.000,8.964,8.955
100.000,8.955,8.841
100.000,8.841,8.760
100.000,8.760,8.779
100.000,8.779,8.866
100.000,8.866,8.883
100.000,8.883,9.083
100.000,9.083,9.012
100.000,9.012,8.861
100.000,8.861,8.837
100.000,8.837,9.074
100.000,9.074,9.077
100.000,9.077,9.051
100.000,9.051,9.087
100.000,9.087,8.900
100.000,8.900,8.953
