# setPoint, prevCurrent, Current
100.000,0.000,7.066
100.000,7.066,7.734
100.000,7.734,7.593
100.000,7.593,7.692
100.000,7.692,7.587
100.000,7.587,7.686
100.000,7.686,8.096
100.000,8.096,7.881
100.000,7.881,7.883
100.000,7.883,8.044
100.000,8.044,8.019
100.000,8.019,8.059
100.000,8.059,8.206
100.000,8.206,8.098
100.000,8.098,8.378
100.000,8.378,8.292
100.000,8.292,8.224
100.000,8.224,8.375
100.000,8.375,8.319
100.000,8.319,8.256
100.000,8.256,8.472
100.000,8.472,9.085
100.000,9.085,9.116
100.000,9.116,8.944
100.000,8.944,8.929
100.000,8.929,8.721
100.000,8.721,8.727
100.000,8.727,8.684
100.000,8.684,8.691
100.000,8.691,8.667
100.000,8.667,8.671
100.000,8.671,8.661
100.000,8.661,8.670
100.000,8.670,8.646
100.000,8.646,8.567
100.000,8.567,8.645
100.000,8.645,8.618
100.000,8.618,8.622
100.000,8.622,8.612
100.000,8.612,8.419
100.000,8.419,8.379
100.000,8.379,8.477
100.000,8.477,8.626
100.000,8.626,8.292
100.000,8.292,8.313
100.000,8.313,8.386
100.000,8.386,8.253
100.000,8.253,8.381
100.000,8.381,8.373
100.000,8.373,8.359
100.000,8.359,8.141
100.000,8.141,8.301
100.000,8.301,8.223
100.000,8.223,8.331
100.000,8.331,8.203
100.000,8.203,8.156
100.000,8.156,8.081
100.000,8.081,7.940
100.000,7.940,8.088
100.000,8.088,7.949
