# setPoint, prevCurrent, Current
50.000,0.000,3.756
50.000,3.756,3.833
50.000,3.833,3.877
50.000,3.877,3.846
50.000,3.846,3.842
50.000,3.842,3.844
50.000,3.844,3.817
50.000,3.817,3.892
50.000,3.892,3.849
50.000,3.849,3.820
50.000,3.820,3.815
50.000,3.815,3.824
50.000,3.824,3.856
50.000,3.856,3.855
50.000,3.855,3.828
50.000,3.828,3.833
50.000,3.833,3.845
50.000,3.845,3.880
50.000,3.880,3.837
50.000,3.837,3.814
50.000,3.814,3.854
50.000,3.854,3.857
50.000,3.857,3.863
50.000,3.863,3.842
50.000,3.842,3.821
50.000,3.821,3.853
50.000,3.853,3.862
50.000,3.862,3.876
50.000,3.876,3.847
50.000,3.847,3.830
50.000,3.830,3.803
50.000,3.803,3.895
50.000,3.895,3.917
50.000,3.917,3.894
50.000,3.894,3.845
50.000,3.845,3.834
50.000,3.834,3.840
50.000,3.840,3.916
50.000,3.916,3.842
50.000,3.842,3.892
50.000,3.892,3.857
50.000,3.857,3.880
50.000,3.880,3.911
50.000,3.911,3.910
50.000,3.910,3.908
50.000,3.908,3.873
50.000,3.873,3.909
50.000,3.909,3.889
50.000,3.889,3.929
50.000,3.929,3.892
50.000,3.892,3.883
50.000,3.883,3.909
50.000,3.909,3.952
50.000,3.952,3.912
50.000,3.912,3.894
50.000,3.894,3.859
50.000,3.859,3.868
50.000,3.868,3.925
50.000,3.925,3.923
50.000,3.923,3.893
