# setPoint, prevCurrent, Current
0.000,0.000,0.561
1000.000,0.561,8.124
0.000,8.124,0.633
1000.000,0.633,8.036
0.000,8.036,0.614
1000.000,0.614,8.185
0.000,8.185,0.654
1000.000,0.654,8.047
0.000,8.047,0.605
1000.000,0.605,8.105
0.000,8.105,0.593
1000.000,0.593,8.213
0.000,8.213,0.629
1000.000,0.629,8.186
0.000,8.186,0.623
1000.000,0.623,8.112
0.000,8.112,0.636
1000.000,0.636,8.201
0.000,8.201,0.614
1000.000,0.614,8.396
0.000,8.396,0.591
1000.000,0.591,8.194
0.000,8.194,0.578
1000.000,0.578,8.188
0.000,8.188,0.601
1000.000,0.601,8.251
0.000,8.251,0.625
1000.000,0.625,8.345
0.000,8.345,0.587
1000.000,0.587,8.259
0.000,8.259,0.617
1000.000,0.617,8.215
0.000,8.215,0.669
1000.000,0.669,8.307
0.000,8.307,0.636
1000.000,0.636,8.282
0.000,8.282,0.625
1000.000,0.625,8.211
0.000,8.211,0.617
1000.000,0.617,8.243
0.000,8.243,0.583
1000.000,0.583,8.508
0.000,8.508,0.623
1000.000,0.623,8.381
0.000,8.381,0.614
1000.000,0.614,8.213
0.000,8.213,0.618
1000.000,0.618,8.344
0.000,8.344,0.585
1000.000,0.585,8.391
0.000,8.391,0.627
1000.000,0.627,8.322
0.000,8.322,0.647
1000.000,0.647,8.260
0.000,8.260,0.606
1000.000,0.606,8.358
0.000,8.358,0.607
1000.000,0.607,8.313
0.000,8.313,0.607
1000.000,0.607,8.257
