# setPoint, prevCurrent, Current
50.000,0.000,3.610
50.000,3.610,3.719
50.000,3.719,3.680
50.000,3.680,3.763
50.000,3.763,3.737
50.000,3.737,3.730
50.000,3.730,3.691
50.000,3.691,3.738
50.000,3.738,3.666
50.000,3.666,3.739
50.000,3.739,3.740
50.000,3.740,3.876
50.000,3.876,3.774
50.000,3.774,3.840
50.000,3.840,3.801
50.000,3.801,3.710
50.000,3.710,3.627
50.000,3.627,3.899
50.000,3.899,3.750
50.000,3.750,3.809
50.000,3.809,3.713
50.000,3.713,3.820
50.000,3.820,3.757
50.000,3.757,3.761
50.000,3.761,3.734
50.000,3.734,3.820
50.000,3.820,3.866
50.000,3.866,3.799
50.000,3.799,3.791
50.000,3.791,3.748
50.000,3.748,3.712
50.000,3.712,3.828
50.000,3.828,3.801
50.000,3.801,3.901
50.000,3.901,3.771
50.000,3.771,3.703
50.000,3.703,3.725
50.000,3.725,3.732
50.000,3.732,3.769
50.000,3.769,3.851
50.000,3.851,3.817
50.000,3.817,3.786
50.000,3.786,3.794
50.000,3.794,3.771
50.000,3.771,3.768
50.000,3.768,3.812
50.000,3.812,3.727
50.000,3.727,3.802
50.000,3.802,3.760
50.000,3.760,3.797
50.000,3.797,3.794
50.000,3.794,3.851
50.000,3.851,3.729
50.000,3.729,3.904
50.000,3.904,3.728
50.000,3.728,3.803
50.000,3.803,3.816
50.000,3.816,3.828
50.000,3.828,3.755
50.000,3.755,3.792
50.000,3.792,3.751
50.000,3.751,3.794
50.000,3.794,3.780
50.000,3.780,3.900
50.000,3.900,3.826
50.000,3.826,3.751
50.000,3.751,3.845
50.000,3.845,3.779
50.000,3.779,3.837
50.000,3.837,3.861
50.000,3.861,3.786
50.000,3.786,3.859
50.000,3.859,3.822
50.000,3.822,3.785
50.000,3.785,3.701
50.000,3.701,3.823
50.000,3.823,3.826
50.000,3.826,3.787
50.000,3.787,3.810
50.000,3.810,3.861
50.000,3.861,3.818
50.000,3.818,3.802
50.000,3.802,3.755
50.000,3.755,3.830
50.000,3.830,3.856
50.000,3.856,3.833
50.000,3.833,3.783
50.000,3.783,3.830
50.000,3.830,3.818
50.000,3.818,3.799
50.000,3.799,3.757
50.000,3.757,3.727
50.000,3.727,3.865
50.000,3.865,3.827
50.000,3.827,3.804
50.000,3.804,3.780
50.000,3.780,3.749
50.000,3.749,3.778
50.000,3.778,3.771
50.000,3.771,3.848
50.000,3.848,3.762
50.000,3.762,3.825
50.000,3.825,3.839
50.000,3.839,3.814
50.000,3.814,3.784
50.000,3.784,3.759
50.000,3.759,3.770
50.000,3.770,3.808
50.000,3.808,3.842
50.000,3.842,3.779
50.000,3.779,3.781
50.000,3.781,3.804
50.000,3.804,3.714
50.000,3.714,3.817
50.000,3.817,3.856
50.000,3.856,3.782
50.000,3.782,3.776
50.000,3.776,3.727
50.000,3.727,3.843
50.000,3.843,3.835
50.000,3.835,3.795
50.000,3.795,3.871
50.000,3.871,3.863
50.000,3.863,3.743
50.000,3.743,3.833
50.000,3.833,3.823
50.000,3.823,3.748
