# setPoint, prevCurrent, Current
0.000,0.000,0.666
1000.000,0.666,8.393
0.000,8.393,0.722
1000.000,0.722,8.514
0.000,8.514,0.738
1000.000,0.738,8.608
0.000,8.608,0.718
1000.000,0.718,8.518
0.000,8.518,0.712
1000.000,0.712,8.683
0.000,8.683,0.700
1000.000,0.700,8.479
0.000,8.479,0.748
1000.000,0.748,8.704
0.000,8.704,0.760
1000.000,0.760,8.840
0.000,8.840,0.702
1000.000,0.702,8.698
0.000,8.698,0.784
1000.000,0.784,8.822
0.000,8.822,0.703
1000.000,0.703,8.715
0.000,8.715,0.771
1000.000,0.771,8.941
0.000,8.941,0.719
1000.000,0.719,8.690
0.000,8.690,0.731
1000.000,0.731,8.712
0.000,8.712,0.739
1000.000,0.739,8.864
0.000,8.864,0.681
1000.000,0.681,8.611
0.000,8.611,0.740
1000.000,0.740,8.684
0.000,8.684,0.771
1000.000,0.771,8.966
0.000,8.966,0.698
1000.000,0.698,8.878
0.000,8.878,0.658
1000.000,0.658,8.668
0.000,8.668,0.695
1000.000,0.695,8.755
0.000,8.755,0.675
1000.000,0.675,8.762
0.000,8.762,0.679
1000.000,0.679,8.804
0.000,8.804,0.735
1000.000,0.735,8.806
0.000,8.806,0.755
1000.000,0.755,8.928
0.000,8.928,0.708
1000.000,0.708,8.785
0.000,8.785,0.662
1000.000,0.662,8.835
0.000,8.835,0.668
1000.000,0.668,8.541
0.000,8.541,0.679
1000.000,0.679,8.858
0.000,8.858,0.692
1000.000,0.692,8.898
0.000,8.898,0.656
1000.000,0.656,8.826
0.000,8.826,0.715
1000.000,0.715,8.852
0.000,8.852,0.734
1000.000,0.734,8.767
0.000,8.767,0.678
1000.000,0.678,8.833
0.000,8.833,0.611
1000.000,0.611,8.582
0.000,8.582,0.718
1000.000,0.718,8.953
0.000,8.953,0.715
1000.000,0.715,8.856
0.000,8.856,0.648
1000.000,0.648,8.625
0.000,8.625,0.691
1000.000,0.691,8.708
0.000,8.708,0.748
1000.000,0.748,8.703
0.000,8.703,0.675
1000.000,0.675,8.891
0.000,8.891,0.689
1000.000,0.689,8.706
0.000,8.706,0.732
1000.000,0.732,8.595
0.000,8.595,0.713
1000.000,0.713,8.697
0.000,8.697,0.724
1000.000,0.724,8.674
0.000,8.674,0.759
1000.000,0.759,8.622
0.000,8.622,0.663
1000.000,0.663,8.870
0.000,8.870,0.717
1000.000,0.717,8.766
0.000,8.766,0.683
1000.000,0.683,8.898
0.000,8.898,0.730
1000.000,0.730,8.741
