# setPoint, prevCurrent, Current
0.000,0.000,0.708
6.800,0.708,0.702
13.600,0.702,0.848
20.400,0.848,1.135
27.200,1.135,1.518
34.000,1.518,1.925
40.800,1.925,2.496
47.600,2.496,3.021
54.400,3.021,3.641
62.100,3.641,4.266
69.900,4.266,4.973
77.700,4.973,5.794
85.400,5.794,6.586
92.200,6.586,7.276
99.400,7.276,8.032
100.000,8.032,8.107
99.400,8.107,8.215
92.200,8.215,7.625
85.400,7.625,7.004
77.700,7.004,6.313
69.900,6.313,5.698
62.100,5.698,4.931
54.400,4.931,4.255
47.600,4.255,3.498
40.800,3.498,2.784
34.000,2.784,2.303
27.200,2.303,1.790
20.400,1.790,1.425
13.600,1.425,1.051
6.800,1.051,0.771
0.000,0.771,0.622
