# setPoint, prevCurrent, Current
0.000,0.000,0.548
1000.000,0.548,8.534
0.000,8.534,0.654
1000.000,0.654,8.483
0.000,8.483,0.740
1000.000,0.740,8.467
0.000,8.467,0.730
1000.000,0.730,8.596
0.000,8.596,0.739
1000.000,0.739,8.397
0.000,8.397,0.715
1000.000,0.715,8.661
0.000,8.661,0.722
1000.000,0.722,8.646
0.000,8.646,0.653
1000.000,0.653,8.545
0.000,8.545,0.704
1000.000,0.704,8.467
0.000,8.467,0.736
1000.000,0.736,8.369
0.000,8.369,0.678
1000.000,0.678,8.435
0.000,8.435,0.682
1000.000,0.682,8.542
0.000,8.542,0.718
1000.000,0.718,8.693
0.000,8.693,0.643
1000.000,0.643,8.393
0.000,8.393,0.683
1000.000,0.683,8.288
0.000,8.288,0.662
1000.000,0.662,8.612
0.000,8.612,0.700
1000.000,0.700,8.416
0.000,8.416,0.730
1000.000,0.730,8.260
0.000,8.260,0.677
1000.000,0.677,8.604
0.000,8.604,0.746
1000.000,0.746,8.516
0.000,8.516,0.741
1000.000,0.741,8.451
0.000,8.451,0.670
1000.000,0.670,8.655
0.000,8.655,0.720
1000.000,0.720,8.507
0.000,8.507,0.750
1000.000,0.750,8.443
0.000,8.443,0.717
1000.000,0.717,8.435
0.000,8.435,0.748
1000.000,0.748,8.399
0.000,8.399,0.744
1000.000,0.744,8.598
0.000,8.598,0.757
1000.000,0.757,8.499
0.000,8.499,0.749
1000.000,0.749,8.566
0.000,8.566,0.699
1000.000,0.699,8.590
0.000,8.590,0.687
1000.000,0.687,8.578
0.000,8.578,0.766
1000.000,0.766,8.794
0.000,8.794,0.679
1000.000,0.679,8.661
0.000,8.661,0.714
1000.000,0.714,8.416
0.000,8.416,0.733
1000.000,0.733,8.659
0.000,8.659,0.700
1000.000,0.700,8.833
0.000,8.833,0.691
1000.000,0.691,8.527
0.000,8.527,0.656
1000.000,0.656,8.493
0.000,8.493,0.718
1000.000,0.718,8.533
0.000,8.533,0.750
1000.000,0.750,8.800
0.000,8.800,0.699
1000.000,0.699,8.527
0.000,8.527,0.719
1000.000,0.719,8.648
0.000,8.648,0.737
1000.000,0.737,8.546
0.000,8.546,0.701
1000.000,0.701,8.834
0.000,8.834,0.695
1000.000,0.695,8.655
0.000,8.655,0.698
1000.000,0.698,8.486
0.000,8.486,0.732
1000.000,0.732,8.977
0.000,8.977,0.692
1000.000,0.692,8.646
0.000,8.646,0.728
1000.000,0.728,8.570
0.000,8.570,0.677
1000.000,0.677,8.667
