# TimeStamp (s), BrakeCommand (%), Actual Brake Torque (%), Motor Current (A), Motor Speed (%)
0.00,0.00,1.10,0.96,35.32
0.02,0.00,-0.50,0.90,35.34
0.03,0.00,-1.60,0.84,35.43
0.05,0.00,1.10,1.08,35.45
0.06,0.00,-1.00,0.90,35.47
0.08,0.00,0.00,0.84,35.45
nan,nan,nan,nan,nan
0.10,0.00,0.00,1.02,35.53
0.12,0.00,-1.00,0.96,35.55
0.13,0.00,-2.10,0.90,35.43
nan,nan,nan,nan,nan
0.15,0.00,-0.50,0.96,35.45
0.16,0.00,0.00,0.90,35.45
0.18,0.00,0.60,0.90,35.47
nan,nan,nan,nan,nan
0.20,0.00,-0.50,0.96,35.53
0.22,0.00,-0.50,0.72,35.53
0.23,0.00,1.10,0.90,35.51
0.25,0.00,-1.00,1.02,35.51
0.26,0.00,-1.60,0.72,35.51
0.28,0.00,-1.00,1.02,35.57
nan,nan,nan,nan,nan
0.30,0.00,-2.10,0.90,35.57
0.32,0.00,0.00,1.02,35.57
0.33,0.00,0.00,0.96,35.64
nan,nan,nan,nan,nan
0.35,0.00,-1.00,1.08,35.64
0.36,0.00,-0.50,0.72,35.64
0.38,0.00,-2.10,0.90,35.60
nan,nan,nan,nan,nan
0.40,0.00,-1.60,0.96,35.57
0.42,0.00,-0.50,0.84,35.68
0.43,0.00,1.10,0.90,35.64
0.45,0.00,1.70,0.90,35.74
0.46,0.00,-1.60,1.08,35.72
0.48,0.00,-3.20,0.90,35.72
nan,nan,nan,nan,nan
0.50,0.00,1.10,0.90,35.66
0.52,0.00,-0.50,0.96,35.77
0.53,0.00,-1.00,0.84,35.72
nan,nan,nan,nan,nan
0.55,0.00,-2.10,0.90,35.70
0.56,0.00,0.00,0.90,35.70
0.58,0.00,-1.60,1.08,35.70
nan,nan,nan,nan,nan
0.60,0.00,-0.50,0.90,35.72
0.62,0.00,0.60,0.84,35.72
0.63,0.00,-0.50,0.96,35.72
0.65,0.00,-3.70,0.90,35.68
0.66,0.00,1.70,1.02,35.66
0.68,0.00,-2.70,0.84,35.77
nan,nan,nan,nan,nan
0.70,0.00,0.00,0.84,35.68
0.72,0.00,1.10,0.96,35.68
0.73,0.00,-2.70,0.90,35.77
nan,nan,nan,nan,nan
0.75,0.00,-2.10,0.84,35.72
0.76,0.00,-0.50,0.90,35.72
0.78,0.00,0.00,0.90,35.70
nan,nan,nan,nan,nan
0.80,0.00,0.00,0.96,35.74
0.82,0.00,-2.10,0.84,35.74
0.83,0.00,-0.50,0.96,35.72
0.85,0.00,0.60,1.02,35.79
0.86,0.00,-1.60,0.78,35.77
0.88,0.00,-2.10,0.90,35.77
nan,nan,nan,nan,nan
0.90,0.00,2.20,0.84,35.79
0.92,0.00,0.00,0.84,35.79
0.93,0.00,-1.60,1.02,35.77
nan,nan,nan,nan,nan
0.95,0.00,2.80,0.84,35.72
0.96,0.00,2.20,0.84,35.72
0.98,0.00,-1.00,0.90,35.70
nan,nan,nan,nan,nan
1.00,0.00,1.70,0.90,35.79
1.02,0.00,-1.00,0.90,35.72
1.03,0.00,0.00,0.90,35.72
1.05,0.00,0.00,1.02,35.70
1.06,0.00,1.10,0.90,35.77
1.08,0.00,-1.00,0.78,35.77
nan,nan,nan,nan,nan
1.10,0.00,-1.00,0.90,35.72
1.12,0.00,-0.50,0.96,35.77
1.13,0.00,-1.00,0.96,35.77
nan,nan,nan,nan,nan
1.15,0.00,-1.00,0.84,35.74
1.16,0.00,0.00,0.72,35.81
1.18,0.00,-0.50,0.96,35.79
nan,nan,nan,nan,nan
1.20,0.00,-0.50,0.84,35.77
1.22,0.00,-3.70,0.96,35.81
1.23,0.00,-2.70,0.90,35.81
1.25,0.00,0.00,0.96,35.79
1.26,0.00,0.60,0.90,35.74
nan,nan,nan,nan,nan
1.28,0.00,2.80,0.78,35.72
1.30,0.00,0.60,0.96,35.79
1.32,0.00,-2.10,0.96,35.79
nan,nan,nan,nan,nan
1.33,0.00,-1.00,0.90,35.74
1.35,0.00,-2.10,1.02,35.83
1.37,0.00,-1.60,0.90,35.77
1.38,0.00,-2.10,0.96,35.77
nan,nan,nan,nan,nan
1.40,0.00,-0.50,0.90,35.72
1.42,0.00,-25.60,0.96,35.81
1.43,0.00,-0.50,0.90,35.77
1.45,0.00,-2.10,0.90,35.85
1.47,0.00,-0.50,0.90,35.83
nan,nan,nan,nan,nan
1.48,0.00,-2.70,0.90,35.79
1.50,0.00,-0.50,0.96,35.74
1.52,0.00,-0.50,0.96,35.81
nan,nan,nan,nan,nan
1.53,0.00,-0.50,0.90,35.79
1.55,0.00,1.10,0.78,35.79
1.57,0.00,1.10,0.96,35.77
1.58,0.00,-1.00,0.84,35.81
nan,nan,nan,nan,nan
1.60,0.00,-2.10,0.78,35.79
1.62,0.00,-2.10,0.96,35.83
1.63,0.00,-0.50,0.96,35.81
1.65,0.00,1.10,1.02,35.81
1.67,0.00,0.00,0.96,35.85
nan,nan,nan,nan,nan
1.68,0.00,-2.10,0.84,35.85
1.70,0.00,-3.20,1.08,35.81
1.72,0.00,-1.00,0.96,35.85
nan,nan,nan,nan,nan
1.73,0.00,1.70,0.96,35.85
1.75,0.00,-1.60,0.90,35.83
1.77,0.00,-0.50,0.90,35.81
1.78,0.00,1.70,0.84,35.77
nan,nan,nan,nan,nan
1.80,0.00,-2.10,0.90,35.83
1.82,0.00,0.60,0.96,35.81
1.83,0.00,0.60,0.90,35.77
1.85,0.00,-1.60,0.90,35.85
1.87,0.00,-0.50,0.84,35.83
nan,nan,nan,nan,nan
1.88,0.00,-0.50,0.84,35.79
1.90,0.00,-0.50,0.96,35.74
1.92,0.00,-1.00,0.84,35.83
nan,nan,nan,nan,nan
1.93,0.00,-1.60,0.90,35.79
1.95,0.00,1.10,0.84,35.87
1.97,0.00,1.10,0.96,35.85
1.98,0.00,-1.00,0.96,35.81
nan,nan,nan,nan,nan
2.00,0.00,0.00,0.84,35.87
2.02,0.00,-0.50,0.96,35.85
2.03,0.00,0.00,1.02,35.81
2.05,0.00,-0.50,0.90,35.79
2.07,0.00,-2.10,1.02,35.77
nan,nan,nan,nan,nan
2.08,0.00,0.60,0.96,35.81
2.10,0.00,-2.10,0.90,35.79
2.12,0.00,-1.60,1.02,35.77
nan,nan,nan,nan,nan
2.13,0.00,0.00,0.90,35.81
2.15,0.00,-2.70,0.90,35.81
2.17,0.00,-0.50,0.96,35.79
2.18,0.00,-0.50,0.90,35.83
nan,nan,nan,nan,nan
2.20,0.00,-3.20,0.96,35.79
2.22,0.00,-1.00,0.96,35.87
2.23,0.00,-2.70,0.84,35.83
2.25,0.00,1.70,0.84,35.81
2.27,0.00,-2.70,0.96,35.81
nan,nan,nan,nan,nan
2.28,0.00,-0.50,1.08,35.85
2.30,0.00,0.00,0.96,35.81
2.32,0.00,0.60,0.96,35.79
nan,nan,nan,nan,nan
2.33,0.00,-1.00,0.96,35.85
2.35,0.00,-2.70,0.78,35.83
2.37,0.00,0.60,0.90,35.81
2.38,0.00,-1.60,0.90,35.85
nan,nan,nan,nan,nan
2.40,0.00,1.10,0.78,35.83
2.42,0.00,1.70,0.84,35.81
2.43,0.00,-0.50,0.90,35.85
2.45,0.00,0.60,0.90,35.83
2.47,0.00,-1.00,1.02,35.83
nan,nan,nan,nan,nan
2.48,0.00,0.00,0.78,35.87
2.50,0.00,-1.00,0.96,35.83
2.52,0.00,1.70,0.90,35.81
nan,nan,nan,nan,nan
2.53,0.00,0.00,0.78,35.85
2.55,0.00,0.00,0.96,35.85
2.57,0.00,-0.50,0.72,35.83
2.58,0.00,-1.60,1.08,35.87
nan,nan,nan,nan,nan
2.60,0.00,-1.60,0.96,35.83
2.62,0.00,0.60,0.90,35.83
2.63,0.00,-0.50,1.02,35.87
2.65,0.00,0.60,0.96,35.85
2.67,0.00,0.00,0.96,35.83
nan,nan,nan,nan,nan
2.68,0.00,-1.60,0.90,35.79
2.70,0.00,0.60,0.96,35.85
2.72,0.00,0.60,0.90,35.79
nan,nan,nan,nan,nan
2.73,0.00,-0.50,0.90,35.79
2.75,0.00,2.80,0.78,35.77
2.77,0.00,-1.00,1.08,35.85
2.78,0.00,-3.20,0.78,35.79
nan,nan,nan,nan,nan
2.80,0.00,0.60,0.72,35.77
2.82,0.00,-0.50,1.02,35.81
2.83,0.00,0.00,0.90,35.79
2.85,0.00,0.00,0.84,35.79
2.87,0.00,0.00,0.90,35.87
nan,nan,nan,nan,nan
2.88,0.00,-0.50,0.90,35.81
2.90,0.00,-0.50,0.90,35.87
2.92,0.00,0.00,0.96,35.83
nan,nan,nan,nan,nan
2.93,0.00,1.10,0.96,35.81
2.95,0.00,-1.60,0.96,35.79
2.97,0.00,0.00,0.78,35.79
2.98,0.00,-1.00,0.96,35.83
nan,nan,nan,nan,nan
3.00,6.80,0.60,1.02,35.79
3.02,6.80,8.20,0.84,35.74
3.03,6.80,6.60,0.90,35.83
3.05,6.80,8.20,0.90,35.81
3.07,6.80,6.60,0.96,35.81
nan,nan,nan,nan,nan
3.08,6.80,7.10,0.96,35.77
3.10,6.80,8.20,1.02,35.72
3.12,6.80,7.10,0.96,35.77
nan,nan,nan,nan,nan
3.13,6.80,6.60,0.96,35.77
3.15,6.80,9.30,1.02,35.77
3.17,6.80,9.30,0.96,35.70
3.18,6.80,9.30,1.02,35.70
nan,nan,nan,nan,nan
3.20,6.80,5.50,1.02,35.68
3.22,6.80,5.50,1.02,35.72
3.23,6.80,6.60,0.96,35.72
3.25,6.80,7.60,0.84,35.72
3.27,6.80,7.10,0.96,35.72
nan,nan,nan,nan,nan
3.28,6.80,7.60,0.90,35.68
3.30,6.80,8.70,0.90,35.64
3.32,6.80,7.60,0.84,35.70
nan,nan,nan,nan,nan
3.33,6.80,6.60,0.96,35.70
3.35,6.80,9.30,1.02,35.70
3.37,6.80,5.50,0.84,35.74
3.38,6.80,6.60,0.96,35.74
nan,nan,nan,nan,nan
3.40,6.80,6.60,1.02,35.62
3.42,6.80,6.60,0.90,35.68
3.43,6.80,7.60,0.90,35.68
3.45,6.80,6.60,1.02,35.68
3.47,6.80,5.50,0.96,35.62
nan,nan,nan,nan,nan
3.49,6.80,5.50,0.84,35.66
3.50,6.80,6.00,0.96,35.62
3.52,6.80,7.10,0.96,35.66
nan,nan,nan,nan,nan
3.53,6.80,8.20,1.08,35.66
3.55,6.80,9.30,1.08,35.66
3.57,6.80,8.20,0.90,35.66
nan,nan,nan,nan,nan
3.59,6.80,4.90,0.96,35.64
3.60,6.80,6.60,1.02,35.60
3.62,6.80,4.90,1.02,35.60
3.63,6.80,6.60,0.90,35.66
3.65,6.80,7.10,0.84,35.66
3.67,6.80,5.50,0.90,35.66
nan,nan,nan,nan,nan
3.68,6.80,5.50,1.02,35.72
3.70,6.80,7.10,1.14,35.60
3.72,6.80,6.60,0.90,35.60
nan,nan,nan,nan,nan
3.74,6.80,6.60,0.96,35.66
3.75,6.80,8.70,0.90,35.66
3.77,6.80,4.90,0.90,35.66
3.78,6.80,7.60,0.84,35.70
nan,nan,nan,nan,nan
3.80,6.80,8.20,0.96,35.60
3.82,6.80,3.80,1.02,35.60
3.84,6.80,6.60,0.96,35.64
3.85,6.80,6.60,0.78,35.64
nan,nan,nan,nan,nan
3.87,6.80,6.60,1.02,35.64
3.88,6.80,8.20,0.78,35.70
3.90,6.80,7.60,0.90,35.60
nan,nan,nan,nan,nan
3.92,6.80,6.60,0.90,35.60
3.94,6.80,8.20,0.90,35.64
3.95,6.80,8.20,1.02,35.66
3.97,6.80,7.10,0.84,35.64
3.98,6.80,7.60,0.78,35.70
nan,nan,nan,nan,nan
4.00,6.80,8.20,0.96,35.60
4.02,6.80,7.60,0.84,35.60
4.04,6.80,5.50,1.08,35.60
4.05,6.80,8.20,0.96,35.64
nan,nan,nan,nan,nan
4.07,6.80,6.60,0.90,35.66
4.08,6.80,5.50,1.08,35.66
4.11,6.80,7.60,0.96,35.60
nan,nan,nan,nan,nan
4.12,6.80,9.30,0.90,35.60
4.14,6.80,6.60,0.96,35.60
4.15,6.80,8.20,0.96,35.66
4.17,6.80,9.80,0.84,35.66
4.18,6.80,7.10,1.02,35.66
nan,nan,nan,nan,nan
4.21,6.80,4.90,1.02,35.60
4.22,6.80,8.20,0.84,35.60
4.24,6.80,6.00,1.08,35.60
4.25,6.80,4.40,1.02,35.66
nan,nan,nan,nan,nan
4.27,6.80,6.00,0.96,35.66
4.28,6.80,6.00,1.02,35.66
4.31,6.80,6.60,0.84,35.60
nan,nan,nan,nan,nan
4.32,6.80,6.60,0.90,35.60
4.34,6.80,7.60,1.14,35.60
4.35,6.80,10.90,1.02,35.66
4.37,6.80,7.60,0.96,35.66
4.38,6.80,9.80,1.02,35.55
nan,nan,nan,nan,nan
4.41,6.80,6.60,0.96,35.60
4.42,6.80,5.50,1.02,35.60
4.44,6.80,7.10,0.96,35.60
4.45,6.80,8.20,1.02,35.60
nan,nan,nan,nan,nan
4.47,6.80,7.10,1.02,35.55
4.48,6.80,7.10,0.96,35.57
4.51,6.80,7.60,0.90,35.66
nan,nan,nan,nan,nan
4.52,6.80,5.50,0.90,35.62
4.54,6.80,4.90,1.14,35.62
4.55,6.80,6.00,0.96,35.62
4.57,6.80,6.60,0.96,35.57
nan,nan,nan,nan,nan
4.59,6.80,4.40,1.02,35.66
4.61,6.80,4.90,0.90,35.66
4.62,6.80,9.30,0.90,35.62
4.64,6.80,4.40,0.90,35.62
4.65,6.80,4.90,1.02,35.62
nan,nan,nan,nan,nan
4.67,6.80,6.00,0.90,35.60
4.68,6.80,5.50,0.96,35.60
4.71,6.80,8.70,1.02,35.66
nan,nan,nan,nan,nan
4.72,6.80,9.30,0.96,35.64
4.74,6.80,7.60,0.96,35.64
4.75,6.80,4.40,0.84,35.64
4.77,6.80,9.30,0.96,35.60
4.78,6.80,7.10,0.84,35.60
nan,nan,nan,nan,nan
4.81,6.80,6.60,0.96,35.68
4.82,6.80,5.50,1.08,35.64
4.84,6.80,8.70,0.96,35.64
nan,nan,nan,nan,nan
4.85,6.80,7.60,0.96,35.64
4.87,6.80,8.20,1.02,35.60
4.89,6.80,6.60,1.02,35.62
4.91,6.80,6.60,0.96,35.68
nan,nan,nan,nan,nan
4.92,6.80,6.00,0.96,35.64
4.94,6.80,7.10,0.90,35.64
4.95,6.80,7.60,0.84,35.64
4.97,6.80,6.60,1.02,35.68
nan,nan,nan,nan,nan
