# setPoint, prevCurrent, Current
0.000,0.000,0.615
0.000,0.615,0.602
0.000,0.602,0.582
0.000,0.582,0.629
0.000,0.629,0.578
0.000,0.578,0.619
0.000,0.619,0.580
0.000,0.580,0.695
0.000,0.695,0.695
0.000,0.695,0.830
0.000,0.830,0.688
0.000,0.688,0.687
0.000,0.687,0.691
0.000,0.691,0.719
0.000,0.719,0.606
0.000,0.606,0.688
0.000,0.688,0.625
0.000,0.625,0.610
0.000,0.610,0.595
0.000,0.595,0.642
0.000,0.642,0.667
0.000,0.667,0.697
0.000,0.697,0.621
0.000,0.621,0.558
0.000,0.558,0.634
0.000,0.634,0.608
0.000,0.608,0.655
0.000,0.655,0.697
0.000,0.697,0.644
0.000,0.644,0.673
0.000,0.673,0.595
0.000,0.595,0.609
0.000,0.609,0.660
0.000,0.660,0.822
0.000,0.822,0.692
0.000,0.692,0.816
0.000,0.816,0.668
0.000,0.668,0.684
0.000,0.684,0.799
0.000,0.799,0.754
0.000,0.754,0.672
0.000,0.672,0.634
0.000,0.634,0.621
0.000,0.621,0.620
0.000,0.620,0.723
0.000,0.723,0.677
0.000,0.677,0.706
0.000,0.706,0.743
0.000,0.743,0.712
0.000,0.712,0.671
