# setPoint, prevCurrent, Current
0.000,0.000,0.708
1000.000,0.708,7.864
0.000,7.864,0.776
1000.000,0.776,7.787
0.000,7.787,0.792
1000.000,0.792,7.919
0.000,7.919,0.695
1000.000,0.695,7.898
0.000,7.898,0.712
1000.000,0.712,8.052
0.000,8.052,0.701
1000.000,0.701,7.857
0.000,7.857,0.832
1000.000,0.832,7.780
0.000,7.780,0.716
1000.000,0.716,8.028
0.000,8.028,0.703
1000.000,0.703,7.908
0.000,7.908,0.768
1000.000,0.768,7.987
0.000,7.987,0.727
1000.000,0.727,8.128
0.000,8.128,0.802
1000.000,0.802,8.145
0.000,8.145,0.807
1000.000,0.807,8.095
0.000,8.095,0.725
1000.000,0.725,7.854
0.000,7.854,0.737
1000.000,0.737,8.166
0.000,8.166,0.802
1000.000,0.802,8.194
0.000,8.194,0.715
1000.000,0.715,8.114
0.000,8.114,0.822
1000.000,0.822,8.008
0.000,8.008,0.768
1000.000,0.768,8.065
0.000,8.065,0.786
1000.000,0.786,8.197
0.000,8.197,0.771
1000.000,0.771,8.222
0.000,8.222,0.743
1000.000,0.743,8.000
0.000,8.000,0.716
1000.000,0.716,8.159
0.000,8.159,0.720
1000.000,0.720,8.118
0.000,8.118,0.741
1000.000,0.741,8.238
0.000,8.238,0.769
1000.000,0.769,8.115
0.000,8.115,0.769
1000.000,0.769,8.142
0.000,8.142,0.806
1000.000,0.806,8.183
0.000,8.183,0.755
1000.000,0.755,8.046
0.000,8.046,0.775
1000.000,0.775,8.253
0.000,8.253,0.683
1000.000,0.683,8.190
0.000,8.190,0.697
1000.000,0.697,8.227
0.000,8.227,0.767
1000.000,0.767,8.125
0.000,8.125,0.772
1000.000,0.772,8.235
0.000,8.235,0.800
1000.000,0.800,8.308
0.000,8.308,0.676
1000.000,0.676,8.168
0.000,8.168,0.745
1000.000,0.745,8.186
0.000,8.186,0.777
1000.000,0.777,8.384
0.000,8.384,0.678
1000.000,0.678,8.292
0.000,8.292,0.810
1000.000,0.810,8.268
0.000,8.268,0.769
1000.000,0.769,8.172
0.000,8.172,0.782
1000.000,0.782,8.248
0.000,8.248,0.759
1000.000,0.759,8.342
0.000,8.342,0.768
1000.000,0.768,8.275
0.000,8.275,0.751
1000.000,0.751,8.389
0.000,8.389,0.749
1000.000,0.749,8.441
0.000,8.441,0.758
1000.000,0.758,8.288
0.000,8.288,0.732
1000.000,0.732,8.289
0.000,8.289,0.806
1000.000,0.806,8.301
0.000,8.301,0.751
1000.000,0.751,8.404
