# setPoint, prevsetPoint, Current
40.300,1.250,35.708
46.300,35.708,42.501
94.000,42.501,102.488
13.700,102.488,9.638
88.000,9.638,92.580
22.900,92.580,18.606
87.700,18.606,91.643
64.200,91.643,70.505
54.000,70.505,60.873
81.800,60.873,87.430
40.900,87.430,43.420
75.800,43.420,81.577
52.300,81.577,57.472
94.900,57.472,102.148
69.900,102.148,79.977
89.200,79.977,95.899
96.300,95.899,105.993
19.600,105.993,16.665
55.100,16.665,56.271
29.300,56.271,27.378
81.800,27.378,85.812
45.400,85.812,48.435
4.400,48.435,2.007
80.500,2.007,83.271
59.100,83.271,64.679
35.800,64.679,35.370
33.900,35.370,34.022
28.600,34.022,26.721
49.200,26.721,49.487
2.300,49.487,0.996
87.800,0.996,91.320
45.500,91.320,47.261
23.000,47.261,20.978
30.800,20.978,26.277
46.100,26.277,44.049
37.100,44.049,35.884
61.000,35.884,61.693
93.800,61.693,99.768
37.600,99.768,38.830
27.400,38.830,25.317
48.600,25.317,49.435
3.300,49.435,2.180
31.200,2.180,23.639
64.100,23.639,66.064
81.500,66.064,86.002
40.000,86.002,41.174
87.200,41.174,94.546
29.900,94.546,28.060
44.400,28.060,43.236
33.000,43.236,32.532
52.300,32.532,51.978
36.500,51.978,35.156
64.700,35.156,68.342
89.900,68.342,97.037
55.200,97.037,62.711
3.700,62.711,1.688
63.100,1.688,64.368
41.700,64.368,42.260
28.000,42.260,25.128
98.100,25.128,103.778
35.400,103.778,35.342
16.300,35.342,13.952
38.800,13.952,35.659
46.100,35.659,43.921
2.000,43.921,3.445
24.100,3.445,16.854
51.200,16.854,48.763
53.700,48.763,52.177
97.300,52.177,104.770
7.800,104.770,5.596
4.900,5.596,1.858
28.800,1.858,20.842
25.800,20.842,19.863
83.100,19.863,87.118
66.700,87.118,74.185
87.100,74.185,93.200
13.200,93.200,10.247
63.000,10.247,65.250
22.300,65.250,19.198
17.800,19.198,14.939
9.300,14.939,5.588
77.700,5.588,79.975
21.300,79.975,17.833
93.500,17.833,99.038
15.500,99.038,13.339
45.800,13.339,42.330
28.000,42.330,24.649
10.500,24.649,6.488
84.200,6.488,88.295
47.900,88.295,50.836
31.900,50.836,31.599
37.600,31.599,36.329
80.100,36.329,85.299
8.200,85.299,4.926
77.100,4.926,80.320
12.100,80.320,7.911
57.900,7.911,57.706
59.100,57.706,59.797
33.000,59.797,33.381
1.800,33.381,1.416
2.800,1.416,1.027
53.500,1.027,52.215
49.600,52.215,48.491
53.000,48.491,52.042
14.600,52.042,12.034
29.200,12.034,22.956
26.700,22.956,20.808
53.200,20.808,52.930
94.300,52.930,101.048
12.100,101.048,8.982
95.300,8.982,100.389
64.500,100.389,72.875
43.300,72.875,46.033
64.600,46.033,68.960
30.500,68.960,30.152
77.900,30.152,83.346
87.500,83.346,95.064
98.300,95.064,107.067
90.100,107.067,102.023
40.200,102.023,42.753
98.500,42.753,107.003
80.600,107.003,93.831
8.600,93.831,6.023
37.300,6.023,32.445
73.300,32.445,77.802
44.500,77.802,47.085
82.900,47.085,88.687
55.100,88.687,63.189
31.300,63.189,30.398
19.900,30.398,17.827
83.800,17.827,89.238
75.300,89.238,83.551
93.500,83.551,101.304
78.700,101.304,91.087
41.000,91.087,43.471
33.600,43.471,34.839
63.100,34.839,67.184
51.800,67.184,58.223
62.500,58.223,65.457
24.500,65.457,22.431
47.100,22.431,46.136
21.000,46.136,18.341
81.900,18.341,87.272
80.500,87.272,90.719
32.300,90.719,32.081
14.400,32.081,11.056
2.100,11.056,1.128
69.800,1.128,73.375
58.500,73.375,63.211
72.100,63.211,76.564
6.200,76.564,2.729
58.200,2.729,58.927
28.100,58.927,25.213
48.100,25.213,48.000
94.700,48.000,102.406
61.000,102.406,70.677
25.600,70.677,22.325
83.600,22.325,91.304
94.700,91.304,103.287
5.600,103.287,2.647
6.100,2.647,2.810
69.200,2.810,73.823
41.000,73.823,41.930
47.200,41.930,48.517
27.000,48.517,25.735
34.000,25.735,32.243
51.200,32.243,51.235
2.200,51.235,0.753
12.400,0.753,5.366
21.100,5.366,14.953
31.400,14.953,23.805
40.700,23.805,35.492
52.700,35.492,51.917
77.600,51.917,83.614
8.500,83.614,6.021
35.600,6.021,30.806
50.800,30.806,49.813
30.700,49.813,29.153
55.600,29.153,56.105
9.000,56.105,6.289
49.000,6.289,47.338
51.800,47.338,52.347
5.500,52.347,3.136
48.400,3.136,47.089
93.900,47.089,101.919
18.000,101.919,15.297
83.500,15.297,88.800
27.000,88.800,24.981
75.500,24.981,79.879
81.000,79.879,90.383
64.600,90.383,73.839
89.700,73.839,98.656
96.200,98.656,105.703
61.800,105.703,72.490
45.500,72.490,49.946
16.400,49.946,15.509
22.900,15.509,18.606
59.500,18.606,62.738
32.200,62.738,32.784
44.700,32.784,43.442
69.100,43.442,73.330
84.200,73.330,91.567
96.900,91.567,105.998
49.500,105.998,55.044
74.800,55.044,83.130
70.200,83.130,80.043
91.000,80.043,101.055
10.200,101.055,7.463
26.700,7.463,19.757
91.900,19.757,100.029
5.500,100.029,2.689
2.500,2.689,1.451
38.900,1.451,34.633
31.800,34.633,26.943
56.300,26.943,57.221
87.700,57.221,95.742
38.200,95.742,38.496
25.400,38.496,23.273
0.500,23.273,0.966
85.600,0.966,91.113
87.300,91.113,95.355
14.000,95.355,9.859
80.800,9.859,86.323
56.700,86.323,63.127
4.400,63.127,1.692
13.200,1.692,5.693
31.200,5.693,23.472
82.700,23.472,89.012
20.800,89.012,16.017
12.000,16.017,6.463
2.300,6.463,0.595
83.800,0.595,88.849
100.000,88.849,108.726
18.400,108.726,15.449
82.700,15.449,90.066
79.900,90.066,88.352
14.200,88.352,10.980
81.800,10.980,87.492
51.700,87.492,56.750
63.500,56.750,69.156
60.400,69.156,67.095
27.600,67.095,26.137
45.000,26.137,45.144
49.400,45.144,49.998
76.800,49.998,83.285
73.500,83.285,81.345
67.300,81.345,76.187
31.600,76.187,32.930
21.200,32.930,18.805
49.200,18.805,49.433
51.000,49.433,51.765
19.200,51.765,16.482
85.600,16.482,92.919
92.500,92.919,102.175
73.600,102.175,87.269
37.100,87.269,38.136
46.300,38.136,48.703
31.700,48.703,33.230
7.700,33.230,4.138
54.700,4.138,55.545
33.100,55.545,31.892
43.100,31.892,41.902
90.400,41.902,99.604
46.800,99.604,51.137
99.100,51.137,109.804
3.800,109.804,2.019
32.300,2.019,25.633
42.900,25.633,38.405
84.500,38.405,92.113
45.600,92.113,48.801
33.200,48.801,34.962
35.700,34.962,36.105
6.300,36.105,3.250
63.600,3.250,66.263
90.700,66.263,100.168
19.900,100.168,16.562
3.600,16.562,2.283
46.000,2.283,44.122
0.800,44.122,0.850
18.500,0.850,11.411
29.600,11.411,22.854
59.300,22.854,60.974
16.900,60.974,13.974
15.900,13.974,13.081
76.100,13.081,82.000
24.900,82.000,21.954
91.300,21.954,100.771
3.400,100.771,1.410
20.000,1.410,12.314
58.300,12.314,59.924
46.700,59.924,49.614
27.100,49.614,24.715
9.000,24.715,6.529
31.600,6.529,26.232
77.300,26.232,85.356
59.100,85.356,66.738
80.300,66.738,88.082
73.500,88.082,82.919
79.000,82.919,88.311
0.500,88.311,0.776
0.000,0.776,0.770
4.400,0.770,1.654
0.000,1.654,0.502
4.400,0.502,0.670
3.000,0.670,0.676
6.200,0.676,1.506
6.000,1.506,2.498
6.000,2.498,1.484
3.000,1.484,1.618
8.400,1.618,1.726
7.800,1.726,1.689
18.800,1.689,11.338
16.900,11.338,9.147
23.100,9.147,16.803
17.600,16.803,11.525
22.600,11.525,15.751
17.500,15.751,12.425
21.900,12.425,15.152
18.900,15.152,12.521
23.900,12.521,16.731
18.500,16.731,12.975
25.700,12.975,17.868
22.400,17.868,17.015
28.200,17.015,20.467
24.400,20.467,18.648
31.800,18.648,23.982
28.400,23.982,21.797
35.000,21.797,28.427
29.500,28.427,24.262
37.900,24.262,31.773
35.100,31.773,29.888
36.500,29.888,33.340
34.500,33.340,30.814
36.500,30.814,31.886
33.200,31.886,28.304
39.000,28.304,34.317
34.700,34.317,32.569
40.700,32.569,35.769
37.600,35.769,35.339
47.800,35.339,47.322
41.800,47.322,40.821
50.600,40.821,48.879
49.000,48.879,49.048
59.000,49.048,61.441
54.600,61.441,59.422
65.400,59.422,70.345
64.300,70.345,70.980
65.900,70.980,71.158
65.400,71.158,71.585
74.400,71.585,82.136
100.000,82.136,112.877
91.200,112.877,105.744
96.700,105.744,111.151
93.500,111.151,108.989
98.900,108.989,113.517
96.900,113.517,110.837
97.600,110.837,112.950
92.800,112.950,108.279
95.400,108.279,110.598
91.600,110.598,107.297
95.800,107.297,111.926
92.000,111.926,110.192
93.000,110.192,110.865
91.800,110.865,109.568
96.200,109.568,111.870
93.800,111.870,108.241
94.700,108.241,111.946
85.500,111.946,102.128
86.200,102.128,104.733
82.200,104.733,100.585
87.000,100.585,103.805
79.400,103.805,96.220
83.200,96.220,100.830
79.400,100.830,95.624
81.900,95.624,99.174
75.300,99.174,91.408
79.700,91.408,95.917
73.100,95.917,90.780
74.100,90.780,91.081
65.900,91.081,80.192
66.100,80.192,80.718
54.900,80.718,66.669
57.800,66.669,69.039
46.000,69.039,53.744
49.200,53.744,56.258
44.600,56.258,51.660
49.300,51.660,55.297
44.700,55.297,51.526
49.000,51.526,56.299
44.200,56.299,50.546
45.200,50.546,52.857
40.200,52.857,46.467
41.600,46.467,46.516
35.200,46.516,38.095
37.300,38.095,39.477
26.500,39.477,26.069
27.800,26.069,27.503
25.400,27.503,25.354
31.400,25.354,31.046
29.600,31.046,29.394
