# Actual Command, Previous Torque, Measured Torque, Predicted Command
33.500,1.250,27.060,33.959
5.200,27.060,1.196,2.690
33.100,1.196,24.890,32.119
78.300,24.890,84.827,79.686
68.800,84.827,74.417,67.090
96.000,74.417,102.900,93.651
98.900,102.900,106.651,95.214
96.200,106.651,105.459,89.409
94.100,105.459,104.920,88.877
35.100,104.920,34.484,34.881
4.400,34.484,3.331,4.172
25.100,3.331,16.039,23.589
95.100,16.039,101.643,94.764
94.600,101.643,102.715,91.905
89.300,102.715,100.124,89.550
55.700,100.124,63.132,56.596
17.800,63.132,13.883,18.193
16.000,13.883,10.611,13.975
50.700,10.611,49.791,48.753
93.700,49.791,102.008,94.060
78.200,102.008,88.225,78.717
2.500,88.225,2.419,3.967
33.500,2.419,26.013,33.013
92.400,26.013,100.011,93.147
57.900,100.011,66.670,59.540
64.000,66.670,72.237,66.236
22.100,72.237,18.668,22.819
80.500,18.668,88.351,80.928
10.200,88.351,6.691,9.834
98.500,6.691,105.950,95.360
29.600,105.950,27.888,30.650
11.500,27.888,7.510,9.823
5.700,7.510,2.122,2.546
32.600,2.122,25.413,32.517
23.200,25.413,17.425,23.699
60.900,17.425,62.739,60.794
2.200,62.739,2.113,2.978
21.800,2.113,12.975,20.304
32.000,12.975,22.661,29.462
6.800,22.661,3.571,6.680
30.900,3.571,23.046,30.361
74.600,23.046,79.809,75.249
13.700,79.809,8.294,11.610
0.700,8.294,2.045,2.389
18.800,2.045,10.346,17.187
29.300,10.346,20.613,27.726
54.000,20.613,52.901,52.798
23.600,52.901,20.299,25.020
38.200,20.299,33.815,34.807
23.600,33.815,19.887,22.692
75.700,19.887,80.890,74.279
63.500,80.890,70.298,63.677
42.200,70.298,45.176,44.013
24.200,45.176,21.699,26.701
78.800,21.699,86.271,81.096
93.400,86.271,103.232,93.273
25.600,103.232,21.358,25.465
78.300,21.358,84.485,77.325
1.800,84.485,2.222,3.494
70.700,2.222,74.097,70.921
66.400,74.097,73.510,66.920
5.600,73.510,3.157,4.580
89.900,3.157,96.527,90.613
73.900,96.527,85.034,76.085
7.100,85.034,5.052,7.544
51.900,5.052,51.125,52.191
12.000,51.125,8.217,11.872
78.700,8.217,84.396,77.923
60.500,84.396,68.835,62.201
21.400,68.835,16.417,20.695
30.400,16.417,25.254,28.193
29.700,25.254,24.822,27.209
32.800,24.822,26.237,28.398
66.300,26.237,70.011,63.957
96.100,70.011,104.039,94.866
19.500,104.039,15.676,20.503
82.400,15.676,88.771,81.423
29.900,88.771,27.524,30.173
74.100,27.524,78.648,71.472
91.800,78.648,99.920,90.796
91.400,99.920,101.755,91.165
10.100,101.755,6.444,10.355
64.800,6.444,68.206,64.628
31.300,68.206,29.761,32.446
93.000,29.761,100.184,93.192
75.500,100.184,86.455,77.186
80.200,86.455,89.711,81.019
69.900,89.711,81.628,73.347
90.000,81.628,99.936,90.640
67.900,99.936,79.462,70.781
48.100,79.462,54.239,50.460
49.600,54.239,55.472,52.884
8.100,55.472,4.210,6.246
60.200,4.210,62.056,60.785
8.900,62.056,4.765,6.921
85.800,4.765,92.000,86.633
39.200,92.000,39.472,38.971
75.700,39.472,80.947,75.568
59.900,80.947,67.640,61.368
41.700,67.640,44.766,43.845
0.000,44.766,0.041,0.002
4.800,0.041,1.636,4.961
2.000,1.636,1.676,4.930
4.400,1.676,1.242,4.217
2.300,1.242,2.378,6.081
6.500,2.378,2.365,5.992
6.000,2.365,2.996,6.985
8.400,2.996,2.755,6.570
6.800,2.755,1.473,4.532
10.600,1.473,4.487,9.302
8.100,4.487,2.996,6.857
9.300,2.996,4.355,9.014
6.500,4.355,3.076,6.989
11.700,3.076,3.874,8.288
10.200,3.874,4.249,8.803
15.000,4.249,5.384,10.444
13.900,5.384,7.960,13.935
19.900,7.960,9.228,12.623
18.300,9.228,10.232,13.780
19.900,10.232,10.542,14.092
18.900,10.542,9.292,12.551
23.100,9.292,12.466,16.386
20.800,12.466,11.767,15.394
25.400,11.767,16.099,20.109
24.600,16.099,14.577,18.267
28.400,14.577,19.285,23.023
25.700,19.285,18.120,21.622
26.300,18.120,16.788,20.399
24.400,16.788,15.942,19.630
27.200,15.942,18.072,21.777
24.700,18.072,17.353,20.953
25.900,17.353,16.075,19.733
25.000,16.075,17.029,20.755
29.800,17.029,20.601,24.068
28.800,20.601,20.885,24.095
32.400,20.885,23.184,26.094
29.900,23.184,22.156,25.066
31.700,22.156,21.563,24.606
29.400,21.563,21.506,24.590
34.800,21.506,26.655,28.966
32.500,26.655,23.895,26.361
37.500,23.895,31.284,32.500
35.700,31.284,30.867,31.670
35.700,30.867,29.474,30.617
33.900,29.474,28.999,30.325
38.300,28.999,30.317,31.382
36.600,30.317,31.230,32.006
41.400,31.230,35.702,35.360
38.800,35.702,35.171,34.673
42.600,35.171,36.716,35.860
40.200,36.716,35.988,35.225
41.200,35.988,35.575,34.958
39.000,35.575,33.740,33.610
39.200,33.740,33.922,33.850
38.800,33.922,36.530,35.802
41.400,36.530,36.220,35.408
38.400,36.220,34.958,34.485
40.600,34.958,36.937,36.040
40.000,36.937,36.970,35.942
41.600,36.970,36.516,35.603
41.200,36.516,37.723,36.529
41.800,37.723,35.649,34.918
38.900,35.649,35.299,34.772
