# setPoint, prevCurrent, Current
50.000,0.000,3.746
50.000,3.746,3.765
50.000,3.765,3.656
50.000,3.656,3.643
50.000,3.643,3.660
50.000,3.660,3.519
50.000,3.519,3.712
50.000,3.712,3.702
50.000,3.702,3.726
50.000,3.726,3.738
50.000,3.738,3.552
50.000,3.552,3.563
50.000,3.563,3.561
50.000,3.561,3.552
50.000,3.552,3.640
50.000,3.640,3.811
50.000,3.811,3.890
50.000,3.890,3.664
50.000,3.664,3.771
50.000,3.771,3.716
50.000,3.716,3.682
50.000,3.682,3.525
50.000,3.525,3.616
50.000,3.616,3.700
50.000,3.700,3.810
50.000,3.810,3.728
50.000,3.728,3.717
50.000,3.717,3.707
50.000,3.707,3.620
50.000,3.620,3.592
50.000,3.592,3.551
50.000,3.551,3.688
50.000,3.688,3.722
50.000,3.722,3.681
50.000,3.681,3.862
50.000,3.862,3.681
50.000,3.681,3.641
50.000,3.641,3.735
50.000,3.735,3.500
50.000,3.500,3.581
50.000,3.581,3.741
50.000,3.741,3.791
50.000,3.791,3.839
50.000,3.839,3.823
50.000,3.823,3.786
50.000,3.786,3.715
50.000,3.715,3.577
50.000,3.577,3.628
50.000,3.628,3.676
50.000,3.676,3.725
50.000,3.725,3.810
50.000,3.810,3.772
50.000,3.772,3.773
50.000,3.773,3.745
50.000,3.745,3.481
50.000,3.481,3.603
50.000,3.603,3.635
50.000,3.635,3.740
50.000,3.740,3.764
50.000,3.764,3.683
