# setPoint, prevTorque, Torque
36.400,1.250,32.226
31.100,32.226,26.515
28.800,26.515,23.490
26.400,23.490,21.140
23.900,21.140,20.204
21.300,20.204,17.947
29.000,17.947,23.463
30.900,23.463,23.127
32.800,23.127,26.994
34.600,26.994,29.974
36.400,29.974,31.672
31.700,31.672,27.968
29.500,27.968,26.224
27.100,26.224,22.238
24.700,22.238,21.255
22.100,21.255,18.766
19.300,18.766,16.407
27.500,16.407,21.968
29.600,21.968,24.801
31.500,24.801,26.776
33.300,26.776,29.132
35.100,29.132,31.650
12.800,31.650,8.467
11.800,8.467,5.520
10.700,5.520,6.128
9.500,6.128,6.694
8.400,6.694,5.796
7.200,5.796,4.767
11.600,4.767,6.430
13.400,6.430,6.539
15.100,6.539,9.324
16.700,9.324,9.154
18.100,9.154,10.668
42.100,10.668,40.829
37.100,40.829,35.940
35.000,35.940,34.751
32.900,34.751,33.570
30.800,33.570,30.410
28.500,30.410,26.943
26.100,26.943,25.306
23.600,25.306,21.044
30.700,21.044,28.020
32.500,28.020,29.911
34.300,29.911,32.823
36.200,32.823,34.284
38.100,34.284,35.673
40.100,35.673,38.199
42.100,38.199,41.833
2.700,41.833,2.627
1.400,2.627,2.938
1.000,2.938,2.879
33.800,2.879,30.428
27.800,30.428,24.680
25.400,24.680,22.088
22.800,22.088,20.600
20.100,20.600,18.214
28.100,18.214,23.525
30.100,23.525,25.823
32.000,25.823,27.722
33.800,27.722,29.800
39.200,29.800,36.997
34.100,36.997,32.604
32.000,32.604,31.117
29.800,31.117,28.951
27.500,28.951,26.126
25.000,26.126,23.882
22.400,23.882,20.880
29.800,20.880,27.212
31.700,27.212,29.311
33.500,29.311,31.641
35.400,31.641,34.025
37.300,34.025,34.804
39.200,34.804,36.130
26.800,36.130,25.277
25.100,25.277,21.889
23.400,21.889,21.104
21.700,21.104,20.622
19.900,20.622,18.697
18.000,18.697,16.131
16.000,16.131,13.715
23.800,13.715,20.293
25.600,20.293,21.052
27.200,21.052,22.956
28.600,22.956,24.338
29.900,24.338,24.846
31.200,24.846,26.675
8.000,26.675,5.612
6.800,5.612,4.064
5.600,4.064,4.274
4.400,4.274,3.916
6.800,3.916,3.955
9.000,3.955,4.690
11.100,4.690,4.858
23.100,4.858,16.503
15.200,16.503,10.748
13.200,10.748,8.776
11.000,8.776,5.981
18.500,5.981,12.961
21.000,12.961,15.928
23.100,15.928,18.074
28.400,18.074,23.150
21.400,23.150,17.178
19.600,17.178,16.358
17.700,16.358,14.505
15.700,14.505,12.540
13.600,12.540,9.802
21.500,9.802,17.014
23.500,17.014,17.596
25.300,17.596,20.261
26.900,20.261,20.417
28.400,20.417,21.873
