# setPoint, prevCurrent, Current
0.000,0.000,0.702
6.800,0.702,0.737
13.600,0.737,0.937
20.400,0.937,1.263
27.200,1.263,1.598
34.000,1.598,1.961
40.800,1.961,2.345
47.600,2.345,2.923
54.400,2.923,3.545
62.100,3.545,4.276
69.900,4.276,5.055
77.700,5.055,5.826
85.400,5.826,6.593
92.200,6.593,7.332
99.400,7.332,8.021
100.000,8.021,8.233
99.400,8.233,8.132
92.200,8.132,7.581
85.400,7.581,7.038
77.700,7.038,6.333
69.900,6.333,5.552
62.100,5.552,4.859
54.400,4.859,4.085
47.600,4.085,3.467
40.800,3.467,2.816
34.000,2.816,2.331
27.200,2.331,1.793
20.400,1.793,1.445
13.600,1.445,1.109
6.800,1.109,0.822
0.000,0.822,0.665
