# setPoint, prevCurrent, Current
100.000,0.000,7.685
100.000,7.685,8.039
100.000,8.039,8.327
100.000,8.327,8.322
100.000,8.322,8.396
100.000,8.396,8.647
100.000,8.647,8.415
100.000,8.415,8.547
100.000,8.547,8.630
100.000,8.630,8.420
100.000,8.420,8.504
100.000,8.504,8.610
100.000,8.610,8.671
100.000,8.671,8.671
100.000,8.671,8.829
100.000,8.829,8.712
100.000,8.712,8.704
100.000,8.704,8.576
100.000,8.576,8.818
100.000,8.818,8.664
100.000,8.664,8.775
100.000,8.775,8.869
100.000,8.869,8.927
100.000,8.927,8.987
100.000,8.987,9.083
100.000,9.083,8.665
100.000,8.665,8.753
100.000,8.753,8.818
100.000,8.818,8.913
100.000,8.913,9.064
100.000,9.064,9.095
100.000,9.095,9.341
100.000,9.341,8.973
100.000,8.973,9.141
100.000,9.141,8.785
100.000,8.785,8.737
100.000,8.737,8.807
100.000,8.807,9.128
100.000,9.128,8.965
100.000,8.965,9.253
100.000,9.253,9.086
100.000,9.086,8.955
100.000,8.955,9.075
100.000,9.075,8.852
100.000,8.852,8.890
100.000,8.890,8.868
100.000,8.868,9.063
100.000,9.063,9.169
100.000,9.169,8.928
100.000,8.928,9.357
100.000,9.357,8.116
100.000,8.116,8.675
100.000,8.675,8.517
100.000,8.517,8.477
100.000,8.477,8.421
100.000,8.421,8.110
100.000,8.110,8.526
100.000,8.526,7.686
100.000,7.686,8.405
100.000,8.405,8.526
