# setPoint, prevTorque, Torque
36.800,1.250,31.339
33.500,31.339,28.699
30.200,28.699,23.494
27.400,23.494,22.047
24.900,22.047,20.522
22.200,20.522,17.641
26.200,17.641,19.917
30.200,19.917,21.918
32.600,21.918,26.949
34.700,26.949,29.648
36.800,29.648,32.384
34.400,32.384,31.510
31.100,31.510,27.281
28.100,27.281,23.381
25.600,23.381,21.530
23.000,21.530,19.576
20.100,19.576,15.857
24.700,15.857,20.026
28.800,20.026,24.335
31.100,24.335,25.895
33.200,25.895,28.622
35.300,28.622,31.628
13.400,31.628,7.803
12.300,7.803,5.748
11.100,5.748,4.908
9.900,4.908,5.062
8.700,5.062,3.719
7.500,3.719,3.785
10.800,3.785,4.312
12.400,4.312,5.918
13.900,5.918,4.805
15.300,4.805,6.620
16.600,6.620,8.949
42.800,8.949,42.311
39.800,42.311,40.706
36.900,40.706,37.704
34.000,37.704,34.831
31.800,34.831,31.999
29.500,31.999,29.782
27.100,29.782,26.305
24.500,26.305,22.973
28.100,22.973,26.014
31.600,26.014,29.377
34.400,29.377,32.973
36.500,32.973,35.005
38.600,35.005,37.815
40.700,37.815,39.719
42.800,39.719,42.520
2.800,42.520,1.893
1.400,1.893,0.108
2.200,0.108,1.270
