# setPoint, prevCurrent, Current
100.000,0.000,9.298
1000.000,9.298,9.316
100.000,9.316,9.224
1000.000,9.224,9.205
100.000,9.205,9.238
1000.000,9.238,9.111
100.000,9.111,9.468
1000.000,9.468,9.208
100.000,9.208,9.277
1000.000,9.277,9.337
100.000,9.337,9.348
1000.000,9.348,9.343
100.000,9.343,9.341
1000.000,9.341,9.212
100.000,9.212,9.266
1000.000,9.266,9.399
100.000,9.399,9.364
1000.000,9.364,9.423
100.000,9.423,9.324
1000.000,9.324,9.216
100.000,9.216,9.490
1000.000,9.490,9.247
100.000,9.247,9.341
1000.000,9.341,9.312
100.000,9.312,9.268
1000.000,9.268,9.345
100.000,9.345,9.382
1000.000,9.382,9.289
100.000,9.289,9.399
1000.000,9.399,9.316
100.000,9.316,9.395
1000.000,9.395,9.442
100.000,9.442,9.293
1000.000,9.293,9.303
100.000,9.303,9.425
1000.000,9.425,9.278
100.000,9.278,9.404
1000.000,9.404,9.227
100.000,9.227,9.366
1000.000,9.366,9.442
100.000,9.442,9.348
1000.000,9.348,9.495
100.000,9.495,9.421
1000.000,9.421,9.405
100.000,9.405,9.319
1000.000,9.319,9.517
100.000,9.517,9.415
1000.000,9.415,9.449
100.000,9.449,9.475
1000.000,9.475,9.310
100.000,9.310,9.309
1000.000,9.309,9.510
100.000,9.510,9.398
1000.000,9.398,9.552
100.000,9.552,9.323
1000.000,9.323,9.512
100.000,9.512,9.400
1000.000,9.400,9.455
100.000,9.455,9.413
1000.000,9.413,9.542
100.000,9.542,9.416
1000.000,9.416,9.564
100.000,9.564,9.491
1000.000,9.491,9.485
100.000,9.485,9.381
1000.000,9.381,9.585
100.000,9.585,9.299
1000.000,9.299,9.546
100.000,9.546,9.439
1000.000,9.439,9.574
100.000,9.574,9.545
1000.000,9.545,9.580
100.000,9.580,9.559
1000.000,9.559,9.749
100.000,9.749,9.419
1000.000,9.419,9.634
100.000,9.634,9.513
1000.000,9.513,9.628
100.000,9.628,9.561
1000.000,9.561,9.576
100.000,9.576,9.651
1000.000,9.651,9.753
100.000,9.753,9.551
1000.000,9.551,9.742
100.000,9.742,9.622
1000.000,9.622,9.718
100.000,9.718,9.565
1000.000,9.565,9.700
100.000,9.700,9.561
1000.000,9.561,9.705
100.000,9.705,9.680
1000.000,9.680,9.744
100.000,9.744,9.695
1000.000,9.695,9.796
100.000,9.796,9.594
1000.000,9.594,9.779
100.000,9.779,9.509
1000.000,9.509,9.887
100.000,9.887,9.744
1000.000,9.744,9.818
