# setPoint, prevCurrent, Current
0.000,0.000,0.513
6.800,0.513,0.645
13.600,0.645,0.801
20.400,0.801,1.037
27.200,1.037,1.523
34.000,1.523,1.915
40.800,1.915,2.493
47.600,2.493,3.046
54.400,3.046,3.704
62.100,3.704,4.323
69.900,4.323,5.130
77.700,5.130,5.817
85.400,5.817,6.659
92.200,6.659,7.525
99.400,7.525,8.049
100.000,8.049,8.246
99.400,8.246,8.232
92.200,8.232,7.795
85.400,7.795,7.171
77.700,7.171,6.600
69.900,6.600,5.845
62.100,5.845,5.152
54.400,5.152,4.413
47.600,4.413,3.680
40.800,3.680,3.062
34.000,3.062,2.505
27.200,2.505,1.963
20.400,1.963,1.551
13.600,1.551,1.090
6.800,1.090,0.681
0.000,0.681,0.612
0.000,0.612,0.624
6.800,0.624,0.630
13.600,0.630,0.814
20.400,0.814,1.103
27.200,1.103,1.560
34.000,1.560,1.997
40.800,1.997,2.520
47.600,2.520,3.087
54.400,3.087,3.670
62.100,3.670,4.427
69.900,4.427,5.149
77.700,5.149,6.013
85.400,6.013,6.827
92.200,6.827,7.482
99.400,7.482,8.283
100.000,8.283,8.148
99.400,8.148,8.236
92.200,8.236,7.748
85.400,7.748,7.454
77.700,7.454,6.595
69.900,6.595,5.917
62.100,5.917,5.195
54.400,5.195,4.453
47.600,4.453,3.704
40.800,3.704,3.151
34.000,3.151,2.521
27.200,2.521,1.998
20.400,1.998,1.523
13.600,1.523,1.126
6.800,1.126,0.766
0.000,0.766,0.621
0.000,0.621,0.622
6.800,0.622,0.630
13.600,0.630,0.844
20.400,0.844,1.296
27.200,1.296,1.574
34.000,1.574,2.056
40.800,2.056,2.469
47.600,2.469,3.168
54.400,3.168,3.708
62.100,3.708,4.552
69.900,4.552,5.209
77.700,5.209,5.972
85.400,5.972,6.686
92.200,6.686,7.518
99.400,7.518,8.079
100.000,8.079,8.388
99.400,8.388,8.383
92.200,8.383,8.022
85.400,8.022,7.465
77.700,7.465,6.806
69.900,6.806,5.888
62.100,5.888,5.226
54.400,5.226,4.362
47.600,4.362,3.932
40.800,3.932,3.082
34.000,3.082,2.572
27.200,2.572,2.013
20.400,2.013,1.515
13.600,1.515,1.093
6.800,1.093,0.673
0.000,0.673,0.620
0.000,0.620,0.609
6.800,0.609,0.614
13.600,0.614,0.854
20.400,0.854,1.260
27.200,1.260,1.572
34.000,1.572,2.044
40.800,2.044,2.526
47.600,2.526,3.121
54.400,3.121,3.789
62.100,3.789,4.511
69.900,4.511,5.261
77.700,5.261,5.907
85.400,5.907,6.883
92.200,6.883,7.470
99.400,7.470,8.321
100.000,8.321,8.387
99.400,8.387,8.405
92.200,8.405,7.929
85.400,7.929,7.574
77.700,7.574,6.788
69.900,6.788,6.082
62.100,6.082,5.163
54.400,5.163,4.530
47.600,4.530,3.802
40.800,3.802,3.278
34.000,3.278,2.594
27.200,2.594,2.052
20.400,2.052,1.494
13.600,1.494,1.235
6.800,1.235,0.716
0.000,0.716,0.617
0.000,0.617,0.656
6.800,0.656,0.660
13.600,0.660,0.813
20.400,0.813,1.170
27.200,1.170,1.525
34.000,1.525,2.064
40.800,2.064,2.526
47.600,2.526,3.179
54.400,3.179,3.804
62.100,3.804,4.606
69.900,4.606,5.291
77.700,5.291,6.070
85.400,6.070,6.603
92.200,6.603,7.657
99.400,7.657,8.408
100.000,8.408,8.518
99.400,8.518,8.503
92.200,8.503,7.919
85.400,7.919,7.431
77.700,7.431,6.792
69.900,6.792,5.914
62.100,5.914,5.290
54.400,5.290,4.565
47.600,4.565,3.901
40.800,3.901,3.226
34.000,3.226,2.498
27.200,2.498,1.886
20.400,1.886,1.524
13.600,1.524,1.061
6.800,1.061,0.712
0.000,0.712,0.603
