# setPoint, prevCurrent, Current
0.000,0.000,0.629
0.000,0.629,0.645
0.000,0.645,0.592
0.000,0.592,0.605
0.000,0.605,0.616
0.000,0.616,0.608
0.000,0.608,0.611
0.000,0.611,0.617
0.000,0.617,0.620
0.000,0.620,0.601
0.000,0.601,0.651
0.000,0.651,0.611
0.000,0.611,0.600
0.000,0.600,0.567
0.000,0.567,0.599
0.000,0.599,0.609
0.000,0.609,0.599
0.000,0.599,0.591
0.000,0.591,0.586
0.000,0.586,0.632
0.000,0.632,0.640
0.000,0.640,0.597
0.000,0.597,0.624
0.000,0.624,0.635
0.000,0.635,0.625
0.000,0.625,0.620
0.000,0.620,0.638
0.000,0.638,0.637
0.000,0.637,0.626
0.000,0.626,0.630
0.000,0.630,0.570
0.000,0.570,0.567
0.000,0.567,0.619
0.000,0.619,0.655
0.000,0.655,0.706
0.000,0.706,0.636
0.000,0.636,0.610
0.000,0.610,0.648
0.000,0.648,0.655
0.000,0.655,0.594
0.000,0.594,0.647
0.000,0.647,0.582
0.000,0.582,0.616
0.000,0.616,0.584
0.000,0.584,0.592
0.000,0.592,0.590
0.000,0.590,0.592
0.000,0.592,0.590
0.000,0.590,0.598
0.000,0.598,0.587
0.000,0.587,0.587
0.000,0.587,0.596
0.000,0.596,0.593
0.000,0.593,0.564
0.000,0.564,0.608
0.000,0.608,0.619
0.000,0.619,0.675
0.000,0.675,0.658
0.000,0.658,0.632
0.000,0.632,0.628
0.000,0.628,0.686
0.000,0.686,0.687
0.000,0.687,0.683
0.000,0.683,0.639
0.000,0.639,0.668
0.000,0.668,0.614
0.000,0.614,0.634
0.000,0.634,0.623
0.000,0.623,0.765
0.000,0.765,0.607
0.000,0.607,0.628
0.000,0.628,0.644
0.000,0.644,0.603
0.000,0.603,0.644
0.000,0.644,0.634
0.000,0.634,0.590
0.000,0.590,0.629
0.000,0.629,0.732
0.000,0.732,0.672
0.000,0.672,0.649
0.000,0.649,0.707
0.000,0.707,0.658
0.000,0.658,0.639
0.000,0.639,0.632
0.000,0.632,0.621
0.000,0.621,0.610
0.000,0.610,0.665
0.000,0.665,0.724
0.000,0.724,0.660
0.000,0.660,0.660
0.000,0.660,0.631
0.000,0.631,0.639
0.000,0.639,0.676
0.000,0.676,0.655
0.000,0.655,0.679
0.000,0.679,0.604
0.000,0.604,0.607
0.000,0.607,0.587
0.000,0.587,0.605
0.000,0.605,0.555
