# setPoint, prevTorque, Torque
36.400,1.250,31.541
33.300,31.541,28.994
30.200,28.994,26.211
27.100,26.211,23.205
23.900,23.205,19.596
21.300,19.596,16.946
23.800,16.946,18.048
26.300,18.048,20.563
28.700,20.563,24.039
31.200,24.039,24.574
33.700,24.574,28.739
31.900,28.739,26.124
29.500,26.124,24.047
27.000,24.047,23.036
24.500,23.036,22.022
22.000,22.022,17.632
19.300,17.632,14.605
22.000,14.605,16.382
24.700,16.382,19.565
27.300,19.565,22.836
30.000,22.836,24.780
32.700,24.780,27.419
12.800,27.419,4.927
11.800,4.927,6.427
10.700,6.427,4.950
9.500,4.950,4.970
8.400,4.970,4.806
7.200,4.806,4.460
9.500,4.460,5.536
11.800,5.536,4.919
14.100,4.919,5.303
16.400,5.303,10.007
18.100,10.007,11.602
42.100,11.602,41.554
39.100,41.554,39.189
36.200,39.189,37.652
33.200,37.652,33.744
30.800,33.744,29.135
28.500,29.135,28.138
26.100,28.138,24.210
23.600,24.210,23.127
25.900,23.127,24.353
28.200,24.353,25.981
30.500,25.981,28.322
32.800,28.322,30.867
35.200,30.867,32.854
37.500,32.854,37.895
39.800,37.895,38.583
2.700,38.583,3.814
1.400,3.814,2.656
1.000,2.656,1.586
33.800,1.586,29.777
30.500,29.777,27.187
27.300,27.187,24.653
24.000,24.653,22.254
20.700,22.254,21.659
24.000,21.659,22.047
27.300,22.047,24.143
30.500,24.143,27.870
33.800,27.870,31.171
39.200,31.171,37.582
36.200,37.582,37.156
33.100,37.156,33.369
30.100,33.369,28.950
27.500,28.950,25.981
25.000,25.981,23.627
22.400,23.627,22.884
24.800,22.884,23.365
27.200,23.365,23.584
29.600,23.584,26.436
32.000,26.436,29.023
34.400,29.023,32.215
36.800,32.215,34.771
26.600,34.771,25.503
25.000,25.503,23.607
23.400,23.607,22.961
21.700,22.961,22.400
19.900,22.400,18.533
18.000,18.533,16.286
16.000,16.286,13.400
23.800,13.400,20.274
25.600,20.274,23.145
27.200,23.145,23.275
28.600,23.275,24.107
29.900,24.107,26.297
31.200,26.297,27.850
8.000,27.850,4.728
6.800,4.728,4.482
5.600,4.482,4.030
4.400,4.030,3.605
6.800,3.605,4.042
9.000,4.042,5.303
11.100,5.303,4.727
23.100,4.727,18.111
19.900,18.111,16.509
16.600,16.509,13.015
13.400,13.015,9.711
16.600,9.711,12.348
19.900,12.348,15.249
23.100,15.249,17.653
28.400,17.653,23.591
25.100,23.591,22.620
22.500,22.620,22.120
19.900,22.120,17.646
17.300,17.646,14.903
14.700,14.903,12.896
17.300,12.896,14.076
19.900,14.076,16.294
22.500,16.294,17.341
25.100,17.341,21.259
27.700,21.259,23.198
