# TimeStamp (s), BrakeCommand (%), Actual Brake Torque (%), Motor Current (A), Motor Speed (%)
nan,nan,nan,nan,nan
6.23,13.60,14.20,1.02,19.09
6.24,13.60,12.50,0.90,19.01
6.26,13.60,14.20,1.14,19.01
6.28,13.60,14.20,1.02,19.11
nan,nan,nan,nan,nan
6.30,13.60,15.80,1.08,19.01
6.31,13.60,14.20,1.20,19.03
6.33,13.60,12.00,1.14,19.03
6.34,13.60,15.20,0.96,19.03
6.36,13.60,15.20,1.14,19.03
nan,nan,nan,nan,nan
6.38,13.60,15.20,1.08,19.05
6.40,13.60,12.50,1.08,19.05
6.41,13.60,11.40,1.08,18.96
nan,nan,nan,nan,nan
6.43,13.60,13.60,1.14,18.96
6.44,13.60,14.70,1.02,18.99
6.46,13.60,14.70,1.20,18.99
6.48,13.60,14.20,1.14,18.99
nan,nan,nan,nan,nan
6.50,13.60,15.80,1.02,19.01
6.51,13.60,12.00,1.14,18.90
6.53,13.60,12.00,0.90,19.03
6.54,13.60,12.50,1.14,18.92
6.56,13.60,12.50,0.90,18.94
nan,nan,nan,nan,nan
6.58,13.60,12.50,1.02,18.94
6.60,13.60,15.80,1.14,18.96
6.61,13.60,13.60,1.14,18.96
nan,nan,nan,nan,nan
6.63,13.60,14.70,0.78,18.88
6.64,13.60,14.70,1.14,19.01
6.66,13.60,13.10,0.90,18.90
6.68,13.60,11.40,0.90,18.92
nan,nan,nan,nan,nan
6.70,13.60,12.50,0.90,18.94
6.71,13.60,12.00,1.02,18.94
6.73,13.60,11.40,0.96,18.96
6.74,13.60,13.60,1.02,18.88
6.76,13.60,13.10,0.90,18.88
nan,nan,nan,nan,nan
6.78,13.60,16.30,0.90,18.90
6.80,13.60,14.70,1.02,18.92
6.81,13.60,13.10,1.14,18.92
nan,nan,nan,nan,nan
6.83,13.60,13.10,1.02,18.94
6.84,13.60,13.10,0.90,18.94
6.86,13.60,13.60,1.02,18.96
6.88,13.60,13.10,1.02,18.88
nan,nan,nan,nan,nan
6.90,13.60,14.20,0.90,18.99
6.91,13.60,10.90,1.02,18.90
6.93,13.60,14.70,1.08,18.92
6.94,13.60,14.20,1.08,18.92
6.96,13.60,11.40,1.08,18.94
nan,nan,nan,nan,nan
6.98,13.60,12.50,1.08,18.94
7.00,13.60,12.50,0.96,18.88
nan,nan,nan,nan,nan
7.01,13.60,12.50,1.02,18.88
7.03,13.60,14.20,1.02,18.90
7.04,13.60,12.00,1.02,18.90
7.06,13.60,13.60,0.96,18.92
7.08,13.60,14.70,1.08,18.94
nan,nan,nan,nan,nan
7.10,13.60,14.70,1.20,18.94
7.11,13.60,14.20,1.08,18.96
7.13,13.60,14.20,1.08,18.88
7.14,13.60,13.10,1.08,18.99
nan,nan,nan,nan,nan
7.16,13.60,13.10,1.14,18.90
7.18,13.60,13.60,1.14,18.90
7.20,13.60,14.70,1.02,18.92
nan,nan,nan,nan,nan
7.21,13.60,13.10,1.02,18.94
7.23,13.60,13.10,1.08,18.94
7.24,13.60,13.10,1.14,18.96
7.26,13.60,12.50,1.20,18.86
7.28,13.60,14.20,1.08,18.99
nan,nan,nan,nan,nan
7.30,13.60,11.40,1.20,18.90
7.31,13.60,12.00,1.02,18.92
7.33,13.60,12.00,1.14,18.92
7.34,13.60,14.70,1.08,18.94
nan,nan,nan,nan,nan
7.36,13.60,11.40,1.08,18.94
7.38,13.60,12.00,1.08,18.96
7.40,13.60,14.20,1.08,18.96
nan,nan,nan,nan,nan
7.41,13.60,12.00,1.08,18.99
7.43,13.60,14.20,1.02,18.90
7.44,13.60,9.30,1.02,18.92
7.46,13.60,11.40,1.14,18.92
7.48,13.60,15.20,1.02,18.94
nan,nan,nan,nan,nan
7.50,13.60,14.20,1.08,18.94
7.51,13.60,13.10,1.08,18.96
7.53,13.60,12.50,1.08,18.96
7.55,13.60,14.70,1.02,18.88
nan,nan,nan,nan,nan
7.56,13.60,10.90,1.08,18.90
7.58,13.60,11.40,0.78,18.90
7.60,13.60,12.50,1.02,18.92
nan,nan,nan,nan,nan
7.61,13.60,15.80,1.14,18.94
7.63,13.60,12.50,1.02,18.94
7.65,13.60,13.10,0.84,18.96
7.66,13.60,13.10,1.14,18.96
7.68,13.60,13.60,1.02,18.88
nan,nan,nan,nan,nan
7.70,13.60,13.10,0.96,18.90
7.71,13.60,12.50,1.02,18.90
7.73,13.60,12.00,1.02,18.92
7.75,13.60,13.10,0.84,18.94
nan,nan,nan,nan,nan
7.76,13.60,13.10,1.08,18.94
7.78,13.60,15.20,0.96,18.96
7.80,13.60,15.80,0.96,18.96
nan,nan,nan,nan,nan
7.81,13.60,14.70,1.02,18.99
7.83,13.60,14.70,1.08,18.99
7.85,13.60,14.70,0.96,18.90
7.86,13.60,12.00,1.02,18.92
7.88,13.60,15.20,0.96,18.92
nan,nan,nan,nan,nan
7.90,13.60,15.20,1.02,18.94
7.91,13.60,12.00,0.84,18.96
7.93,13.60,13.60,1.08,18.96
7.95,13.60,13.60,1.02,18.96
nan,nan,nan,nan,nan
7.96,13.60,13.10,0.96,18.88
7.98,13.60,12.50,0.96,18.90
8.00,13.60,13.60,1.02,18.92
nan,nan,nan,nan,nan
8.01,13.60,14.20,1.02,18.92
8.03,13.60,14.20,1.02,18.94
8.05,13.60,14.70,0.96,18.94
8.06,13.60,15.80,1.02,18.96
8.08,13.60,14.20,1.02,18.96
nan,nan,nan,nan,nan
8.10,13.60,12.50,0.96,18.88
8.12,13.60,13.10,1.08,18.90
8.13,13.60,15.20,1.02,18.90
8.15,13.60,12.50,1.14,18.92
nan,nan,nan,nan,nan
8.16,13.60,13.60,1.02,18.94
8.18,13.60,12.00,0.96,18.94
8.20,13.60,14.70,1.08,18.96
nan,nan,nan,nan,nan
8.22,13.60,13.60,1.02,18.88
8.23,13.60,15.80,1.08,18.90
8.25,13.60,14.20,1.14,18.90
8.26,13.60,15.20,1.20,18.92
8.28,13.60,10.40,1.02,18.92
nan,nan,nan,nan,nan
8.30,13.60,15.20,1.02,18.94
8.32,13.60,15.20,1.26,18.96
8.33,13.60,12.50,1.08,18.88
nan,nan,nan,nan,nan
8.35,13.60,12.50,1.08,18.88
8.36,13.60,13.10,1.20,18.90
8.38,13.60,16.30,1.08,18.92
nan,nan,nan,nan,nan
8.40,13.60,14.70,1.02,18.94
8.42,13.60,12.00,1.20,18.94
8.43,13.60,14.70,1.08,18.96
8.45,13.60,11.40,1.08,18.96
8.46,13.60,13.60,1.14,18.88
8.48,13.60,12.50,1.08,18.90
nan,nan,nan,nan,nan
8.50,13.60,12.50,1.08,18.92
8.52,13.60,12.00,1.08,18.92
8.53,13.60,14.20,1.08,18.84
nan,nan,nan,nan,nan
8.55,13.60,12.00,1.08,18.96
8.56,13.60,15.20,1.08,18.96
8.58,13.60,15.80,1.14,18.88
nan,nan,nan,nan,nan
8.60,13.60,12.00,1.08,18.90
8.62,13.60,14.70,1.08,18.92
8.63,13.60,12.00,1.02,18.92
8.65,13.60,14.70,1.02,18.84
8.66,13.60,13.60,0.96,18.86
8.68,13.60,13.10,1.02,18.96
nan,nan,nan,nan,nan
8.70,13.60,15.20,1.08,18.90
8.72,13.60,14.20,1.02,18.90
8.73,13.60,13.10,0.96,18.92
nan,nan,nan,nan,nan
8.75,13.60,12.00,1.14,18.92
8.76,13.60,12.00,1.08,18.94
8.78,13.60,13.10,0.96,18.86
nan,nan,nan,nan,nan
8.80,13.60,16.30,1.14,18.88
8.82,13.60,12.50,1.14,18.88
8.83,13.60,13.60,0.84,18.90
8.85,13.60,13.60,1.08,18.92
8.86,13.60,13.10,1.02,18.92
8.88,13.60,12.50,1.02,18.94
nan,nan,nan,nan,nan
8.90,13.60,12.00,1.02,18.94
8.92,13.60,14.70,0.96,18.86
8.93,13.60,14.20,0.96,18.99
nan,nan,nan,nan,nan
8.95,13.60,13.10,1.02,18.90
8.96,13.60,14.70,1.02,18.90
8.98,13.60,11.40,1.02,18.92
nan,nan,nan,nan,nan
9.00,20.40,15.20,1.02,18.94
9.02,20.40,22.30,1.08,18.94
9.03,20.40,20.70,0.90,18.86
9.05,20.40,21.80,0.96,18.88
9.06,20.40,18.50,1.02,18.88
nan,nan,nan,nan,nan
9.08,20.40,22.30,1.02,18.90
9.10,20.40,21.20,1.02,18.84
9.12,20.40,17.40,1.08,18.75
nan,nan,nan,nan,nan
9.13,20.40,21.20,1.14,18.77
9.15,20.40,22.80,1.02,18.69
9.16,20.40,20.70,1.08,18.73
9.18,20.40,19.60,1.08,18.75
nan,nan,nan,nan,nan
9.20,20.40,19.60,1.02,18.69
9.22,20.40,20.70,1.02,18.73
9.23,20.40,19.00,1.08,18.56
9.25,20.40,20.10,1.02,18.60
9.27,20.40,19.00,1.14,18.54
nan,nan,nan,nan,nan
9.28,20.40,18.00,1.02,18.56
9.30,20.40,23.40,1.14,18.54
9.32,20.40,21.80,1.14,18.48
nan,nan,nan,nan,nan
9.33,20.40,18.50,1.32,18.52
9.35,20.40,20.10,1.14,18.46
9.37,20.40,21.80,1.08,18.50
9.38,20.40,19.60,1.08,18.43
nan,nan,nan,nan,nan
9.40,20.40,21.20,1.32,18.50
9.42,20.40,19.00,1.32,18.46
9.43,20.40,18.00,1.20,18.50
9.45,20.40,20.70,1.20,18.54
9.47,20.40,20.10,1.32,18.48
nan,nan,nan,nan,nan
9.48,20.40,21.20,1.20,18.43
9.50,20.40,19.00,1.08,18.50
9.52,20.40,19.00,0.96,18.43
nan,nan,nan,nan,nan
9.53,20.40,21.80,1.02,18.39
9.55,20.40,21.80,1.20,18.43
9.57,20.40,20.70,1.20,18.48
9.58,20.40,21.80,1.08,18.43
nan,nan,nan,nan,nan
9.60,20.40,23.90,1.08,18.39
9.62,20.40,18.50,0.96,18.46
9.63,20.40,20.10,1.08,18.39
9.65,20.40,22.80,0.96,18.35
9.67,20.40,18.50,1.08,18.31
nan,nan,nan,nan,nan
9.68,20.40,19.00,1.08,18.37
