# setPoint, prevTorque, Torque
36.800,1.250,32.291
32.100,32.291,29.021
29.900,29.021,25.860
27.400,25.860,22.986
24.900,22.986,21.237
22.200,21.237,19.493
28.100,19.493,22.867
30.400,22.867,25.136
32.600,25.136,27.677
34.700,27.677,30.341
36.800,30.341,33.103
32.800,33.103,30.371
30.500,30.371,27.911
28.100,27.911,25.238
25.600,25.238,22.117
23.000,22.117,19.859
20.100,19.859,18.639
26.400,18.639,22.649
28.800,22.649,23.902
31.100,23.902,25.914
33.200,25.914,28.421
35.300,28.421,31.189
13.400,31.189,10.616
12.300,10.616,10.161
11.100,10.161,9.044
9.900,9.044,8.772
8.700,8.772,7.381
7.500,7.381,6.796
10.800,6.796,8.049
12.400,8.049,7.815
13.900,7.815,8.568
15.300,8.568,10.439
16.600,10.439,10.073
42.800,10.073,41.995
38.100,41.995,37.855
36.100,37.855,35.092
34.000,35.092,33.960
31.800,33.960,31.117
29.500,31.117,28.460
27.100,28.460,26.110
24.500,26.110,22.485
30.100,22.485,27.313
32.300,27.313,30.070
34.400,30.070,31.889
36.500,31.889,33.450
38.600,33.450,37.173
40.700,37.173,40.274
42.800,40.274,42.008
2.800,42.008,3.857
1.400,3.857,2.917
2.200,2.917,3.645
33.800,3.645,29.610
28.800,29.610,24.538
26.400,24.538,21.285
23.700,21.285,20.463
21.000,20.463,19.379
27.100,19.379,22.118
29.500,22.118,24.728
31.700,24.728,25.854
33.800,25.854,29.067
39.800,29.067,37.402
35.200,37.402,33.141
33.100,33.141,31.677
30.800,31.677,28.930
28.500,28.930,26.295
26.000,26.295,22.933
23.400,22.933,19.827
29.100,19.827,24.635
31.400,24.635,27.180
33.500,27.180,30.204
35.600,30.204,32.137
37.700,32.137,34.017
39.800,34.017,37.701
27.800,37.701,25.732
26.100,25.732,23.473
24.400,23.473,21.138
22.600,21.138,20.521
20.700,20.521,19.029
18.700,19.029,17.495
16.700,17.495,14.158
22.300,14.158,17.152
24.200,17.152,20.436
26.000,20.436,21.590
27.700,21.590,21.821
29.200,21.821,24.096
30.700,24.096,25.907
8.400,25.907,6.101
7.100,6.101,5.026
5.800,5.026,4.619
4.500,4.619,4.305
6.800,4.305,4.910
8.700,4.910,5.190
10.400,5.190,5.977
21.600,5.977,15.706
15.900,15.706,11.168
13.700,11.168,10.178
11.500,10.178,7.410
17.000,7.410,11.655
19.400,11.655,13.277
21.600,13.277,14.308
27.400,14.308,19.864
22.300,19.864,17.353
20.400,17.353,16.194
18.400,16.194,14.492
16.400,14.492,12.631
14.200,12.631,9.250
19.900,9.250,13.771
22.000,13.771,15.898
24.000,15.898,16.834
25.800,16.834,19.027
27.400,19.027,21.156
