# setPoint, prevTorque, Torque
36.800,1.250,31.797
34.700,31.797,30.772
32.600,30.772,28.876
30.400,28.876,26.629
28.100,26.629,24.097
25.600,24.097,22.429
28.100,22.429,22.623
30.400,22.623,24.493
32.600,24.493,27.702
34.700,27.702,29.758
36.800,29.758,32.830
35.300,32.830,32.415
33.200,32.415,30.401
31.100,30.401,27.391
28.800,27.391,24.437
26.400,24.437,23.384
23.700,23.384,20.915
26.400,20.915,20.822
28.800,20.822,23.936
31.100,23.936,26.115
33.200,26.115,27.958
35.300,27.958,31.448
16.600,31.448,12.553
15.300,12.553,11.356
13.900,11.356,8.992
12.400,8.992,9.478
10.800,9.478,7.155
9.100,7.155,5.505
10.800,5.505,6.987
12.400,6.987,7.798
13.900,7.798,8.348
15.300,8.348,9.553
16.600,9.553,10.094
42.800,10.094,42.195
40.700,42.195,40.607
38.600,40.607,38.016
36.500,38.016,34.797
34.400,34.797,33.324
32.300,33.324,31.982
30.100,31.982,29.189
27.800,29.189,25.415
30.100,25.415,28.045
32.300,28.045,30.566
34.400,30.566,32.402
36.500,32.402,33.564
38.600,33.564,36.607
40.700,36.607,39.031
42.800,39.031,42.080
2.200,42.080,2.809
0.000,2.809,2.577
2.200,2.577,3.202
33.800,3.202,29.322
31.700,29.322,28.314
29.500,28.314,25.533
27.100,25.533,24.062
24.500,24.062,20.995
27.100,20.995,20.966
29.500,20.966,24.286
31.700,24.286,27.238
33.800,27.238,29.263
39.800,29.263,37.368
37.700,37.368,35.931
35.600,35.931,33.342
33.500,33.342,31.502
31.400,31.502,29.773
29.100,29.773,27.238
26.700,27.238,22.710
29.100,22.710,25.190
31.400,25.190,28.497
33.500,28.497,29.848
35.600,29.848,33.049
37.700,33.049,34.730
39.800,34.730,37.338
30.700,37.338,28.794
29.200,28.794,26.807
27.700,26.807,25.295
26.000,25.295,23.402
24.200,23.402,20.129
22.300,20.129,19.753
20.200,19.753,16.567
22.300,16.567,18.900
24.200,18.900,20.181
26.000,20.181,20.993
27.700,20.993,21.639
29.200,21.639,23.683
30.700,23.683,26.378
10.400,26.378,6.812
8.700,6.812,5.161
6.800,5.161,4.188
4.900,4.188,3.757
6.800,3.757,4.883
8.700,4.883,4.572
10.400,4.572,6.890
21.600,6.890,15.106
19.400,15.106,13.826
17.000,13.826,12.638
14.300,12.638,9.280
17.000,9.280,12.569
19.400,12.569,13.442
21.600,13.442,15.541
27.400,15.541,20.107
25.800,20.107,19.830
24.000,19.830,19.212
22.000,19.212,17.548
19.900,17.548,16.380
17.500,16.380,12.281
19.900,12.281,14.283
22.000,14.283,17.887
24.000,17.887,18.527
25.800,18.527,19.426
27.400,19.426,19.898
