# Actual Command, Previous Torque, Measured Torque, Predicted Command
86.000,0.000,6.710,19.621
85.700,6.710,6.615,19.738
93.300,6.615,7.420,20.665
92.700,7.420,7.604,20.899
6.000,7.604,0.666,6.365
4.100,0.666,0.664,5.847
87.500,0.664,7.102,20.082
2.000,7.102,0.586,6.044
71.700,0.586,5.456,17.786
4.000,5.456,0.625,6.041
9.600,0.625,0.766,6.197
62.000,0.766,4.540,16.163
72.000,4.540,5.533,18.078
48.600,5.533,3.597,14.452
41.900,3.597,2.955,12.815
75.100,2.955,5.678,18.230
94.500,5.678,7.828,21.029
54.900,7.828,4.325,16.142
95.500,4.325,8.084,21.210
0.100,8.084,0.623,6.260
50.800,0.623,3.372,13.668
42.700,3.372,2.787,12.378
98.100,2.787,8.080,21.154
24.000,8.080,1.535,9.227
93.300,1.535,7.835,20.888
94.600,7.835,7.847,21.158
7.900,7.847,0.740,6.641
0.400,0.740,0.667,5.862
33.400,0.667,1.854,9.665
22.000,1.854,1.318,8.091
24.200,1.318,1.412,8.356
51.900,1.412,3.595,14.216
62.500,3.595,4.537,16.285
46.500,4.537,3.235,13.554
16.200,3.235,1.153,7.649
15.900,1.153,1.107,7.370
21.600,1.107,1.192,7.644
70.900,1.192,5.508,17.891
7.900,5.508,0.761,6.513
29.000,0.761,1.555,8.770
18.600,1.555,1.133,7.478
24.000,1.133,1.381,8.248
63.200,1.381,4.734,16.555
31.800,4.734,2.128,10.700
33.800,2.128,2.204,10.748
44.600,2.204,2.912,12.629
18.900,2.912,1.297,8.090
52.800,1.297,3.615,14.256
73.600,3.615,5.755,18.378
85.700,5.755,7.060,20.224
6.500,7.060,0.719,6.499
58.200,0.719,4.141,15.365
10.400,4.141,0.768,6.432
39.600,0.768,2.379,11.160
7.000,2.379,0.729,6.177
33.800,0.729,2.006,10.111
83.300,2.006,6.698,19.630
22.800,6.698,1.382,8.637
54.000,1.382,3.630,14.293
27.400,3.630,1.755,9.546
51.800,1.755,3.457,13.917
4.500,3.457,0.676,6.067
85.000,0.676,7.028,19.996
41.900,7.028,3.019,13.207
60.500,3.019,4.437,16.063
14.600,4.437,1.035,7.348
45.200,1.035,2.958,12.685
45.200,2.958,3.000,12.889
51.800,3.000,3.560,14.216
54.500,3.560,3.856,14.900
97.700,3.856,8.196,21.293
10.400,8.196,0.801,6.879
52.000,0.801,3.493,13.956
72.900,3.493,5.682,18.260
38.200,5.682,2.671,12.232
70.500,2.671,5.419,17.805
33.100,5.419,2.191,10.925
91.000,2.191,7.551,20.619
11.000,7.551,0.860,7.020
67.000,0.860,5.054,17.114
61.100,5.054,4.646,16.573
25.100,4.646,1.680,9.391
74.700,1.680,5.756,18.300
16.500,5.756,1.096,7.649
53.100,1.096,3.645,14.314
20.000,3.645,1.291,8.120
33.800,1.291,2.123,10.475
49.500,2.123,3.361,13.713
52.300,3.361,3.614,14.358
1.800,3.614,0.614,5.863
55.200,0.614,3.792,14.619
55.000,3.792,3.915,15.039
44.800,3.915,3.163,13.343
56.500,3.163,4.063,15.316
67.500,4.063,5.156,17.431
99.900,5.156,8.403,21.519
33.000,8.403,2.123,10.973
38.600,2.123,2.515,11.597
24.800,2.515,1.677,9.241
96.700,1.677,8.211,21.242
