# Actual Command, Previous Torque, Measured Torque, Predicted Command
33.500,1.250,27.060,34.725
5.200,27.060,1.196,3.801
33.100,1.196,24.890,32.968
78.300,24.890,84.827,78.898
68.800,84.827,74.417,67.345
96.000,74.417,102.900,91.142
98.900,102.900,106.651,92.814
96.200,106.651,105.459,91.571
94.100,105.459,104.920,91.186
35.100,104.920,34.484,34.713
4.400,34.484,3.331,6.073
25.100,3.331,16.039,24.847
95.100,16.039,101.643,93.494
94.600,101.643,102.715,89.566
89.300,102.715,100.124,87.353
55.700,100.124,63.132,56.907
17.800,63.132,13.883,18.768
16.000,13.883,10.611,18.262
50.700,10.611,49.791,51.489
93.700,49.791,102.008,91.510
78.200,102.008,88.225,77.647
2.500,88.225,2.419,3.666
33.500,2.419,26.013,33.828
92.400,26.013,100.011,91.239
57.900,100.011,66.670,59.842
64.000,66.670,72.237,66.660
22.100,72.237,18.668,23.089
80.500,18.668,88.351,83.539
10.200,88.351,6.691,9.689
98.500,6.691,105.950,98.183
29.600,105.950,27.888,28.251
11.500,27.888,7.510,11.739
5.700,7.510,2.122,4.938
32.600,2.122,25.413,33.353
23.200,25.413,17.425,24.920
60.900,17.425,62.739,61.322
2.200,62.739,2.113,3.239
21.800,2.113,12.975,21.678
32.000,12.975,22.661,30.485
6.800,22.661,3.571,8.009
30.900,3.571,23.046,28.387
74.600,23.046,79.809,74.912
13.700,79.809,8.294,11.676
0.700,8.294,2.045,4.749
18.800,2.045,10.346,18.643
29.300,10.346,20.613,28.822
54.000,20.613,52.901,53.438
23.600,52.901,20.299,25.786
38.200,20.299,33.815,39.022
23.600,33.815,19.887,26.715
75.700,19.887,80.890,75.959
63.500,80.890,70.298,64.172
42.200,70.298,45.176,44.566
24.200,45.176,21.699,27.590
78.800,21.699,86.271,80.250
93.400,86.271,103.232,90.846
25.600,103.232,21.358,24.902
78.300,21.358,84.485,79.838
1.800,84.485,2.222,3.232
70.700,2.222,74.097,71.420
66.400,74.097,73.510,67.273
5.600,73.510,3.157,4.615
89.900,3.157,96.527,90.491
73.900,96.527,85.034,75.385
7.100,85.034,5.052,7.413
51.900,5.052,51.125,51.430
12.000,51.125,8.217,12.755
78.700,8.217,84.396,81.258
60.500,84.396,68.835,62.719
21.400,68.835,16.417,21.086
30.400,16.417,25.254,28.224
29.700,25.254,24.822,26.940
32.800,24.822,26.237,27.980
66.300,26.237,70.011,65.557
96.100,70.011,104.039,92.275
