# setPoint, prevCurrent, Current
0.000,0.000,5.016
0.000,5.016,5.018
0.000,5.018,5.018
0.000,5.018,5.016
0.000,5.016,5.015
0.000,5.015,5.019
0.000,5.019,5.018
0.000,5.018,5.018
0.000,5.018,5.017
0.000,5.017,5.017
0.000,5.017,5.018
0.000,5.018,5.017
0.000,5.017,5.020
0.000,5.020,5.016
0.000,5.016,5.019
0.000,5.019,5.017
0.000,5.017,5.018
0.000,5.018,5.018
0.000,5.018,5.016
0.000,5.016,5.018
0.000,5.018,5.001
0.000,5.001,4.999
0.000,4.999,5.017
0.000,5.017,5.019
0.000,5.019,5.018
0.000,5.018,5.019
0.000,5.019,5.017
0.000,5.017,5.018
0.000,5.018,5.017
0.000,5.017,5.016
