# TimeStamp (s), BrakeCommand (%), Actual Brake Torque (%), Motor Current (A), Motor Speed (%)
0.00,0.00,4.40,9.06,2.84
nan,nan,nan,nan,nan
0.02,0.00,0.00,5.40,3.35
nan,nan,nan,nan,nan
0.03,0.00,1.70,3.60,4.18
0.04,0.00,1.70,0.00,5.26
nan,nan,nan,nan,nan
0.05,0.00,0.60,0.06,5.90
0.06,0.00,-2.10,0.12,6.02
nan,nan,nan,nan,nan
0.07,0.00,-1.60,0.00,5.83
nan,nan,nan,nan,nan
0.08,0.00,-0.50,0.06,5.58
nan,nan,nan,nan,nan
0.10,0.00,-0.50,0.12,5.24
nan,nan,nan,nan,nan
0.11,0.00,-1.00,0.06,4.99
0.12,0.00,0.00,2.16,4.69
nan,nan,nan,nan,nan
0.13,0.00,-2.10,1.80,4.48
0.14,0.00,3.30,0.12,4.45
nan,nan,nan,nan,nan
0.15,0.00,-0.50,0.00,4.45
nan,nan,nan,nan,nan
0.16,0.00,-1.00,0.12,4.37
0.17,0.00,-1.60,1.02,4.29
nan,nan,nan,nan,nan
0.18,0.00,0.60,1.08,4.20
nan,nan,nan,nan,nan
0.19,0.00,0.00,0.12,4.20
0.20,0.00,1.10,1.02,4.18
0.21,0.00,0.00,0.06,4.29
nan,nan,nan,nan,nan
0.22,0.00,-1.00,0.12,4.29
0.23,0.00,0.60,1.98,4.18
nan,nan,nan,nan,nan
0.24,0.00,-3.20,0.90,4.18
nan,nan,nan,nan,nan
0.25,0.00,1.70,0.06,4.29
0.26,0.00,-1.60,0.12,4.29
nan,nan,nan,nan,nan
0.28,0.00,0.60,0.06,4.31
0.29,0.00,2.20,1.98,4.20
nan,nan,nan,nan,nan
0.30,0.00,-2.10,1.08,4.20
nan,nan,nan,nan,nan
0.31,0.00,-0.50,0.12,4.31
0.32,0.00,3.30,1.08,4.24
nan,nan,nan,nan,nan
0.33,0.00,-1.60,1.08,4.24
0.34,0.00,0.60,0.96,4.24
nan,nan,nan,nan,nan
0.35,0.00,-0.50,0.12,4.33
0.36,0.00,-1.00,1.02,4.33
nan,nan,nan,nan,nan
0.37,0.00,0.60,0.12,4.37
nan,nan,nan,nan,nan
0.38,0.00,-0.50,1.02,4.33
0.39,0.00,0.60,0.06,4.35
nan,nan,nan,nan,nan
0.40,0.00,-1.00,1.14,4.35
0.41,0.00,-2.10,1.08,4.35
nan,nan,nan,nan,nan
0.42,0.00,-2.10,1.02,4.35
nan,nan,nan,nan,nan
0.44,0.00,0.00,0.12,4.37
0.44,0.00,-0.50,0.06,4.45
nan,nan,nan,nan,nan
0.46,0.00,0.00,0.06,4.45
0.46,0.00,0.60,1.08,4.43
nan,nan,nan,nan,nan
0.47,0.00,2.80,1.08,4.41
0.48,0.00,1.10,0.06,4.43
0.49,0.00,1.10,1.14,4.39
nan,nan,nan,nan,nan
0.50,0.00,-1.00,1.02,4.39
nan,nan,nan,nan,nan
0.51,0.00,-0.50,0.96,4.37
0.53,0.00,1.70,1.02,4.39
nan,nan,nan,nan,nan
0.54,0.00,0.00,1.02,4.39
0.54,0.00,0.00,0.12,4.45
0.55,0.00,1.70,0.60,4.43
nan,nan,nan,nan,nan
0.56,0.00,0.00,0.12,4.54
0.57,0.00,0.00,1.08,4.52
nan,nan,nan,nan,nan
0.58,0.00,-3.20,1.08,4.50
0.59,0.00,0.00,1.02,4.50
nan,nan,nan,nan,nan
0.60,0.00,-0.50,0.60,4.48
0.61,0.00,1.70,0.06,4.56
nan,nan,nan,nan,nan
0.62,0.00,-3.20,0.06,4.56
nan,nan,nan,nan,nan
0.63,0.00,-1.00,1.02,4.54
0.65,0.00,1.70,1.14,4.45
nan,nan,nan,nan,nan
0.66,0.00,1.10,0.54,4.45
0.66,0.00,1.10,0.06,4.54
nan,nan,nan,nan,nan
0.67,0.00,0.60,0.06,4.58
0.68,0.00,-3.70,1.14,4.58
nan,nan,nan,nan,nan
0.69,0.00,-0.50,1.08,4.58
0.71,0.00,-1.00,1.02,4.58
nan,nan,nan,nan,nan
0.72,0.00,-2.70,1.08,4.58
nan,nan,nan,nan,nan
0.73,0.00,-1.60,0.06,4.67
nan,nan,nan,nan,nan
0.74,0.00,-0.50,1.08,4.58
0.75,0.00,-0.50,1.02,4.56
nan,nan,nan,nan,nan
0.76,0.00,2.20,1.08,4.58
nan,nan,nan,nan,nan
0.77,0.00,-1.60,1.02,4.56
0.79,0.00,0.00,0.00,4.65
nan,nan,nan,nan,nan
0.80,0.00,-1.00,1.14,4.62
0.81,0.00,-0.50,1.02,4.60
nan,nan,nan,nan,nan
0.82,0.00,1.10,0.12,4.62
nan,nan,nan,nan,nan
0.83,0.00,1.10,1.08,4.60
0.84,0.00,1.70,1.08,4.56
0.85,0.00,-1.00,0.06,4.65
nan,nan,nan,nan,nan
0.86,0.00,1.70,0.54,4.62
nan,nan,nan,nan,nan
0.87,0.00,0.00,0.72,4.60
0.88,0.00,1.10,1.02,4.58
0.88,0.00,-0.50,0.06,4.67
nan,nan,nan,nan,nan
0.90,0.00,-1.00,1.02,4.65
nan,nan,nan,nan,nan
0.91,0.00,0.60,0.96,4.56
0.92,0.00,-0.50,0.12,4.62
nan,nan,nan,nan,nan
0.93,0.00,1.70,1.02,4.62
0.94,0.00,0.00,1.08,4.60
nan,nan,nan,nan,nan
0.95,0.00,-1.60,0.06,4.67
0.96,0.00,0.60,0.54,4.67
nan,nan,nan,nan,nan
0.97,0.00,1.10,1.02,4.62
0.98,0.00,-2.10,0.06,4.71
nan,nan,nan,nan,nan
0.99,0.00,-3.20,1.38,4.60
1.00,0.00,-2.10,1.02,4.58
nan,nan,nan,nan,nan
1.01,0.00,1.10,0.06,4.71
1.02,0.00,-4.80,1.08,4.65
nan,nan,nan,nan,nan
1.03,0.00,-1.00,0.54,4.67
nan,nan,nan,nan,nan
1.04,0.00,0.60,0.06,4.73
1.05,0.00,-0.50,0.66,4.71
nan,nan,nan,nan,nan
1.06,0.00,-3.20,0.12,4.79
nan,nan,nan,nan,nan
1.08,0.00,0.00,1.56,4.69
1.08,0.00,-1.00,1.02,4.67
nan,nan,nan,nan,nan
1.10,0.00,-0.50,0.06,4.75
nan,nan,nan,nan,nan
