# setPoint, prevCurrent, Current
100.000,0.000,8.458
100.000,8.458,8.223
100.000,8.223,8.336
100.000,8.336,8.387
100.000,8.387,8.162
100.000,8.162,8.438
100.000,8.438,8.267
100.000,8.267,8.555
100.000,8.555,8.640
100.000,8.640,8.785
100.000,8.785,8.531
100.000,8.531,8.371
100.000,8.371,8.484
100.000,8.484,8.578
100.000,8.578,8.527
100.000,8.527,8.314
100.000,8.314,8.647
100.000,8.647,8.552
100.000,8.552,8.475
100.000,8.475,8.663
100.000,8.663,8.299
100.000,8.299,8.451
100.000,8.451,8.674
100.000,8.674,8.853
100.000,8.853,8.425
100.000,8.425,8.846
100.000,8.846,8.909
100.000,8.909,8.815
100.000,8.815,8.669
100.000,8.669,8.522
100.000,8.522,8.767
100.000,8.767,8.585
100.000,8.585,8.541
100.000,8.541,8.838
100.000,8.838,8.954
100.000,8.954,9.347
100.000,9.347,8.455
100.000,8.455,8.602
100.000,8.602,8.484
100.000,8.484,8.762
100.000,8.762,8.604
100.000,8.604,8.700
100.000,8.700,9.078
100.000,9.078,8.698
100.000,8.698,8.776
100.000,8.776,8.589
100.000,8.589,8.460
100.000,8.460,8.593
100.000,8.593,8.719
100.000,8.719,8.480
100.000,8.480,9.004
100.000,9.004,9.164
100.000,9.164,8.689
100.000,8.689,8.947
100.000,8.947,8.702
100.000,8.702,8.640
100.000,8.640,8.618
100.000,8.618,8.807
100.000,8.807,8.850
100.000,8.850,8.642
