# setPoint, prevCurrent, Current
0.000,0.000,5.000
0.000,5.000,5.008
0.000,5.008,5.004
0.000,5.004,5.007
0.000,5.007,5.005
0.000,5.005,5.007
0.000,5.007,5.005
0.000,5.005,5.004
0.000,5.004,5.006
0.000,5.006,4.998
0.000,4.998,5.008
0.000,5.008,5.010
0.000,5.010,5.011
0.000,5.011,5.010
0.000,5.010,5.011
0.000,5.011,5.001
0.000,5.001,5.001
0.000,5.001,4.999
0.000,4.999,4.999
0.000,4.999,4.998
0.000,4.998,5.001
0.000,5.001,5.000
0.000,5.000,4.998
0.000,4.998,5.000
0.000,5.000,4.998
0.000,4.998,5.001
0.000,5.001,5.009
0.000,5.009,5.000
0.000,5.000,5.000
0.000,5.000,5.004
0.000,5.004,5.000
0.000,5.000,4.999
0.000,4.999,4.995
0.000,4.995,4.999
0.000,4.999,4.999
0.000,4.999,5.000
0.000,5.000,5.001
0.000,5.001,4.998
0.000,4.998,5.004
0.000,5.004,5.002
0.000,5.002,4.998
0.000,4.998,5.000
0.000,5.000,5.001
0.000,5.001,4.996
0.000,4.996,5.001
0.000,5.001,4.999
0.000,4.999,5.001
0.000,5.001,5.001
0.000,5.001,5.000
0.000,5.000,4.999
0.000,4.999,4.999
0.000,4.999,5.001
0.000,5.001,5.000
0.000,5.000,5.001
0.000,5.001,5.006
0.000,5.006,5.007
0.000,5.007,5.007
0.000,5.007,5.010
0.000,5.010,4.999
0.000,4.999,5.008
