# setPoint, prevCurrent, Current
50.000,0.000,nan
50.000,nan,0.896
50.000,0.896,0.872
50.000,0.872,0.883
50.000,0.883,0.875
50.000,0.875,0.886
50.000,0.886,0.851
50.000,0.851,0.886
50.000,0.886,0.902
50.000,0.902,0.896
50.000,0.896,0.864
50.000,0.864,0.908
50.000,0.908,0.877
50.000,0.877,0.869
50.000,0.869,0.898
50.000,0.898,0.874
50.000,0.874,0.864
50.000,0.864,0.859
50.000,0.859,0.891
50.000,0.891,0.881
50.000,0.881,0.889
50.000,0.889,0.891
50.000,0.891,0.888
50.000,0.888,0.887
50.000,0.887,0.871
50.000,0.871,0.864
50.000,0.864,0.879
50.000,0.879,0.900
50.000,0.900,0.879
50.000,0.879,0.900
50.000,0.900,0.891
50.000,0.891,0.873
50.000,0.873,0.898
50.000,0.898,0.893
50.000,0.893,0.905
50.000,0.905,0.895
50.000,0.895,0.898
50.000,0.898,0.878
50.000,0.878,0.881
50.000,0.881,0.870
50.000,0.870,0.864
50.000,0.864,0.886
50.000,0.886,0.868
50.000,0.868,0.866
50.000,0.866,0.877
50.000,0.877,0.866
50.000,0.866,0.868
50.000,0.868,0.888
50.000,0.888,0.880
50.000,0.880,0.881
50.000,0.881,0.891
50.000,0.891,0.893
50.000,0.893,0.866
50.000,0.866,0.898
50.000,0.898,0.880
50.000,0.880,0.876
50.000,0.876,0.887
50.000,0.887,0.879
50.000,0.879,0.877
50.000,0.877,0.855
