# setPoint, prevCurrent, Current
100.000,0.000,7.452
100.000,7.452,7.781
100.000,7.781,7.937
100.000,7.937,7.842
100.000,7.842,7.920
100.000,7.920,8.328
100.000,8.328,7.978
100.000,7.978,8.084
100.000,8.084,8.263
100.000,8.263,8.082
100.000,8.082,8.535
100.000,8.535,8.698
100.000,8.698,8.483
100.000,8.483,8.485
100.000,8.485,8.290
100.000,8.290,8.394
100.000,8.394,8.383
100.000,8.383,8.288
100.000,8.288,8.450
100.000,8.450,8.594
100.000,8.594,8.532
100.000,8.532,8.746
100.000,8.746,8.532
100.000,8.532,8.906
100.000,8.906,8.574
100.000,8.574,8.507
100.000,8.507,8.619
100.000,8.619,8.511
100.000,8.511,8.779
100.000,8.779,8.946
100.000,8.946,8.718
100.000,8.718,8.476
100.000,8.476,8.683
100.000,8.683,8.590
100.000,8.590,7.798
100.000,7.798,8.124
100.000,8.124,8.320
100.000,8.320,8.127
100.000,8.127,8.418
100.000,8.418,8.206
100.000,8.206,8.212
100.000,8.212,8.496
100.000,8.496,8.072
100.000,8.072,8.364
100.000,8.364,8.491
100.000,8.491,8.667
100.000,8.667,8.659
100.000,8.659,8.594
100.000,8.594,8.296
100.000,8.296,8.248
100.000,8.248,8.432
100.000,8.432,8.454
100.000,8.454,8.563
100.000,8.563,8.634
100.000,8.634,8.928
100.000,8.928,8.849
100.000,8.849,8.754
100.000,8.754,8.628
100.000,8.628,8.565
100.000,8.565,8.944
