# Actual Command, Previous Torque, Measured Torque, Predicted Command
91.100,1.250,108.453,101.906
73.400,108.453,87.875,70.748
86.400,87.875,96.970,79.903
65.200,96.970,75.090,61.292
57.200,75.090,67.582,56.113
82.400,67.582,91.805,78.134
20.700,91.805,19.190,22.941
22.800,19.190,19.462,23.553
8.900,19.462,6.522,10.786
85.600,6.522,97.229,91.026
33.500,97.229,33.299,34.016
5.900,33.299,5.673,9.369
56.800,5.673,60.690,60.397
56.200,60.690,60.219,57.154
49.400,60.219,55.272,53.198
58.800,55.272,63.497,60.134
83.000,63.497,92.778,83.497
93.700,92.778,106.614,93.344
40.700,106.614,44.073,41.620
34.200,44.073,36.948,33.751
2.300,36.948,4.831,8.258
90.900,4.831,102.804,95.131
87.600,102.804,100.589,87.732
73.100,100.589,88.700,78.132
5.400,88.700,5.200,7.711
33.000,5.200,26.734,30.987
62.800,26.734,67.614,64.836
83.900,67.614,93.582,83.950
75.800,93.582,87.031,77.220
28.600,87.031,28.177,30.491
43.500,28.177,44.073,40.958
94.500,44.073,106.476,98.285
66.000,106.476,77.001,62.689
45.700,77.001,51.626,43.170
95.600,51.626,106.953,97.663
6.500,106.953,6.782,8.300
27.800,6.782,21.558,26.716
70.300,21.558,78.657,74.048
18.500,78.657,14.993,19.243
21.500,14.993,17.410,22.312
26.900,17.410,22.549,26.098
31.500,22.549,25.322,27.563
97.900,25.322,108.257,102.276
94.400,108.257,109.211,91.413
53.700,109.211,63.279,52.476
0.200,63.279,3.904,7.678
78.500,3.904,86.711,83.228
85.800,86.711,96.192,85.082
23.000,96.192,20.134,23.782
79.400,20.134,87.174,82.351
54.000,87.174,60.352,55.504
2.000,60.352,4.395,6.900
1.400,4.395,2.122,5.188
27.300,2.122,20.745,29.370
67.500,20.745,72.347,68.942
56.100,72.347,63.159,58.819
96.700,63.159,106.695,94.788
71.900,106.695,86.391,75.816
90.000,86.391,102.135,89.936
47.700,102.135,55.611,50.684
20.300,55.611,17.964,23.398
51.700,17.964,55.140,55.293
59.800,55.140,63.430,60.087
91.700,63.430,102.573,91.362
63.600,102.573,76.095,67.537
11.000,76.095,8.679,12.216
64.700,8.679,69.551,68.296
91.900,69.551,105.407,93.429
35.300,105.407,37.942,37.191
70.600,37.942,78.547,71.417
58.000,78.547,67.373,61.895
53.600,67.373,63.159,59.139
44.400,63.159,50.585,49.285
11.600,50.585,8.909,13.684
9.000,8.909,7.185,12.358
69.300,7.185,78.498,76.491
57.300,78.498,65.889,60.667
75.200,65.889,84.247,76.534
41.900,84.247,46.063,44.306
86.100,46.063,98.119,88.537
65.600,98.119,77.087,68.674
45.900,77.087,54.092,51.124
51.100,54.092,57.183,55.102
36.500,57.183,39.689,41.240
45.100,39.689,48.343,48.982
51.500,48.343,55.112,53.785
34.400,55.112,35.702,38.318
95.600,35.702,107.852,97.237
4.100,107.852,2.671,1.079
35.700,2.671,31.991,38.494
52.300,31.991,53.919,53.703
75.300,53.919,82.865,75.987
48.600,82.865,54.621,51.149
97.300,54.621,108.677,96.871
22.200,108.677,19.828,22.237
32.100,19.828,29.455,30.852
9.900,29.455,8.717,13.114
99.200,8.717,113.159,106.521
52.600,113.159,62.346,51.906
43.200,62.346,49.214,41.709
0.000,49.214,2.257,4.764
6.000,2.257,3.371,9.021
3.300,3.371,2.902,6.593
6.100,2.902,4.250,10.339
4.800,4.250,3.784,7.929
9.800,3.784,4.652,9.304
8.800,4.652,4.950,9.663
9.200,4.950,4.884,9.537
6.900,4.884,4.313,8.688
8.100,4.313,3.807,7.959
7.100,3.807,4.474,9.034
11.100,4.474,4.778,9.425
10.000,4.778,4.620,9.161
12.400,4.620,5.584,10.584
11.900,5.584,6.746,12.092
16.300,6.746,8.977,14.794
15.600,8.977,8.011,15.291
18.400,8.011,10.222,18.149
16.600,10.222,8.960,16.444
20.000,8.960,12.179,20.397
19.500,12.179,10.606,18.362
24.900,10.606,15.808,24.210
24.800,15.808,16.208,24.309
30.000,16.208,24.046,31.489
27.500,24.046,21.726,29.018
32.300,21.726,28.010,34.430
29.600,28.010,24.868,31.482
32.000,24.868,26.700,33.189
31.500,26.700,26.366,32.806
35.700,26.366,30.069,35.794
34.000,30.069,29.242,34.919
38.400,29.242,35.118,39.521
37.900,35.118,33.170,37.679
43.900,33.170,43.135,45.365
43.600,43.135,44.274,45.660
46.800,44.274,46.575,47.357
44.300,46.575,43.690,45.003
47.100,43.690,45.555,46.608
