# setPoint, prevTorque, Torque
100.00,1.25,110.83
80.48,110.83,93.72
100.00,1.25,111.60
80.48,111.60,93.44
100.00,1.25,111.65
80.48,111.65,96.93
100.00,1.25,113.46
80.48,113.46,98.17
100.00,1.25,113.36
80.48,113.36,97.95
100.00,1.25,115.53
72.25,115.53,88.71
100.00,1.25,115.41
72.25,115.41,87.69
100.00,1.25,114.45
72.25,114.45,89.19
100.00,1.25,114.80
72.25,114.80,88.49
100.00,1.25,115.14
72.25,115.14,89.96
100.00,1.25,113.75
64.98,113.75,80.37
100.00,1.25,114.16
64.98,114.16,79.05
100.00,1.25,116.05
64.98,116.05,79.87
100.00,1.25,114.93
64.98,114.93,81.13
100.00,1.25,114.03
64.98,114.03,78.49
100.00,1.25,113.95
57.68,113.95,70.66
100.00,1.25,116.68
57.68,116.68,69.71
100.00,1.25,114.64
57.68,114.64,68.44
100.00,1.25,115.19
57.68,115.19,71.07
100.00,1.25,114.70
57.68,114.70,69.20
100.00,1.25,113.71
50.21,113.71,59.36
100.00,1.25,115.00
50.21,115.00,59.52
100.00,1.25,114.80
50.21,114.80,57.77
100.00,1.25,115.53
50.21,115.53,58.83
100.00,1.25,113.35
50.21,113.35,59.90
100.00,1.25,113.55
42.83,113.55,46.97
100.00,1.25,113.14
42.83,113.14,48.02
100.00,1.25,114.62
42.83,114.62,48.64
100.00,1.25,114.94
42.83,114.94,47.82
100.00,1.25,113.38
42.83,113.38,48.99
100.00,1.25,114.14
35.82,114.14,37.13
100.00,1.25,112.57
38.55,112.57,40.36
100.00,1.25,115.73
38.55,115.73,41.92
100.00,1.25,113.67
38.55,113.67,41.64
100.00,1.25,113.65
38.55,113.65,41.33
100.00,1.25,113.07
31.67,113.07,32.23
100.00,1.25,114.47
31.67,114.47,31.32
100.00,1.25,113.56
31.67,113.56,29.50
100.00,1.25,114.44
31.67,114.44,32.35
100.00,1.25,114.72
31.67,114.72,31.81
100.00,1.25,113.36
24.47,113.36,20.84
100.00,1.25,114.73
24.47,114.73,21.06
100.00,1.25,113.46
24.47,113.46,20.74
100.00,1.25,113.85
24.47,113.85,21.05
100.00,1.25,114.21
24.47,114.21,22.47
100.00,1.25,113.49
15.69,113.49,10.56
100.00,1.25,112.68
10.52,112.68,4.66
100.00,1.25,113.19
10.52,113.19,5.86
100.00,1.25,112.50
10.52,112.50,4.62
100.00,1.25,112.58
10.52,112.58,5.09
100.00,1.25,113.66
0.00,113.66,-0.35
100.00,1.25,113.71
0.00,113.71,0.48
100.00,1.25,112.28
0.00,112.28,0.73
100.00,1.25,111.31
0.00,111.31,-0.09
100.00,1.25,112.16
0.00,112.16,-0.42
