# TimeStamp (s), BrakeCommand (%), Actual Brake Torque (%), Motor Current (A), Motor Speed (%)
0.00,0.00,25.60,0.06,11.71
0.02,0.00,13.10,0.18,11.58
0.03,0.00,-2.10,0.00,10.80
0.05,0.00,0.00,0.06,10.14
0.06,0.00,0.60,0.12,9.38
0.08,0.00,0.00,0.12,8.68
nan,nan,nan,nan,nan
0.10,0.00,0.60,5.64,7.64
0.12,0.00,0.60,0.06,7.30
0.13,0.00,0.60,0.12,7.13
0.15,0.00,0.60,1.26,6.87
nan,nan,nan,nan,nan
0.16,0.00,0.00,1.14,6.66
0.18,0.00,0.00,0.96,6.53
0.20,0.00,0.60,16.26,6.43
nan,nan,nan,nan,nan
0.22,0.00,0.60,0.90,6.32
0.23,0.00,1.10,0.36,6.32
0.25,0.00,0.60,0.42,6.32
0.26,0.00,-0.50,0.90,6.34
0.28,0.00,-3.20,1.86,6.24
nan,nan,nan,nan,nan
0.30,0.00,1.70,0.00,6.26
0.32,0.00,0.00,0.06,6.36
0.33,0.00,0.00,0.96,6.36
nan,nan,nan,nan,nan
0.35,0.00,-1.60,1.86,6.26
0.36,0.00,-0.50,0.48,6.26
0.38,0.00,-1.60,0.12,6.36
nan,nan,nan,nan,nan
0.40,0.00,1.10,1.14,6.36
0.42,0.00,0.00,1.92,6.28
0.43,0.00,0.60,0.60,6.28
0.45,0.00,0.60,0.00,6.39
0.46,0.00,0.00,0.06,6.47
0.48,0.00,2.20,0.12,6.47
nan,nan,nan,nan,nan
0.50,0.00,1.70,0.96,6.45
0.52,0.00,-1.00,1.32,6.36
0.53,0.00,2.80,0.06,6.45
nan,nan,nan,nan,nan
0.55,0.00,0.00,1.02,6.45
0.56,0.00,-1.00,0.06,6.53
0.58,0.00,0.60,0.90,6.53
nan,nan,nan,nan,nan
0.60,0.00,0.00,0.90,6.51
0.62,0.00,2.20,0.90,6.49
0.63,0.00,0.60,0.06,6.58
0.65,0.00,-0.50,0.06,6.66
0.66,0.00,-3.20,2.04,6.55
0.68,0.00,0.60,0.72,6.53
nan,nan,nan,nan,nan
0.70,0.00,1.70,0.00,6.62
0.72,0.00,-2.70,0.84,6.60
0.73,0.00,-1.00,0.96,6.58
nan,nan,nan,nan,nan
0.75,0.00,1.10,0.00,6.66
0.76,0.00,-2.10,0.84,6.64
0.78,0.00,-2.10,0.54,6.62
nan,nan,nan,nan,nan
0.80,0.00,0.00,0.06,6.70
0.82,0.00,1.10,0.96,6.68
0.83,0.00,-0.50,0.66,6.64
0.85,0.00,1.10,0.00,6.72
0.86,0.00,-1.60,0.84,6.70
0.88,0.00,1.10,0.78,6.68
nan,nan,nan,nan,nan
0.90,0.00,2.20,0.00,6.75
0.92,0.00,4.40,0.84,6.72
0.93,0.00,0.60,0.54,6.70
nan,nan,nan,nan,nan
0.95,0.00,-0.50,0.90,6.66
0.96,0.00,1.10,0.18,6.75
0.98,0.00,-1.60,0.00,6.81
nan,nan,nan,nan,nan
1.00,0.00,-1.60,0.90,6.77
1.02,0.00,-1.60,0.96,6.75
1.03,0.00,0.60,0.30,6.81
1.05,0.00,-1.00,1.20,6.77
1.06,0.00,-1.60,1.86,6.64
nan,nan,nan,nan,nan
1.08,0.00,-0.50,0.30,6.72
1.10,0.00,-1.00,0.06,6.79
1.12,0.00,-1.60,1.92,6.75
1.13,0.00,0.60,0.06,6.83
nan,nan,nan,nan,nan
1.15,0.00,1.10,1.02,6.77
1.16,0.00,-1.00,0.00,6.85
1.18,0.00,0.60,0.96,6.83
nan,nan,nan,nan,nan
1.20,0.00,-1.60,1.44,6.77
1.22,0.00,-0.50,0.00,6.85
1.23,0.00,0.00,0.00,6.92
1.25,0.00,0.00,0.90,6.87
1.26,0.00,0.00,1.56,6.83
1.28,0.00,0.60,0.00,6.89
nan,nan,nan,nan,nan
1.30,0.00,2.20,0.90,6.94
1.32,0.00,0.60,1.02,6.89
1.33,0.00,-3.20,0.96,6.85
nan,nan,nan,nan,nan
1.35,0.00,0.00,0.06,7.02
1.36,0.00,-1.60,0.42,7.06
1.38,0.00,0.60,2.04,6.92
nan,nan,nan,nan,nan
1.40,0.00,2.80,0.12,7.06
1.42,0.00,0.00,0.06,7.11
1.43,0.00,0.60,0.90,7.06
1.45,0.00,-1.60,1.26,7.00
1.46,0.00,-2.70,0.90,6.96
1.48,0.00,-3.20,0.06,7.11
nan,nan,nan,nan,nan
1.50,0.00,0.00,1.02,7.04
1.52,0.00,0.60,0.96,7.00
1.53,0.00,-3.70,1.62,6.94
nan,nan,nan,nan,nan
1.55,0.00,0.00,0.06,7.00
1.56,0.00,1.70,0.90,7.04
1.58,0.00,-0.50,1.14,7.00
nan,nan,nan,nan,nan
1.60,0.00,1.10,0.00,7.04
1.62,0.00,2.20,0.06,7.19
1.63,0.00,0.00,1.02,7.13
1.65,0.00,-25.00,1.44,7.06
1.66,0.00,1.10,0.90,7.02
1.68,0.00,0.00,0.06,7.06
nan,nan,nan,nan,nan
1.70,0.00,1.10,0.06,7.28
1.72,0.00,-1.00,1.44,7.23
1.73,0.00,0.60,2.22,7.06
nan,nan,nan,nan,nan
1.75,0.00,2.20,0.12,7.11
1.76,0.00,-0.50,0.12,7.17
1.78,0.00,-2.10,0.00,7.21
nan,nan,nan,nan,nan
1.80,0.00,0.60,1.20,7.11
1.82,0.00,1.10,0.96,7.06
1.83,0.00,-1.60,0.12,7.11
1.85,0.00,-1.00,0.06,7.25
1.86,0.00,-0.50,1.74,7.17
1.88,0.00,-3.20,0.66,7.13
nan,nan,nan,nan,nan
1.90,0.00,-1.00,0.78,7.15
1.92,0.00,0.60,1.02,7.11
1.93,0.00,-1.60,0.06,7.13
nan,nan,nan,nan,nan
1.95,0.00,1.70,0.12,7.28
1.96,0.00,1.10,0.90,7.21
1.98,0.00,0.60,1.86,7.15
nan,nan,nan,nan,nan
2.00,0.00,0.60,0.12,7.17
2.02,0.00,-0.50,0.18,7.21
2.03,0.00,0.00,0.24,7.25
2.05,0.00,1.10,1.68,7.17
2.06,0.00,-1.00,0.90,7.13
