# Actual Command, Previous Torque, Measured Torque, Predicted Command
17.000,10.683,8.978,16.439
19.000,8.978,11.404,19.501
18.000,11.404,10.262,17.994
21.000,10.262,12.871,21.100
21.000,12.871,12.914,20.992
26.000,12.914,18.495,26.719
25.000,18.495,17.580,25.508
28.000,17.580,19.109,27.025
27.000,19.109,19.222,27.039
30.000,19.222,22.928,30.361
29.000,22.928,20.230,27.738
31.000,20.230,22.566,29.988
28.000,22.566,21.240,28.676
31.000,21.240,23.011,30.314
29.000,23.011,21.171,28.587
30.000,21.171,23.571,30.799
27.000,23.571,20.981,28.381
30.000,20.981,21.771,29.245
28.000,21.771,21.045,28.550
33.000,21.045,26.237,33.035
32.000,26.237,24.389,31.188
33.000,24.389,27.179,33.607
33.000,27.179,26.825,33.152
35.000,26.825,29.460,35.287
32.000,29.460,26.684,32.897
38.000,26.684,32.462,37.635
37.000,32.462,31.454,36.512
39.000,31.454,33.373,38.057
37.000,33.373,32.262,37.084
40.000,32.262,35.201,39.409
39.000,35.201,34.731,38.873
39.000,34.731,35.388,39.404
37.000,35.388,33.470,37.893
41.000,33.470,35.708,39.724
38.000,35.708,33.691,38.044
41.000,33.691,37.294,40.916
41.000,37.294,35.261,39.151
46.000,35.261,44.690,46.431
45.000,44.690,41.726,43.619
49.000,41.726,47.159,47.955
46.000,47.159,44.776,45.799
48.000,44.776,46.224,47.057
47.000,46.224,45.238,46.211
48.000,45.238,47.041,47.658
45.000,47.041,43.915,45.146
46.000,43.915,45.546,46.588
46.000,45.546,44.539,45.716
49.000,44.539,47.573,48.110
47.000,47.573,45.774,46.541
51.000,45.774,50.414,50.240
50.000,50.414,48.555,48.517
55.000,48.555,57.130,55.377
53.000,57.130,53.988,52.369
56.000,53.988,57.512,55.372
55.000,57.512,56.725,54.530
56.000,56.725,57.875,55.501
53.000,57.875,53.816,52.185
58.000,53.816,60.874,58.089
56.000,60.874,58.081,55.414
58.000,58.081,60.710,57.709
55.000,60.710,58.621,55.860
59.000,58.621,61.337,58.186
58.000,61.337,60.472,57.320
58.000,60.472,60.127,57.093
56.000,60.127,58.250,55.596
58.000,58.250,61.629,58.445
58.000,61.629,59.918,56.853
58.000,59.918,61.903,58.570
58.000,61.903,61.139,57.828
63.000,61.139,66.237,62.040
62.000,66.237,67.012,62.376
63.000,67.012,67.711,62.906
61.000,67.711,65.256,60.840
64.000,65.256,68.538,63.692
64.000,68.538,68.567,63.520
64.000,68.567,68.563,63.515
63.000,68.563,68.683,63.614
68.000,68.683,74.491,68.404
68.000,74.491,72.218,66.177
72.000,72.218,79.227,72.103
71.000,79.227,76.868,69.740
74.000,76.868,81.158,73.422
73.000,81.158,82.043,73.896
74.000,82.043,81.696,73.557
71.000,81.696,80.230,72.369
71.000,80.230,79.109,71.534
70.000,79.109,77.327,70.128
75.000,77.327,83.050,74.947
72.000,83.050,80.374,72.404
74.000,80.374,82.345,74.191
72.000,82.345,81.469,73.351
74.000,81.469,82.034,73.869
73.000,82.034,81.522,73.414
76.000,81.522,84.654,76.016
76.000,84.654,83.411,74.808
80.000,83.411,89.611,79.942
78.000,89.611,88.404,78.593
82.000,88.404,92.853,82.283
81.000,92.853,92.244,81.523
81.000,92.244,91.120,80.646
79.000,91.120,90.344,80.083
82.000,90.344,93.060,82.337
80.000,93.060,90.952,80.458
82.000,90.952,92.240,81.635
80.000,92.240,91.104,80.633
83.000,91.104,93.174,82.385
82.000,93.174,93.454,82.488
82.000,93.454,92.897,82.018
82.000,92.897,92.140,81.436
86.000,92.140,95.827,84.478
85.000,95.827,96.567,84.861
88.000,96.567,98.515,86.406
85.000,98.515,99.354,86.977
88.000,99.354,100.359,87.753
87.000,100.359,98.960,86.542
90.000,98.960,101.766,88.937
88.000,101.766,100.655,87.850
89.000,100.655,101.929,88.971
88.000,101.929,100.859,88.009
88.000,100.859,101.448,88.561
88.000,101.448,102.668,89.538
90.000,102.668,101.990,88.900
88.000,101.990,101.271,88.346
90.000,101.271,102.315,89.255
89.000,102.315,101.711,88.690
90.000,101.711,101.851,88.843
89.000,101.851,103.973,90.605
90.000,103.973,102.594,89.323
87.000,102.594,102.502,89.331
90.000,102.502,102.894,89.663
90.000,102.894,102.788,89.551
90.000,102.788,102.668,89.457
88.000,102.668,102.179,89.058
90.000,102.179,102.696,89.517
89.000,102.696,102.624,89.426
90.000,102.624,102.710,89.502
88.000,102.710,102.815,89.584
88.000,102.815,101.757,88.698
87.000,101.757,100.860,88.020
89.000,100.860,101.313,88.449
87.000,101.313,101.673,88.720
90.000,101.673,101.783,88.789
89.000,101.783,103.739,90.413
89.000,103.739,102.802,89.511
89.000,102.802,102.731,89.509
90.000,102.731,102.835,89.600
90.000,102.835,103.340,90.015
90.000,103.340,102.836,89.564
88.000,102.836,102.456,89.278
89.000,102.456,103.261,89.972
88.000,103.261,102.445,89.243
90.000,102.445,103.652,90.300
87.000,103.652,102.580,89.331
100.000,102.580,113.986,99.407
98.000,113.986,115.291,100.665
98.000,115.291,113.565,97.462
93.000,113.565,112.662,96.111
94.000,112.662,111.740,94.723
89.000,111.740,108.114,89.618
91.000,108.114,108.507,90.462
87.000,108.507,105.639,86.803
87.000,105.639,104.318,85.524
84.000,104.318,102.868,84.043
87.000,102.868,103.482,84.847
84.000,103.482,105.141,86.679
86.000,105.141,103.524,84.683
81.000,103.524,102.004,83.198
83.000,102.004,100.786,82.086
82.000,100.786,100.045,81.459
83.000,100.045,100.683,82.166
77.000,100.683,96.131,77.813
79.000,96.131,94.900,77.108
75.000,94.900,93.747,76.214
78.000,93.747,93.505,76.110
76.000,93.505,93.957,76.527
77.000,93.957,93.114,75.754
72.000,93.114,90.723,73.808
72.000,90.723,89.156,72.716
69.000,89.156,87.840,71.771
72.000,87.840,88.693,72.601
70.000,88.693,87.140,71.237
71.000,87.140,87.793,71.920
69.000,87.793,85.219,69.745
71.000,85.219,85.946,70.577
71.000,85.946,87.391,71.704
74.000,87.391,88.222,72.253
73.000,88.222,88.422,72.339
74.000,88.422,89.159,72.933
72.000,89.159,88.006,71.907
75.000,88.006,89.641,73.379
75.000,89.641,89.993,73.513
75.000,89.993,88.571,72.299
70.000,88.571,87.667,71.682
72.000,87.667,87.203,71.382
67.000,87.203,85.046,69.654
69.000,85.046,85.054,69.857
66.000,85.054,81.903,67.272
68.000,81.903,83.693,69.038
64.000,83.693,80.336,66.103
65.000,80.336,79.580,65.771
59.000,79.580,73.097,60.437
60.000,73.097,74.769,62.407
57.000,74.769,71.054,59.081
59.000,71.054,72.446,60.611
56.000,72.446,69.907,58.295
57.000,69.907,67.899,56.783
52.000,67.899,64.430,53.953
53.000,64.430,63.299,53.270
52.000,63.299,64.881,54.765
53.000,64.881,64.150,53.972
48.000,64.150,57.972,48.710
49.000,57.972,59.015,50.134
47.000,59.015,56.561,47.915
47.000,56.561,56.263,47.881
43.000,56.263,50.339,42.957
43.000,50.339,49.989,43.164
40.000,49.989,47.773,41.393
42.000,47.773,48.818,42.446
40.000,48.818,46.776,40.698
40.000,46.776,45.265,39.686
37.000,45.265,40.663,36.319
37.000,40.663,40.425,36.537
37.000,40.425,41.717,37.537
40.000,41.717,42.352,37.897
34.000,42.352,36.928,33.860
36.000,36.928,38.462,35.439
34.000,38.462,36.646,33.976
36.000,36.646,38.207,35.279
34.000,38.207,37.263,34.442
35.000,37.263,36.583,34.039
29.000,36.583,31.242,30.388
30.000,31.242,31.480,31.007
27.000,31.480,27.098,27.981
28.000,27.098,29.364,29.941
27.000,29.364,27.350,28.329
30.000,27.350,28.960,29.634
27.000,28.960,27.105,28.196
28.000,27.105,27.298,28.499
25.000,27.298,24.578,26.587
26.000,24.578,25.684,27.613
25.000,25.684,23.724,26.123
26.000,23.724,25.877,27.836
23.000,25.877,21.152,24.255
23.000,21.152,20.935,24.497
23.000,20.935,22.334,25.562
24.000,22.334,21.756,25.000
18.000,21.756,16.473,20.923
20.000,16.473,18.255,22.858
19.000,18.255,16.766,21.456
20.000,16.766,17.422,22.144
17.000,17.422,15.561,20.495
18.000,15.561,16.520,21.500
13.000,16.520,10.556,15.725
15.000,10.556,12.011,20.111
12.000,12.011,8.500,15.743
14.000,8.500,9.562,17.307
10.000,9.562,4.461,10.248
10.000,4.461,6.134,11.371
10.000,6.134,5.003,9.602
11.000,5.003,5.268,10.093
10.000,5.268,5.034,9.728
10.000,5.034,5.826,10.885
10.000,5.826,4.277,8.547
10.000,4.277,4.569,9.132
10.000,4.569,5.723,10.785
11.000,5.723,4.991,9.623
10.000,4.991,4.992,9.693
12.000,4.992,6.818,12.248
10.000,6.818,5.426,10.152
10.000,5.426,5.614,10.548
10.000,5.614,4.212,8.467
12.000,4.212,5.751,10.862
10.000,5.751,3.885,7.951
11.000,3.885,4.945,9.730
10.000,4.945,4.558,9.053
12.000,4.558,6.440,11.781
10.000,6.440,4.886,9.403
10.000,4.886,5.167,9.958
10.000,5.167,2.982,6.562
12.000,2.982,5.821,12.647
10.000,5.821,3.475,7.301
12.000,3.475,6.551,12.045
10.000,6.551,3.664,7.537
12.000,3.664,7.353,13.093
10.000,7.353,3.609,7.385
10.000,3.609,5.604,10.713
10.000,5.604,4.377,8.718
11.000,4.377,4.443,8.932
10.000,4.443,4.446,8.931
10.000,4.446,4.481,8.983
10.000,4.481,4.008,8.257
10.000,4.008,5.039,9.856
10.000,5.039,4.657,9.192
10.000,4.657,4.474,8.952
10.000,4.474,4.229,8.598
10.000,4.229,4.709,9.347
10.000,4.709,5.138,9.933
11.000,5.138,7.060,12.554
10.000,7.060,3.916,7.887
12.000,3.916,5.913,11.118
10.000,5.913,4.096,8.262
11.000,4.096,4.921,9.673
10.000,4.921,3.771,7.848
12.000,3.771,6.488,11.929
11.000,6.488,5.556,10.367
12.000,5.556,7.663,13.293
10.000,7.663,4.955,9.398
11.000,4.955,6.473,11.786
10.000,6.473,4.016,8.092
11.000,4.016,5.507,10.534
10.000,5.507,5.419,10.262
10.000,5.419,5.469,10.343
10.000,5.469,4.660,9.157
11.000,4.660,5.895,11.019
10.000,5.895,4.799,9.324
11.000,4.799,5.497,10.441
10.000,5.497,3.922,8.031
12.000,3.922,6.011,11.255
11.000,6.011,5.880,10.867
13.000,5.880,7.733,13.349
10.000,7.733,5.546,10.242
10.000,5.546,5.548,10.444
10.000,5.548,4.138,8.360
10.000,4.138,5.698,10.794
10.000,5.698,4.530,8.941
11.000,4.530,4.848,9.523
10.000,4.848,4.411,8.839
10.000,4.411,4.579,9.134
