# setPoint, prevsetPoint, Current
0.000,1.250,0.228
14.000,0.228,5.547
33.000,5.547,25.385
50.000,25.385,48.468
10.000,48.468,4.848
23.000,4.848,15.569
94.000,15.569,100.616
82.000,100.616,92.126
47.000,92.126,49.797
19.000,49.797,16.274
9.000,16.274,5.737
58.000,5.737,58.845
32.000,58.845,31.629
34.000,31.629,31.011
33.000,31.011,32.460
82.000,32.460,87.138
59.000,87.138,67.716
84.000,67.716,90.702
100.000,90.702,110.413
13.000,110.413,9.678
4.000,9.678,0.826
8.000,0.826,1.982
49.000,1.982,49.364
3.000,49.364,0.735
9.000,0.735,3.070
29.000,3.070,21.404
64.000,21.404,66.901
57.000,66.901,61.112
15.000,61.112,10.882
75.000,10.882,77.883
19.000,77.883,16.286
59.000,16.286,59.212
60.000,59.212,63.793
9.000,63.793,6.080
50.000,6.080,48.475
41.000,48.475,39.312
80.000,39.312,85.269
18.000,85.269,14.824
94.000,14.824,100.143
54.000,100.143,61.087
74.000,61.087,81.112
86.000,81.112,94.828
71.000,94.828,83.176
68.000,83.176,77.865
29.000,77.865,28.772
85.000,28.772,91.317
16.000,91.317,13.968
78.000,13.968,83.198
65.000,83.198,74.169
86.000,74.169,93.546
73.000,93.546,84.584
61.000,84.584,68.765
51.000,68.765,58.089
14.000,58.089,11.547
11.000,11.547,6.753
19.000,6.753,12.520
60.000,12.520,62.086
60.000,62.086,62.277
58.000,62.277,60.719
98.000,60.719,105.436
39.000,105.436,41.588
38.000,41.588,38.180
36.000,38.180,37.103
58.000,37.103,62.110
69.000,62.110,74.352
59.000,74.352,66.989
92.000,66.989,102.334
1.000,102.334,0.082
26.000,0.082,17.800
55.000,17.800,54.773
48.000,54.773,50.063
4.000,50.063,1.199
10.000,1.199,3.245
46.000,3.245,42.072
2.000,42.072,1.033
97.000,1.033,104.184
35.000,104.184,34.738
72.000,34.738,77.664
84.000,77.664,91.154
83.000,91.154,91.861
33.000,91.861,34.099
2.000,34.099,0.082
67.000,0.082,72.284
64.000,72.284,68.841
73.000,68.841,78.291
22.000,78.291,19.231
21.000,19.231,17.652
49.000,17.652,48.276
63.000,48.276,65.773
30.000,65.773,28.495
46.000,28.495,44.933
99.000,44.933,108.312
62.000,108.312,72.552
9.000,72.552,6.605
99.000,6.605,106.976
62.000,106.976,72.648
49.000,72.648,56.234
16.000,56.234,13.178
49.000,13.178,49.958
42.000,49.958,42.925
0.000,42.925,0.612
5.000,0.612,0.874
3.000,0.874,0.232
7.000,0.232,1.123
7.000,1.123,1.840
11.000,1.840,3.917
9.000,3.917,3.074
12.000,3.074,5.118
10.000,5.118,3.952
11.000,3.952,4.331
10.000,4.331,3.295
11.000,3.295,3.772
10.000,3.772,3.293
12.000,3.293,4.705
11.000,4.705,4.586
15.000,4.586,7.207
15.000,7.207,7.817
17.000,7.817,8.276
15.000,8.276,7.221
20.000,7.221,11.562
18.000,11.562,9.966
18.000,9.966,10.683
17.000,10.683,8.978
19.000,8.978,11.404
18.000,11.404,10.262
21.000,10.262,12.871
21.000,12.871,12.914
26.000,12.914,18.495
25.000,18.495,17.580
28.000,17.580,19.109
27.000,19.109,19.222
30.000,19.222,22.928
29.000,22.928,20.230
31.000,20.230,22.566
28.000,22.566,21.240
31.000,21.240,23.011
29.000,23.011,21.171
30.000,21.171,23.571
27.000,23.571,20.981
30.000,20.981,21.771
28.000,21.771,21.045
33.000,21.045,26.237
32.000,26.237,24.389
33.000,24.389,27.179
33.000,27.179,26.825
35.000,26.825,29.460
32.000,29.460,26.684
38.000,26.684,32.462
37.000,32.462,31.454
39.000,31.454,33.373
37.000,33.373,32.262
40.000,32.262,35.201
39.000,35.201,34.731
39.000,34.731,35.388
37.000,35.388,33.470
41.000,33.470,35.708
38.000,35.708,33.691
41.000,33.691,37.294
41.000,37.294,35.261
46.000,35.261,44.690
45.000,44.690,41.726
49.000,41.726,47.159
46.000,47.159,44.776
48.000,44.776,46.224
47.000,46.224,45.238
48.000,45.238,47.041
45.000,47.041,43.915
46.000,43.915,45.546
46.000,45.546,44.539
49.000,44.539,47.573
47.000,47.573,45.774
51.000,45.774,50.414
50.000,50.414,48.555
55.000,48.555,57.130
53.000,57.130,53.988
56.000,53.988,57.512
55.000,57.512,56.725
56.000,56.725,57.875
53.000,57.875,53.816
58.000,53.816,60.874
56.000,60.874,58.081
58.000,58.081,60.710
55.000,60.710,58.621
59.000,58.621,61.337
58.000,61.337,60.472
58.000,60.472,60.127
56.000,60.127,58.250
58.000,58.250,61.629
58.000,61.629,59.918
58.000,59.918,61.903
58.000,61.903,61.139
63.000,61.139,66.237
62.000,66.237,67.012
63.000,67.012,67.711
61.000,67.711,65.256
64.000,65.256,68.538
64.000,68.538,68.567
64.000,68.567,68.563
63.000,68.563,68.683
68.000,68.683,74.491
68.000,74.491,72.218
