# TimeStamp (s), BrakeCommand (%), Actual Brake Torque (%), Motor Current (A), Motor Speed (%)
0.00,0.00,60.30,9.12,0.00
0.02,0.00,48.30,9.06,0.11
nan,nan,nan,nan,nan
0.04,0.00,21.80,2.58,1.82
nan,nan,nan,nan,nan
0.05,0.00,7.60,0.06,3.42
0.07,0.00,-1.60,0.06,3.82
nan,nan,nan,nan,nan
0.08,0.00,0.00,4.74,3.69
nan,nan,nan,nan,nan
0.10,0.00,-4.30,2.88,3.61
0.12,0.00,1.70,0.18,4.01
nan,nan,nan,nan,nan
0.14,0.00,-0.50,0.06,4.31
nan,nan,nan,nan,nan
0.15,0.00,-1.00,3.78,4.18
0.17,0.00,-0.50,1.92,4.05
nan,nan,nan,nan,nan
0.18,0.00,1.10,0.00,4.20
nan,nan,nan,nan,nan
0.20,0.00,-0.50,0.06,4.37
0.22,0.00,0.60,0.06,4.41
nan,nan,nan,nan,nan
0.24,0.00,0.00,2.40,4.31
nan,nan,nan,nan,nan
0.25,0.00,1.70,0.96,4.26
0.27,0.00,0.60,0.06,4.43
nan,nan,nan,nan,nan
0.29,0.00,0.00,0.00,4.54
nan,nan,nan,nan,nan
0.30,0.00,-0.50,1.80,4.50
0.32,0.00,1.70,1.92,4.35
nan,nan,nan,nan,nan
0.34,0.00,2.20,0.06,4.54
nan,nan,nan,nan,nan
0.35,0.00,0.00,0.06,4.58
0.37,0.00,1.10,1.86,4.52
nan,nan,nan,nan,nan
0.39,0.00,-1.00,0.06,4.54
nan,nan,nan,nan,nan
0.40,0.00,0.00,1.32,4.48
0.42,0.00,0.00,0.78,4.43
nan,nan,nan,nan,nan
0.44,0.00,-0.50,0.06,4.50
nan,nan,nan,nan,nan
0.45,0.00,1.10,0.12,4.54
0.47,0.00,0.60,0.90,4.50
nan,nan,nan,nan,nan
0.49,0.00,1.10,1.08,4.50
nan,nan,nan,nan,nan
0.50,0.00,1.70,0.12,4.56
0.52,0.00,0.60,0.00,4.58
nan,nan,nan,nan,nan
0.54,0.00,0.00,1.38,4.56
nan,nan,nan,nan,nan
0.55,0.00,1.10,1.02,4.50
0.57,0.00,-2.70,0.06,4.54
nan,nan,nan,nan,nan
0.59,0.00,0.00,0.06,4.56
nan,nan,nan,nan,nan
0.60,0.00,-2.10,1.86,4.50
0.62,0.00,-0.50,0.06,4.54
nan,nan,nan,nan,nan
0.64,0.00,-0.50,0.12,4.71
nan,nan,nan,nan,nan
0.65,0.00,1.10,2.70,4.54
0.67,0.00,0.60,0.96,4.50
nan,nan,nan,nan,nan
0.69,0.00,-1.60,0.66,4.50
nan,nan,nan,nan,nan
0.70,0.00,-1.60,0.06,4.65
0.72,0.00,2.20,1.68,4.58
nan,nan,nan,nan,nan
0.74,0.00,-1.00,0.96,4.54
nan,nan,nan,nan,nan
0.75,0.00,0.00,0.06,4.58
nan,nan,nan,nan,nan
0.77,0.00,-1.00,0.00,4.62
0.79,0.00,-2.10,1.86,4.54
nan,nan,nan,nan,nan
0.80,0.00,-2.10,0.66,4.58
0.82,0.00,-1.00,0.06,4.62
nan,nan,nan,nan,nan
0.84,0.00,0.60,0.06,4.67
nan,nan,nan,nan,nan
0.85,0.00,-1.60,0.00,4.71
nan,nan,nan,nan,nan
0.87,0.00,0.00,1.08,4.65
0.89,0.00,1.70,1.80,4.54
nan,nan,nan,nan,nan
0.90,0.00,1.70,0.96,4.58
nan,nan,nan,nan,nan
0.92,0.00,-1.00,0.12,4.77
0.94,0.00,-1.00,0.06,4.77
nan,nan,nan,nan,nan
0.96,0.00,1.10,2.76,4.60
nan,nan,nan,nan,nan
0.97,0.00,2.20,0.06,4.62
0.99,0.00,-0.50,0.00,4.86
nan,nan,nan,nan,nan
1.00,0.00,2.20,0.12,4.86
nan,nan,nan,nan,nan
1.02,0.00,1.70,2.82,4.67
1.04,0.00,0.00,0.00,4.67
nan,nan,nan,nan,nan
1.06,0.00,-1.00,0.00,4.77
nan,nan,nan,nan,nan
1.07,0.00,0.60,0.06,4.82
1.09,0.00,-1.00,2.52,4.62
nan,nan,nan,nan,nan
1.10,0.00,-2.10,0.00,4.73
1.12,0.00,1.10,0.18,4.77
nan,nan,nan,nan,nan
1.14,0.00,0.00,0.30,4.84
nan,nan,nan,nan,nan
1.16,0.00,0.60,1.92,4.73
nan,nan,nan,nan,nan
1.17,0.00,-1.60,0.00,4.77
1.19,0.00,0.60,0.12,4.79
nan,nan,nan,nan,nan
1.20,0.00,0.60,0.06,4.79
1.22,0.00,0.00,1.92,4.71
nan,nan,nan,nan,nan
1.24,0.00,1.10,0.12,4.79
nan,nan,nan,nan,nan
1.26,0.00,-1.60,0.00,4.88
nan,nan,nan,nan,nan
1.27,0.00,0.00,1.80,4.82
1.29,0.00,-2.10,1.92,4.73
nan,nan,nan,nan,nan
1.30,0.00,-1.60,0.48,4.73
1.32,0.00,-1.00,0.12,4.86
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
1.34,0.00,0.60,1.92,4.82
1.36,0.00,-1.60,1.62,4.73
nan,nan,nan,nan,nan
1.37,0.00,1.10,0.18,4.75
1.39,0.00,1.10,0.12,4.88
nan,nan,nan,nan,nan
1.40,0.00,-2.10,0.06,4.96
1.42,0.00,2.20,2.88,4.77
nan,nan,nan,nan,nan
1.44,0.00,-1.00,0.06,4.75
nan,nan,nan,nan,nan
1.46,0.00,-0.50,0.00,4.86
nan,nan,nan,nan,nan
1.47,0.00,0.60,0.06,4.88
1.49,0.00,0.60,1.02,4.79
nan,nan,nan,nan,nan
1.50,0.00,-0.50,1.74,4.71
1.52,0.00,0.00,0.18,4.73
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
1.54,0.00,-1.60,0.12,4.90
1.56,0.00,2.20,0.00,4.90
nan,nan,nan,nan,nan
1.57,0.00,-0.50,1.08,4.82
1.59,0.00,1.10,1.92,4.73
nan,nan,nan,nan,nan
1.60,0.00,-1.60,0.00,4.84
1.62,0.00,0.00,0.18,4.86
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
1.64,0.00,-3.20,0.90,4.82
1.66,0.00,0.60,0.90,4.82
nan,nan,nan,nan,nan
1.67,0.00,0.60,0.30,4.88
1.69,0.00,-0.50,0.90,4.86
nan,nan,nan,nan,nan
1.70,0.00,0.00,0.06,4.88
1.72,0.00,-2.10,0.12,4.88
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
1.74,0.00,0.60,1.08,4.84
1.76,0.00,-1.00,0.90,4.84
nan,nan,nan,nan,nan
1.77,0.00,1.70,0.90,4.82
1.79,0.00,0.60,0.72,4.79
nan,nan,nan,nan,nan
1.80,0.00,1.70,0.12,4.90
1.82,0.00,0.00,0.06,4.90
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
1.84,0.00,0.60,1.86,4.77
1.86,0.00,0.60,0.90,4.77
nan,nan,nan,nan,nan
1.87,0.00,-2.10,0.00,4.90
1.89,0.00,3.80,0.06,4.92
nan,nan,nan,nan,nan
1.90,0.00,1.10,2.64,4.73
1.92,0.00,0.00,0.36,4.73
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
1.94,0.00,1.10,0.00,4.90
1.96,0.00,-0.50,0.18,4.92
nan,nan,nan,nan,nan
1.97,0.00,1.10,1.86,4.82
1.99,0.00,0.00,0.96,4.84
nan,nan,nan,nan,nan
2.00,0.00,0.00,0.18,4.86
2.02,0.00,0.60,0.06,4.94
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
2.04,0.00,2.20,1.92,4.82
2.06,0.00,0.60,1.56,4.73
nan,nan,nan,nan,nan
2.07,0.00,1.10,0.00,4.73
2.09,0.00,-1.00,0.00,4.94
nan,nan,nan,nan,nan
2.10,0.00,0.60,2.76,4.86
2.12,0.00,1.10,1.08,4.75
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
2.14,0.00,0.00,0.06,4.92
2.16,0.00,1.70,0.06,5.03
nan,nan,nan,nan,nan
2.17,0.00,0.60,1.86,4.92
2.19,0.00,-0.50,1.86,4.84
nan,nan,nan,nan,nan
2.20,0.00,0.00,0.00,4.86
nan,nan,nan,nan,nan
2.22,0.00,2.80,0.00,4.96
nan,nan,nan,nan,nan
2.24,0.00,1.70,1.86,4.90
2.26,0.00,1.70,1.92,4.82
nan,nan,nan,nan,nan
2.27,0.00,-0.50,0.06,4.92
2.29,0.00,2.20,0.06,4.94
nan,nan,nan,nan,nan
2.30,0.00,0.60,0.06,4.94
nan,nan,nan,nan,nan
2.32,0.00,-0.50,1.92,4.84
nan,nan,nan,nan,nan
2.34,0.00,0.60,0.00,4.90
2.36,0.00,-1.60,0.06,4.92
nan,nan,nan,nan,nan
2.37,0.00,0.60,0.12,5.01
2.39,0.00,-1.00,2.82,4.82
nan,nan,nan,nan,nan
2.40,0.00,-1.00,0.06,4.84
nan,nan,nan,nan,nan
2.42,0.00,0.00,0.06,4.94
nan,nan,nan,nan,nan
2.44,0.00,-1.00,1.74,4.88
2.46,0.00,2.20,1.74,4.82
nan,nan,nan,nan,nan
2.47,0.00,-0.50,0.06,4.90
2.49,0.00,0.00,0.06,4.92
nan,nan,nan,nan,nan
2.50,0.00,-1.00,0.96,4.92
nan,nan,nan,nan,nan
