# TimeStamp (s), BrakeCommand (%), Actual Brake Torque (%), Motor Current (A), Motor Speed (%)
0.00,0.00,0.60,2.04,8.34
0.01,0.00,0.60,3.00,8.34
0.02,0.00,1.70,0.00,8.38
0.02,0.00,2.80,0.96,8.61
0.03,0.00,2.80,0.06,8.70
0.04,0.00,-0.50,0.06,8.74
nan,nan,nan,nan,nan
0.05,0.00,0.60,0.96,8.72
0.06,0.00,0.00,1.20,8.66
0.06,0.00,3.30,1.14,8.63
0.07,0.00,0.60,0.30,8.68
nan,nan,nan,nan,nan
0.08,0.00,1.70,0.96,8.66
0.09,0.00,0.00,0.24,8.70
0.10,0.00,1.10,0.30,8.72
0.10,0.00,0.00,1.26,8.70
0.11,0.00,0.00,0.96,8.74
0.12,0.00,1.10,0.66,8.76
0.13,0.00,0.60,0.72,8.78
nan,nan,nan,nan,nan
0.13,0.00,-0.50,1.62,8.70
0.14,0.00,-1.00,0.96,8.70
0.15,0.00,1.10,0.72,8.78
0.16,0.00,2.20,0.18,8.80
nan,nan,nan,nan,nan
0.17,0.00,0.00,0.60,8.82
0.17,0.00,1.70,0.30,8.91
nan,nan,nan,nan,nan
0.19,0.00,0.60,1.50,8.85
0.20,0.00,1.10,1.02,8.87
0.20,0.00,1.70,1.80,8.80
0.21,0.00,-0.50,0.96,8.78
0.22,0.00,0.00,1.02,8.80
nan,nan,nan,nan,nan
0.23,0.00,1.70,0.06,8.95
nan,nan,nan,nan,nan
0.24,0.00,0.60,1.98,8.87
0.25,0.00,1.10,0.54,8.95
0.26,0.00,2.20,0.30,8.97
0.26,0.00,2.20,1.08,8.97
0.27,0.00,3.30,1.02,8.95
nan,nan,nan,nan,nan
0.28,0.00,1.70,0.12,9.04
0.29,0.00,0.60,1.38,8.95
0.30,0.00,0.60,0.84,9.08
0.30,0.00,1.70,0.00,9.08
0.31,0.00,3.80,1.02,9.06
0.32,0.00,2.20,0.54,9.08
nan,nan,nan,nan,nan
0.33,0.00,0.60,1.02,9.08
0.33,0.00,0.60,0.96,9.16
0.34,0.00,0.60,0.96,9.12
0.35,0.00,-1.60,1.98,9.04
0.36,0.00,1.70,0.00,9.16
nan,nan,nan,nan,nan
0.37,0.00,1.70,1.02,9.12
nan,nan,nan,nan,nan
0.38,0.00,2.80,0.96,9.14
0.39,0.00,0.60,0.00,9.27
0.40,0.00,0.00,1.08,9.23
0.40,0.00,0.00,0.84,9.23
0.41,0.00,1.10,0.30,9.25
0.42,0.00,-1.00,0.54,9.25
nan,nan,nan,nan,nan
0.43,0.00,1.10,1.32,9.19
0.44,0.00,0.60,0.96,9.19
0.45,0.00,2.20,0.84,9.21
0.45,0.00,1.10,0.96,9.16
nan,nan,nan,nan,nan
0.46,0.00,0.60,1.02,9.27
0.47,0.00,1.10,0.66,9.29
0.48,0.00,-0.50,1.02,9.29
0.48,0.00,3.30,1.02,9.25
0.49,0.00,1.10,1.02,9.27
nan,nan,nan,nan,nan
0.50,0.00,1.70,0.96,9.27
0.51,0.00,0.00,1.02,9.29
0.52,0.00,0.60,0.00,9.40
0.53,0.00,2.80,0.24,9.40
nan,nan,nan,nan,nan
0.53,0.00,0.00,1.02,9.36
0.54,0.00,0.60,1.02,9.36
0.55,0.00,-1.00,0.84,9.38
0.56,0.00,-0.50,1.02,9.33
0.57,0.00,1.70,1.08,9.33
nan,nan,nan,nan,nan
0.57,0.00,0.00,0.66,9.40
nan,nan,nan,nan,nan
0.59,0.00,2.20,1.02,9.40
0.60,0.00,-0.50,0.96,9.40
0.60,0.00,1.10,1.02,9.38
0.61,0.00,1.10,1.02,9.38
0.62,0.00,2.20,0.96,9.38
nan,nan,nan,nan,nan
0.63,0.00,0.00,0.84,9.38
0.64,0.00,0.60,0.24,9.48
0.65,0.00,-0.50,0.96,9.48
nan,nan,nan,nan,nan
0.65,0.00,1.70,0.18,9.55
0.66,0.00,1.10,1.56,9.44
0.67,0.00,-1.00,0.06,9.55
nan,nan,nan,nan,nan
