# boundP, boundP, boundP, boundP, riseP, riseP, riseP, riseP, riseP, riseP, fallP, fallP, fallP, fallP, 
-0.00012,0.01948,0.33190,2.93188,-0.00470,1.78829,-0.03473,0.00052,-0.00000,0.00000,-0.27345,1.19441,-0.00768,0.00004
-0.00013,0.02034,0.35016,2.44873,0.67798,1.60375,-0.02519,0.00032,-0.00000,0.00000,-0.87257,1.29001,-0.01039,0.00006
-0.00016,0.02478,0.20375,3.07662,-0.41229,1.82102,-0.03286,0.00042,-0.00000,0.00000,-0.49751,1.27150,-0.01018,0.00006
-0.00015,0.02449,0.11761,4.57744,-0.08597,1.78483,-0.03277,0.00047,-0.00000,0.00000,-2.35354,1.42345,-0.01259,0.00007
