# setPoint, prevsetPoint, Current
91.100,1.250,108.453
73.400,108.453,87.875
86.400,87.875,96.970
65.200,96.970,75.090
57.200,75.090,67.582
82.400,67.582,91.805
20.700,91.805,19.190
22.800,19.190,19.462
8.900,19.462,6.522
85.600,6.522,97.229
33.500,97.229,33.299
5.900,33.299,5.673
56.800,5.673,60.690
56.200,60.690,60.219
49.400,60.219,55.272
58.800,55.272,63.497
83.000,63.497,92.778
93.700,92.778,106.614
40.700,106.614,44.073
34.200,44.073,36.948
2.300,36.948,4.831
90.900,4.831,102.804
87.600,102.804,100.589
73.100,100.589,88.700
5.400,88.700,5.200
33.000,5.200,26.734
62.800,26.734,67.614
83.900,67.614,93.582
75.800,93.582,87.031
28.600,87.031,28.177
43.500,28.177,44.073
94.500,44.073,106.476
66.000,106.476,77.001
45.700,77.001,51.626
95.600,51.626,106.953
6.500,106.953,6.782
27.800,6.782,21.558
70.300,21.558,78.657
18.500,78.657,14.993
21.500,14.993,17.410
26.900,17.410,22.549
31.500,22.549,25.322
97.900,25.322,108.257
94.400,108.257,109.211
53.700,109.211,63.279
0.200,63.279,3.904
78.500,3.904,86.711
85.800,86.711,96.192
23.000,96.192,20.134
79.400,20.134,87.174
54.000,87.174,60.352
2.000,60.352,4.395
1.400,4.395,2.122
27.300,2.122,20.745
67.500,20.745,72.347
56.100,72.347,63.159
96.700,63.159,106.695
71.900,106.695,86.391
90.000,86.391,102.135
47.700,102.135,55.611
20.300,55.611,17.964
51.700,17.964,55.140
59.800,55.140,63.430
91.700,63.430,102.573
63.600,102.573,76.095
11.000,76.095,8.679
64.700,8.679,69.551
91.900,69.551,105.407
35.300,105.407,37.942
70.600,37.942,78.547
58.000,78.547,67.373
53.600,67.373,63.159
44.400,63.159,50.585
11.600,50.585,8.909
9.000,8.909,7.185
69.300,7.185,78.498
57.300,78.498,65.889
75.200,65.889,84.247
41.900,84.247,46.063
86.100,46.063,98.119
65.600,98.119,77.087
45.900,77.087,54.092
51.100,54.092,57.183
36.500,57.183,39.689
45.100,39.689,48.343
51.500,48.343,55.112
34.400,55.112,35.702
95.600,35.702,107.852
4.100,107.852,2.671
35.700,2.671,31.991
52.300,31.991,53.919
75.300,53.919,82.865
48.600,82.865,54.621
97.300,54.621,108.677
22.200,108.677,19.828
32.100,19.828,29.455
9.900,29.455,8.717
99.200,8.717,113.159
52.600,113.159,62.346
43.200,62.346,49.214
0.000,49.214,2.257
6.000,2.257,3.371
3.300,3.371,2.902
6.100,2.902,4.250
4.800,4.250,3.784
9.800,3.784,4.652
8.800,4.652,4.950
9.200,4.950,4.884
6.900,4.884,4.313
8.100,4.313,3.807
7.100,3.807,4.474
11.100,4.474,4.778
10.000,4.778,4.620
12.400,4.620,5.584
11.900,5.584,6.746
16.300,6.746,8.977
15.600,8.977,8.011
18.400,8.011,10.222
16.600,10.222,8.960
20.000,8.960,12.179
19.500,12.179,10.606
24.900,10.606,15.808
24.800,15.808,16.208
30.000,16.208,24.046
27.500,24.046,21.726
32.300,21.726,28.010
29.600,28.010,24.868
32.000,24.868,26.700
31.500,26.700,26.366
35.700,26.366,30.069
34.000,30.069,29.242
38.400,29.242,35.118
37.900,35.118,33.170
43.900,33.170,43.135
43.600,43.135,44.274
46.800,44.274,46.575
44.300,46.575,43.690
47.100,43.690,45.555
45.700,45.555,44.184
48.500,44.184,48.677
46.400,48.677,45.973
50.800,45.973,52.872
48.500,52.872,51.530
53.100,51.530,54.640
50.900,54.640,53.463
55.900,53.463,57.900
54.900,57.900,57.443
60.500,57.443,65.676
58.500,65.676,63.493
62.100,63.493,66.988
61.000,66.988,66.429
62.200,66.429,67.192
61.400,67.192,67.852
64.600,67.852,70.766
63.500,70.766,70.666
66.900,70.666,72.421
65.500,72.421,73.203
69.300,73.203,76.978
69.000,76.978,76.608
72.600,76.608,81.153
70.600,81.153,78.906
71.000,78.906,80.330
68.700,80.330,78.404
69.100,78.404,79.702
66.100,79.702,77.882
66.500,77.882,76.927
66.400,76.927,76.927
70.400,76.927,79.707
67.600,79.707,77.848
72.200,77.848,79.263
70.600,79.263,81.345
72.400,81.345,82.275
70.600,82.275,82.389
71.000,82.389,80.173
68.900,80.173,80.139
70.700,80.139,79.321
68.500,79.321,79.244
72.300,79.244,80.602
71.600,80.602,81.907
77.000,81.907,88.522
74.100,88.522,85.034
77.500,85.034,86.711
75.100,86.711,86.591
78.300,86.591,88.407
75.300,88.407,88.494
81.300,88.494,91.211
80.800,91.211,95.583
84.800,95.583,97.624
82.500,97.624,95.702
87.500,95.702,101.457
87.300,101.457,99.921
90.000,99.921,102.930
88.100,102.930,103.973
90.000,103.973,103.663
88.700,103.663,106.271
90.000,106.271,104.128
89.200,104.128,105.141
89.200,105.141,103.943
89.000,103.943,103.440
90.000,103.440,103.456
90.000,103.456,106.556
90.000,106.556,104.275
89.900,104.275,107.248
90.000,107.248,105.801
88.800,105.801,105.635
89.200,105.635,104.069
87.900,104.069,105.385
90.000,105.385,105.613
87.600,105.613,105.040
88.000,105.040,105.385
87.700,105.385,105.290
90.000,105.290,106.982
87.500,106.982,105.195
87.500,105.195,103.447
87.200,103.447,105.715
90.000,105.715,105.004
90.000,105.004,109.045
90.000,109.045,106.432
89.100,106.432,106.274
90.000,106.274,106.534
87.600,106.534,105.949
90.000,105.949,104.246
88.000,104.246,106.789
90.000,106.789,106.116
87.600,106.116,105.004
90.000,105.004,107.292
89.600,107.292,107.453
90.000,107.453,105.481
89.900,105.481,107.247
90.000,107.247,106.278
88.300,106.278,105.890
90.000,105.890,107.197
87.400,107.197,105.569
87.600,105.569,104.345
86.800,104.345,103.227
88.200,103.227,104.010
86.600,104.010,106.986
90.000,106.986,105.616
89.300,105.616,107.328
90.000,107.328,106.665
88.900,106.665,106.045
89.900,106.045,108.423
87.400,108.423,105.004
89.200,105.004,105.635
87.900,105.635,106.242
90.000,106.242,107.417
87.400,107.417,106.629
87.800,106.629,106.811
85.500,106.811,104.695
88.500,104.695,106.344
86.900,106.344,105.444
87.700,105.444,105.371
87.200,105.371,106.519
88.200,106.519,106.869
86.300,106.869,106.118
90.000,106.118,108.003
89.600,108.003,107.815
90.000,107.815,107.248
90.000,107.248,107.582
90.000,107.582,107.152
88.700,107.152,106.862
88.700,106.862,109.081
87.600,109.081,108.127
90.000,108.127,108.670
88.400,108.670,107.095
89.000,107.095,107.034
87.300,107.034,106.636
90.000,106.636,109.867
88.200,109.867,106.942
88.800,106.942,108.684
86.900,108.684,107.666
87.300,107.666,107.633
86.800,107.633,106.454
89.600,106.454,107.637
87.100,107.637,106.366
100.000,106.366,118.279
95.600,118.279,117.472
97.500,117.472,119.117
96.700,119.117,117.187
98.400,117.187,118.532
98.400,118.532,118.425
99.900,118.425,119.051
94.100,119.051,115.571
95.800,115.571,117.359
89.800,117.359,111.700
91.900,111.700,114.248
88.500,114.248,111.012
89.000,111.012,109.737
87.400,109.737,110.441
89.400,110.441,110.240
83.800,110.240,106.578
83.800,106.578,108.720
80.400,108.720,103.522
82.800,103.522,104.658
79.800,104.658,102.417
80.000,102.417,101.239
77.800,101.239,100.026
78.000,100.026,100.529
72.200,100.529,94.449
75.200,94.449,97.282
72.000,97.282,94.674
75.000,94.674,96.299
69.400,96.299,89.912
71.400,89.912,91.328
69.800,91.328,89.348
71.100,89.348,92.420
68.500,92.420,87.270
71.100,87.270,92.164
69.100,92.164,89.554
70.100,89.554,90.372
65.100,90.372,84.001
68.000,84.001,87.358
62.400,87.358,79.983
64.400,79.983,82.748
61.600,82.748,78.798
62.600,78.798,79.536
56.800,79.536,71.570
59.200,71.570,74.415
59.000,74.415,74.921
61.300,74.921,77.003
60.900,77.003,76.905
61.100,76.905,77.254
61.100,77.254,76.642
61.200,76.642,76.339
58.200,76.339,73.312
58.600,73.312,73.898
55.000,73.898,69.332
55.000,69.332,71.636
52.400,71.636,66.714
53.300,66.714,69.140
48.500,69.140,60.973
51.000,60.973,62.717
47.200,62.717,58.650
48.700,58.650,60.581
42.700,60.581,52.404
44.300,52.404,54.422
42.700,54.422,53.421
44.600,53.421,55.724
42.800,55.724,52.384
44.800,52.384,53.785
43.400,53.785,52.068
44.700,52.068,56.005
43.500,56.005,52.901
44.000,52.901,55.958
40.600,55.958,50.340
41.400,50.340,51.067
39.000,51.067,46.464
41.500,46.464,49.730
37.100,49.730,43.307
39.800,43.307,47.103
36.200,47.103,42.181
37.800,42.181,44.986
32.600,44.986,38.124
35.300,38.124,40.339
33.100,40.339,38.124
34.200,38.124,38.340
30.600,38.340,33.704
31.400,33.704,36.113
29.200,36.113,31.815
29.600,31.815,32.793
25.200,32.793,26.340
25.500,26.340,26.532
22.700,26.532,22.873
24.700,22.873,25.424
21.900,25.424,22.584
23.900,22.584,25.345
23.900,25.345,23.460
24.500,23.460,23.931
23.300,23.931,22.861
25.100,22.861,24.802
20.900,24.802,20.909
22.400,20.909,21.982
19.800,21.982,19.190
22.700,19.190,22.515
20.500,22.515,21.154
22.900,21.154,22.792
19.100,22.792,17.689
21.400,17.689,20.733
21.200,20.733,20.778
23.700,20.778,23.391
22.300,23.391,21.807
22.400,21.807,22.122
20.800,22.122,20.358
23.000,20.358,21.299
19.800,21.299,18.048
20.100,18.048,19.320
15.500,19.320,12.468
17.700,12.468,15.358
12.100,15.358,9.619
13.400,9.619,11.228
11.200,11.228,8.002
11.500,8.002,8.986
10.500,8.986,8.307
10.800,8.307,10.325
10.000,10.325,8.353
10.600,8.353,8.538
10.000,8.538,7.969
10.700,7.969,8.564
10.000,8.564,7.741
10.800,7.741,6.821
10.000,6.821,8.340
10.500,8.340,8.705
10.000,8.705,9.645
11.500,9.645,9.826
10.000,9.826,7.418
12.300,7.418,8.690
12.100,8.690,8.910
13.800,8.910,11.065
13.800,11.065,10.081
14.800,10.081,11.842
10.000,11.842,9.216
12.000,9.216,9.169
10.000,9.169,8.576
10.700,8.576,8.397
10.000,8.397,7.236
11.700,7.236,9.572
11.700,9.572,9.401
13.500,9.401,9.979
10.000,9.979,9.330
12.300,9.330,6.717
10.000,6.717,8.071
12.900,8.071,8.576
10.000,8.576,7.560
11.600,7.560,8.587
10.000,8.587,7.262
10.600,7.262,8.538
10.400,8.538,8.333
12.600,8.333,9.369
10.000,9.369,7.586
10.400,7.586,8.140
10.000,8.140,7.947
10.700,7.947,8.435
10.000,8.435,7.908
11.900,7.908,8.742
10.000,8.742,6.969
12.600,6.969,8.690
10.200,8.690,7.185
11.300,7.185,8.063
10.100,8.063,9.799
10.200,9.799,7.497
10.000,7.497,8.037
12.800,8.037,9.224
10.600,9.224,8.807
12.700,8.807,8.551
10.000,8.551,8.535
10.400,8.535,8.384
10.000,8.384,7.444
10.500,7.444,7.599
10.000,7.599,7.211
10.000,7.211,7.366
