# setPoint, prevTorque, Torque
100.00,1.25,106.35
80.48,106.35,92.44
100.00,1.25,104.77
80.48,104.77,91.16
100.00,1.25,105.94
80.48,105.94,92.93
100.00,1.25,105.67
80.48,105.67,92.90
100.00,1.25,106.09
80.48,106.09,91.93
100.00,1.25,105.16
72.25,105.16,83.37
100.00,1.25,104.24
72.25,104.24,84.53
100.00,1.25,106.08
72.25,106.08,83.66
100.00,1.25,106.77
72.25,106.77,85.56
100.00,1.25,104.21
72.25,104.21,84.25
100.00,1.25,106.99
64.98,106.99,76.31
100.00,1.25,107.57
64.98,107.57,75.74
100.00,1.25,106.42
64.98,106.42,75.68
100.00,1.25,107.91
64.98,107.91,77.18
100.00,1.25,108.48
64.98,108.48,75.93
100.00,1.25,106.98
57.68,106.98,66.67
100.00,1.25,109.40
57.68,109.40,65.59
100.00,1.25,108.72
57.68,108.72,66.79
100.00,1.25,104.97
57.68,104.97,67.40
100.00,1.25,107.48
57.68,107.48,65.62
100.00,1.25,107.75
50.21,107.75,55.95
100.00,1.25,103.87
50.21,103.87,56.51
100.00,1.25,107.60
50.21,107.60,56.99
100.00,1.25,107.38
50.21,107.38,57.60
100.00,1.25,107.91
50.21,107.91,57.91
100.00,1.25,109.01
42.83,109.01,45.82
100.00,1.25,107.90
42.83,107.90,44.86
100.00,1.25,107.04
42.83,107.04,46.97
100.00,1.25,108.34
42.83,108.34,46.00
100.00,1.25,106.49
42.83,106.49,45.71
100.00,1.25,107.15
35.82,107.15,34.89
100.00,1.25,107.70
38.55,107.70,39.30
100.00,1.25,107.41
38.55,107.41,38.98
100.00,1.25,106.42
38.55,106.42,39.98
100.00,1.25,107.57
38.55,107.57,38.58
100.00,1.25,109.67
31.67,109.67,29.49
100.00,1.25,108.50
31.67,108.50,30.40
100.00,1.25,107.42
31.67,107.42,32.11
100.00,1.25,107.44
31.67,107.44,29.81
100.00,1.25,107.42
31.67,107.42,29.29
100.00,1.25,108.61
24.47,108.61,20.38
100.00,1.25,108.41
24.47,108.41,20.51
100.00,1.25,108.69
24.47,108.69,20.28
100.00,1.25,107.82
24.47,107.82,20.16
100.00,1.25,107.30
24.47,107.30,20.62
100.00,1.25,108.52
15.69,108.52,10.73
100.00,1.25,110.74
10.52,110.74,5.68
100.00,1.25,108.26
10.52,108.26,4.91
100.00,1.25,106.48
10.52,106.48,5.24
100.00,1.25,106.87
10.52,106.87,4.99
100.00,1.25,108.94
0.00,108.94,-0.07
100.00,1.25,109.90
0.00,109.90,0.15
100.00,1.25,106.45
0.00,106.45,0.21
100.00,1.25,106.31
0.00,106.31,0.70
100.00,1.25,107.36
0.00,107.36,-0.22
