# TimeStamp (s), BrakeCommand (%), Actual Brake Torque (%), Motor Current (A), Motor Speed (%)
0.00,0.00,0.00,0.84,50.87
0.02,0.00,0.00,0.84,50.98
0.03,0.00,-1.60,0.90,50.95
0.05,0.00,0.00,0.96,51.06
0.06,0.00,-2.10,0.90,51.04
0.08,0.00,-2.70,1.14,51.04
nan,nan,nan,nan,nan
0.10,0.00,3.80,0.96,51.10
0.12,0.00,-1.00,0.96,51.19
0.13,0.00,1.70,0.78,51.17
nan,nan,nan,nan,nan
0.15,0.00,0.60,1.02,51.15
0.16,0.00,1.10,1.08,51.23
0.18,0.00,-0.50,0.90,51.21
0.20,0.00,-1.60,0.96,51.27
nan,nan,nan,nan,nan
0.22,0.00,-0.50,0.90,51.25
0.23,0.00,0.00,0.84,51.32
0.25,0.00,-0.50,1.02,51.38
0.26,0.00,0.00,1.08,51.36
0.28,0.00,-1.00,0.96,51.32
nan,nan,nan,nan,nan
0.30,0.00,0.60,0.90,51.38
0.32,0.00,-0.50,1.20,51.44
0.33,0.00,0.60,1.02,51.40
nan,nan,nan,nan,nan
0.35,0.00,-1.00,0.90,51.38
0.36,0.00,-0.50,1.02,51.44
0.38,0.00,-1.60,1.08,51.40
nan,nan,nan,nan,nan
0.40,0.00,-2.70,0.90,51.44
0.42,0.00,0.60,0.96,51.40
0.43,0.00,-0.50,1.14,51.46
0.45,0.00,-1.60,0.90,51.42
0.46,0.00,1.10,0.96,51.48
0.48,0.00,2.80,1.02,51.46
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
0.53,0.00,-2.70,0.90,51.51
nan,nan,nan,nan,nan
0.55,0.00,-1.00,1.02,51.46
0.56,0.00,0.00,0.96,51.42
0.58,0.00,0.60,1.14,51.48
nan,nan,nan,nan,nan
0.60,0.00,1.70,0.96,51.53
0.62,0.00,-1.60,0.90,51.48
0.63,0.00,-1.00,0.96,51.44
0.65,0.00,-1.00,1.14,51.51
0.66,0.00,-2.10,1.02,51.55
0.68,0.00,1.70,0.90,51.51
nan,nan,nan,nan,nan
0.70,0.00,-1.60,0.90,51.44
0.72,0.00,-2.10,1.08,51.51
0.73,0.00,-0.50,0.96,51.57
nan,nan,nan,nan,nan
0.75,0.00,-2.10,0.96,51.51
0.76,0.00,-2.10,0.90,51.46
0.78,0.00,-2.10,0.96,51.53
nan,nan,nan,nan,nan
0.80,0.00,2.20,0.96,51.57
0.82,0.00,-2.10,1.02,51.51
0.83,0.00,-0.50,0.96,51.57
0.85,0.00,-1.00,1.14,51.53
0.86,0.00,0.00,0.90,51.57
0.88,0.00,-3.20,0.96,51.53
nan,nan,nan,nan,nan
0.90,0.00,-0.50,1.08,51.57
0.92,0.00,-1.00,0.84,51.53
0.93,0.00,0.00,0.96,51.57
nan,nan,nan,nan,nan
0.95,0.00,0.00,0.96,51.53
0.96,0.00,-2.10,0.96,51.48
0.98,0.00,-1.00,0.90,51.53
nan,nan,nan,nan,nan
1.00,0.00,-2.10,0.96,51.57
1.02,0.00,-1.60,1.02,51.53
1.03,0.00,-0.50,0.96,51.57
1.05,0.00,0.60,0.84,51.53
1.06,0.00,2.20,0.90,51.57
1.08,0.00,0.60,0.90,51.53
nan,nan,nan,nan,nan
1.10,0.00,0.00,1.14,51.57
