# TimeStamp (s), BrakeCommand (%), Actual Brake Torque (%), Motor Current (A), Motor Speed (%)
0.00,0.00,-1.60,5.40,3.86
0.02,0.00,-2.10,0.30,4.07
0.03,0.00,-1.60,0.06,4.82
0.05,0.00,0.00,0.06,5.01
0.06,0.00,1.10,0.06,4.82
0.08,0.00,-2.10,2.46,4.45
nan,nan,nan,nan,nan
0.10,0.00,0.00,1.20,4.35
0.12,0.00,0.60,0.00,4.50
0.13,0.00,-1.00,0.00,4.43
nan,nan,nan,nan,nan
0.15,0.00,0.60,1.02,4.35
0.16,0.00,-0.50,0.06,4.31
0.18,0.00,1.10,0.06,4.37
nan,nan,nan,nan,nan
0.20,0.00,-2.70,1.92,4.26
0.22,0.00,2.20,1.86,4.14
0.23,0.00,-1.60,0.24,4.20
0.25,0.00,-0.50,0.06,4.37
0.26,0.00,-1.00,0.06,4.39
0.28,0.00,0.00,1.86,4.26
nan,nan,nan,nan,nan
0.30,0.00,-1.60,0.06,4.29
0.32,0.00,-0.50,0.06,4.33
0.33,0.00,0.00,0.12,4.37
nan,nan,nan,nan,nan
0.35,0.00,-1.60,0.12,4.43
0.36,0.00,-3.20,1.44,4.35
0.38,0.00,0.60,2.16,4.22
nan,nan,nan,nan,nan
0.40,0.00,1.10,0.00,4.35
0.42,0.00,-2.10,0.00,4.45
0.43,0.00,-1.60,0.96,4.41
0.45,0.00,-0.50,0.96,4.37
0.46,0.00,-2.10,0.06,4.39
0.48,0.00,-0.50,0.06,4.45
nan,nan,nan,nan,nan
0.50,0.00,-0.50,1.92,4.33
0.52,0.00,-1.60,0.72,4.29
0.53,0.00,-1.00,0.06,4.35
nan,nan,nan,nan,nan
0.55,0.00,-1.60,0.00,4.41
0.56,0.00,-1.60,0.00,4.43
0.58,0.00,-2.70,1.08,4.39
nan,nan,nan,nan,nan
0.60,0.00,1.10,0.96,4.37
0.62,0.00,-1.60,0.00,4.52
0.63,0.00,-2.70,0.96,4.48
0.65,0.00,0.00,0.00,4.50
0.66,0.00,-1.00,1.26,4.43
0.68,0.00,-2.70,0.96,4.39
nan,nan,nan,nan,nan
0.70,0.00,0.00,0.06,4.50
0.72,0.00,-1.00,0.00,4.60
0.73,0.00,1.70,2.34,4.45
nan,nan,nan,nan,nan
0.75,0.00,-1.60,0.90,4.41
0.76,0.00,-3.20,0.06,4.54
0.78,0.00,0.00,1.32,4.48
nan,nan,nan,nan,nan
0.80,0.00,0.60,0.84,4.48
0.82,0.00,-3.20,0.06,4.50
0.83,0.00,-2.70,0.06,4.54
0.85,0.00,-3.20,0.06,4.58
0.86,0.00,1.10,1.02,4.50
0.88,0.00,-3.20,0.06,4.54
nan,nan,nan,nan,nan
0.90,0.00,-1.00,0.90,4.54
0.92,0.00,1.10,0.06,4.56
0.93,0.00,-0.50,0.12,4.60
nan,nan,nan,nan,nan
0.95,0.00,0.00,0.90,4.54
0.96,0.00,0.00,1.44,4.45
0.98,0.00,-4.30,0.06,4.60
nan,nan,nan,nan,nan
1.00,0.00,-1.60,0.06,4.60
1.02,0.00,-0.50,1.92,4.50
1.03,0.00,-0.50,0.06,4.56
1.05,0.00,-1.00,0.00,4.60
1.06,0.00,-3.70,1.26,4.60
1.08,0.00,-2.70,0.06,4.65
nan,nan,nan,nan,nan
1.10,0.00,0.00,1.02,4.62
