# setPoint, prevsetPoint, Current
70.00,1.25,74.15
85.00,74.15,94.07
93.00,94.07,102.57
13.00,102.57,7.23
68.00,7.23,71.76
78.00,71.76,85.92
38.00,85.92,35.41
89.00,35.41,97.99
9.00,97.99,3.46
36.00,3.46,30.65
45.00,30.65,41.76
3.00,41.76,-0.39
45.00,-0.39,40.12
46.00,40.12,43.21
38.00,43.21,34.41
10.00,34.41,3.60
96.00,3.60,106.42
32.00,106.42,30.19
19.00,30.19,14.37
91.00,14.37,99.17
10.00,99.17,3.96
59.00,3.96,62.76
70.00,62.76,74.84
28.00,74.84,24.70
90.00,24.70,98.95
48.00,98.95,53.04
61.00,53.04,66.58
79.00,66.58,88.38
70.00,88.38,80.66
25.00,80.66,20.60
14.00,20.60,10.79
37.00,10.79,32.18
23.00,32.18,18.24
44.00,18.24,41.52
97.00,41.52,106.57
53.00,106.57,60.22
36.00,60.22,34.47
59.00,34.47,63.31
0.00,63.31,-1.51
62.00,-1.51,64.79
61.00,64.79,65.21
27.00,65.21,22.88
7.00,22.88,2.19
18.00,2.19,10.89
74.00,10.89,80.74
2.00,80.74,-0.25
10.00,-0.25,2.50
58.00,2.50,59.24
29.00,59.24,25.52
41.00,25.52,36.97
89.00,36.97,97.23
11.00,97.23,6.00
24.00,6.00,16.17
51.00,16.17,50.39
49.00,50.39,50.57
32.00,50.57,29.47
3.00,29.47,-0.33
91.00,-0.33,100.17
11.00,100.17,5.65
57.00,5.65,57.21
27.00,57.21,23.59
80.00,23.59,87.26
23.00,87.26,18.01
31.00,18.01,25.00
91.00,25.00,99.40
49.00,99.40,53.22
13.00,53.22,8.29
53.00,8.29,52.91
54.00,52.91,56.26
37.00,56.26,36.16
26.00,36.16,20.91
2.00,20.91,-0.57
75.00,-0.57,80.73
49.00,80.73,53.11
13.00,53.11,8.47
70.00,8.47,75.25
67.00,75.25,75.56
21.00,75.56,17.48
10.00,17.48,4.53
96.00,4.53,103.52
90.00,103.52,104.27
83.00,104.27,96.80
16.00,96.80,12.31
11.00,12.31,6.49
16.00,6.49,10.38
57.00,10.38,60.62
35.00,60.62,33.52
61.00,33.52,63.27
61.00,63.27,64.56
93.00,64.56,103.14
24.00,103.14,21.04
89.00,21.04,97.31
37.00,97.31,38.38
18.00,38.38,14.49
73.00,14.49,79.45
92.00,79.45,100.58
89.00,100.58,101.73
73.00,101.73,84.45
46.00,84.45,53.14
15.00,53.14,12.10
0.00,12.10,-0.85
1.00,-0.85,-1.22
0.00,-1.22,-0.86
3.00,-0.86,-0.47
2.00,-0.47,-0.68
5.00,-0.68,-0.33
3.00,-0.33,-0.74
5.00,-0.74,-0.07
3.00,-0.07,-0.55
3.00,-0.55,-0.64
2.00,-0.64,-0.84
4.00,-0.84,-0.36
3.00,-0.36,-1.14
5.00,-1.14,-0.38
5.00,-0.38,0.21
7.00,0.21,-0.24
6.00,-0.24,-0.15
7.00,-0.15,-0.50
5.00,-0.50,-0.52
6.00,-0.52,-0.49
6.00,-0.49,-0.13
7.00,-0.13,-0.28
7.00,-0.28,-0.12
8.00,-0.12,0.61
7.00,0.61,0.20
9.00,0.20,1.28
8.00,1.28,0.17
10.00,0.17,1.24
9.00,1.24,1.24
12.00,1.24,2.70
10.00,2.70,1.86
14.00,1.86,3.97
13.00,3.97,5.68
15.00,5.68,4.75
13.00,4.75,5.76
16.00,5.76,7.40
16.00,7.40,7.30
16.00,7.30,7.22
15.00,7.22,6.65
18.00,6.65,6.59
16.00,6.59,7.62
20.00,7.62,11.34
20.00,11.34,10.71
20.00,10.71,12.71
19.00,12.71,11.51
23.00,11.51,15.14
22.00,15.14,14.12
24.00,14.12,15.09
23.00,15.09,15.85
24.00,15.85,15.92
24.00,15.92,16.37
26.00,16.37,17.89
25.00,17.89,16.55
29.00,16.55,20.46
28.00,20.46,20.11
29.00,20.11,20.16
29.00,20.16,20.87
30.00,20.87,21.73
28.00,21.73,21.27
29.00,21.27,21.14
27.00,21.14,19.18
29.00,19.18,20.51
29.00,20.51,19.93
30.00,19.93,21.11
28.00,21.11,21.43
30.00,21.43,22.86
30.00,22.86,22.04
31.00,22.04,22.73
30.00,22.73,21.67
31.00,21.67,21.70
30.00,21.70,21.42
32.00,21.42,22.71
32.00,22.71,24.59
34.00,24.59,27.75
32.00,27.75,25.58
36.00,25.58,29.63
35.00,29.63,28.27
39.00,28.27,33.24
37.00,33.24,33.05
40.00,33.05,34.59
39.00,34.59,33.55
39.00,33.55,35.56
38.00,35.56,33.01
39.00,33.01,34.23
39.00,34.23,33.53
39.00,33.53,34.37
39.00,34.37,33.23
43.00,33.23,39.44
42.00,39.44,38.30
46.00,38.30,44.07
45.00,44.07,42.32
45.00,42.32,41.46
45.00,41.46,41.51
45.00,41.51,43.35
45.00,43.35,43.74
48.00,43.74,46.95
47.00,46.95,46.16
47.00,46.16,46.79
46.00,46.79,44.63
46.00,44.63,44.82
46.00,44.82,44.90
47.00,44.90,46.16
46.00,46.16,44.91
48.00,44.91,47.42
46.00,47.42,44.44
48.00,44.44,47.74
48.00,47.74,46.21
51.00,46.21,50.89
50.00,50.89,49.06
51.00,49.06,51.30
49.00,51.30,50.07
50.00,50.07,51.62
49.00,51.62,49.33
50.00,49.33,50.46
50.00,50.46,49.41
51.00,49.41,51.24
51.00,51.24,50.67
54.00,50.67,56.75
52.00,56.75,53.60
55.00,53.60,57.15
55.00,57.15,55.08
55.00,55.08,55.93
53.00,55.93,53.66
56.00,53.66,59.23
56.00,59.23,57.87
57.00,57.87,61.46
55.00,61.46,58.24
56.00,58.24,58.81
56.00,58.81,57.71
59.00,57.71,61.96
58.00,61.96,60.30
59.00,60.30,62.35
59.00,62.35,62.82
61.00,62.82,65.58
60.00,65.58,64.24
61.00,64.24,64.82
60.00,64.82,63.24
61.00,63.24,64.55
59.00,64.55,63.31
63.00,63.31,68.87
62.00,68.87,66.98
66.00,66.98,72.45
65.00,72.45,71.77
68.00,71.77,73.68
67.00,73.68,71.78
67.00,71.78,74.70
67.00,74.70,73.60
67.00,73.60,75.40
66.00,75.40,74.42
67.00,74.42,74.52
67.00,74.52,73.44
70.00,73.44,76.96
70.00,76.96,76.13
74.00,76.13,82.79
73.00,82.79,81.21
73.00,81.21,82.43
72.00,82.43,81.05
73.00,81.05,81.16
72.00,81.16,81.01
74.00,81.01,82.03
73.00,82.03,80.91
75.00,80.91,82.90
73.00,82.90,83.22
75.00,83.22,84.38
74.00,84.38,83.80
74.00,83.80,83.73
73.00,83.73,80.93
73.00,80.93,83.73
71.00,83.73,81.21
74.00,81.21,83.40
72.00,83.40,81.64
72.00,81.64,81.98
71.00,81.98,80.28
72.00,80.28,80.70
72.00,80.70,80.49
100.00,80.49,113.81
99.00,113.81,114.54
100.00,114.54,114.89
99.00,114.89,115.79
99.00,115.79,114.89
99.00,114.89,113.75
100.00,113.75,115.61
100.00,115.61,116.50
100.00,116.50,116.29
96.00,116.29,113.78
97.00,113.78,114.50
96.00,114.50,113.75
96.00,113.75,112.83
94.00,112.83,111.34
95.00,111.34,113.44
93.00,113.44,110.19
93.00,110.19,110.98
92.00,110.98,112.31
92.00,112.31,110.25
90.00,110.25,109.99
91.00,109.99,109.21
90.00,109.21,109.05
91.00,109.05,108.13
90.00,108.13,109.15
91.00,109.15,109.61
88.00,109.61,107.37
88.00,107.37,106.24
86.00,106.24,104.76
87.00,104.76,105.50
86.00,105.50,104.82
86.00,104.82,105.95
83.00,105.95,102.01
84.00,102.01,101.96
81.00,101.96,101.09
82.00,101.09,100.17
81.00,100.17,101.17
83.00,101.17,100.39
81.00,100.39,99.89
81.00,99.89,97.49
77.00,97.49,97.68
77.00,97.68,96.07
75.00,96.07,93.67
76.00,93.67,92.48
74.00,92.48,90.45
74.00,90.45,91.80
73.00,91.80,90.77
74.00,90.77,91.57
70.00,91.57,88.81
71.00,88.81,88.35
68.00,88.35,85.28
68.00,85.28,83.24
68.00,83.24,83.83
68.00,83.83,82.51
68.00,82.51,85.41
69.00,85.41,84.76
66.00,84.76,84.12
68.00,84.12,81.61
64.00,81.61,79.80
66.00,79.80,80.30
62.00,80.30,77.39
63.00,77.39,76.82
61.00,76.82,75.59
61.00,75.59,75.73
59.00,75.73,73.65
59.00,73.65,71.68
59.00,71.68,72.88
59.00,72.88,71.81
56.00,71.81,68.48
57.00,68.48,68.50
56.00,68.50,69.79
56.00,69.79,68.51
55.00,68.51,67.18
56.00,67.18,66.75
55.00,66.75,66.02
56.00,66.02,66.42
55.00,66.42,66.95
55.00,66.95,65.92
