# setPoint, prevsetPoint, Current
54.00,65.92,66.03
55.00,66.03,65.59
55.00,65.59,66.50
57.00,66.50,66.26
56.00,66.26,67.31
56.00,67.31,66.54
53.00,66.54,64.79
55.00,64.79,65.44
52.00,65.44,64.93
54.00,64.93,64.53
51.00,64.53,62.18
52.00,62.18,61.89
52.00,61.89,62.70
53.00,62.70,61.82
53.00,61.82,63.19
54.00,63.19,64.84
51.00,64.84,62.13
52.00,62.13,62.64
49.00,62.64,59.76
50.00,59.76,58.88
49.00,58.88,59.66
51.00,59.66,59.49
48.00,59.49,59.54
50.00,59.54,59.53
48.00,59.53,57.33
49.00,57.33,58.55
49.00,58.55,58.95
50.00,58.95,57.59
48.00,57.59,58.37
48.00,58.37,56.57
48.00,56.57,58.56
49.00,58.56,58.23
45.00,58.23,53.18
46.00,53.18,52.82
44.00,52.82,52.09
44.00,52.09,51.86
44.00,51.86,51.92
45.00,51.92,53.53
44.00,53.53,51.30
45.00,51.30,52.36
44.00,52.36,49.47
46.00,49.47,50.33
45.00,50.33,51.18
45.00,51.18,50.58
45.00,50.58,52.47
47.00,52.47,53.16
44.00,53.16,51.43
45.00,51.43,51.64
42.00,51.64,49.24
43.00,49.24,49.12
40.00,49.12,46.89
40.00,46.89,46.26
39.00,46.26,45.57
40.00,45.57,46.62
37.00,46.62,41.89
39.00,41.89,42.73
39.00,42.73,42.25
40.00,42.25,43.97
38.00,43.97,43.52
39.00,43.52,42.94
39.00,42.94,42.93
39.00,42.93,44.72
37.00,44.72,40.57
37.00,40.57,41.02
34.00,41.02,36.40
35.00,36.40,36.63
33.00,36.63,35.06
33.00,35.06,35.74
32.00,35.74,33.35
33.00,33.35,34.47
30.00,34.47,31.40
31.00,31.40,31.21
28.00,31.21,27.95
29.00,27.95,29.73
28.00,29.73,29.18
28.00,29.18,29.19
26.00,29.19,24.32
27.00,24.32,25.71
26.00,25.71,24.67
27.00,24.67,25.28
27.00,25.28,26.11
29.00,26.11,27.47
28.00,27.47,27.72
28.00,27.72,27.62
25.00,27.62,23.09
26.00,23.09,23.76
24.00,23.76,21.82
25.00,21.82,23.77
22.00,23.77,18.56
23.00,18.56,21.38
21.00,21.38,18.73
21.00,18.73,18.60
21.00,18.60,18.36
22.00,18.36,17.84
18.00,17.84,15.49
18.00,15.49,15.30
14.00,15.30,11.58
11.00,11.58,7.89
