# TimeStamp (s), BrakeCommand (%), Actual Brake Torque (%), Motor Current (A), Motor Speed (%)
0.00,0.00,-2.70,2.22,85.53
0.02,0.00,-1.60,2.34,85.64
0.04,0.00,-3.20,2.22,85.72
0.06,0.00,-3.70,2.22,85.80
0.08,0.00,-1.60,2.28,85.88
0.10,0.00,-3.20,2.28,85.94
0.12,0.00,-1.60,2.22,86.00
0.14,0.00,-5.90,2.34,86.06
0.17,0.00,-2.70,2.28,86.13
0.19,0.00,-4.80,2.34,86.16
0.21,0.00,-1.00,2.10,86.22
0.23,0.00,-3.70,2.28,86.26
0.25,0.00,-4.30,2.28,86.28
0.27,0.00,-2.70,2.22,86.31
0.29,0.00,-2.10,2.28,86.35
0.31,0.00,-1.60,2.10,86.38
0.33,0.00,-2.10,2.28,86.41
0.35,0.00,-2.70,2.22,86.45
0.37,0.00,-1.00,2.22,86.45
0.39,0.00,-2.10,1.98,86.46
0.41,0.00,-2.70,2.52,86.49
0.43,0.00,-1.00,2.34,86.49
0.45,0.00,-0.50,2.28,86.52
0.48,0.00,-3.20,2.28,86.52
0.50,0.00,-3.20,2.28,86.53
0.52,0.00,-1.00,2.22,86.55
0.54,0.00,-3.20,2.28,86.55
0.56,0.00,-5.40,2.04,86.56
0.58,0.00,-2.70,2.46,86.58
0.60,0.00,-2.70,2.22,86.58
nan,nan,nan,nan,nan
0.62,0.00,-1.60,2.28,86.59
0.64,0.00,-3.70,2.22,86.60
0.66,0.00,-1.60,2.22,86.61
0.68,0.00,-3.70,2.34,86.63
0.70,0.00,-3.70,2.16,86.62
0.72,0.00,-3.70,2.10,86.65
0.74,0.00,-2.10,2.28,86.64
0.76,0.00,-2.70,2.22,86.66
0.78,0.00,-1.60,2.40,86.68
0.80,0.00,-1.00,2.28,86.68
0.82,0.00,-1.60,2.22,86.69
0.85,0.00,-4.30,2.22,86.69
0.87,0.00,-2.70,2.40,86.71
0.89,0.00,-1.00,2.28,86.72
0.91,0.00,-4.30,2.28,86.69
0.93,0.00,-3.70,2.22,86.69
0.95,0.00,-4.80,2.46,86.71
0.97,0.00,-2.10,2.22,86.69
0.99,0.00,-4.80,2.28,86.70
1.01,0.00,-0.50,2.28,86.70
1.03,0.00,0.60,2.10,86.71
1.05,0.00,-2.10,2.28,86.71
1.07,0.00,-4.80,2.16,86.70
1.09,0.00,-0.50,2.16,86.72
1.11,0.00,-3.20,2.28,86.73
1.13,0.00,-2.70,2.28,86.70
1.16,0.00,-3.20,2.28,86.74
1.18,0.00,-4.30,2.22,86.75
1.20,0.00,-1.60,2.22,86.74
1.22,0.00,-2.70,2.28,86.76
1.24,0.00,-2.10,2.16,86.73
1.26,0.00,-2.10,2.34,86.77
1.28,0.00,-4.80,2.28,86.77
1.30,0.00,-3.70,1.98,86.75
1.32,0.00,-2.70,2.28,86.76
1.34,0.00,-2.70,2.22,86.75
1.36,0.00,-3.20,2.22,86.75
1.38,0.00,-2.10,2.10,86.76
1.40,0.00,-2.70,2.10,86.75
1.42,0.00,-2.10,2.34,86.74
1.44,0.00,-1.00,2.34,86.74
nan,nan,nan,nan,nan
1.46,0.00,-4.30,2.34,86.73
1.48,0.00,-1.60,2.10,86.73
1.50,0.00,-2.70,2.28,86.73
1.52,0.00,0.60,2.34,86.76
1.54,0.00,-2.70,2.10,86.76
1.56,0.00,-1.60,2.16,86.75
1.58,0.00,0.00,2.28,86.77
1.60,0.00,-3.20,2.28,86.76
1.62,0.00,-3.20,2.34,86.75
1.64,0.00,-4.80,2.22,86.76
1.67,0.00,-1.00,2.22,86.78
1.69,0.00,-1.00,2.46,86.79
1.71,0.00,-2.10,2.40,86.78
1.73,0.00,-3.70,2.22,86.76
1.75,0.00,-3.20,2.28,86.76
1.77,0.00,-1.60,2.22,86.76
1.79,0.00,-2.10,2.28,86.79
1.81,0.00,-3.20,2.58,86.78
1.83,0.00,-3.70,2.40,86.76
