# setPoint, prevTorque, Torque
100.00,1.25,108.54
81.44,108.54,94.28
100.00,1.25,110.90
81.44,110.90,95.28
100.00,1.25,110.69
81.44,110.69,96.35
100.00,1.25,111.92
81.44,111.92,96.84
100.00,1.25,112.36
81.44,112.36,97.21
100.00,1.25,112.23
72.82,112.23,87.53
100.00,1.25,112.48
72.82,112.48,88.63
100.00,1.25,112.11
72.82,112.11,87.29
100.00,1.25,113.71
72.82,113.71,88.23
100.00,1.25,112.38
72.82,112.38,88.28
100.00,1.25,112.33
65.23,112.33,78.18
100.00,1.25,113.32
65.23,113.32,79.34
100.00,1.25,112.15
65.23,112.15,79.06
100.00,1.25,113.59
65.23,113.59,78.60
100.00,1.25,113.00
65.23,113.00,79.41
100.00,1.25,113.12
58.06,113.12,70.26
100.00,1.25,111.52
58.06,111.52,68.54
100.00,1.25,112.67
58.06,112.67,69.30
100.00,1.25,114.68
58.06,114.68,68.97
100.00,1.25,113.65
58.06,113.65,69.82
100.00,1.25,111.68
51.10,111.68,59.61
100.00,1.25,112.72
51.10,112.72,59.80
100.00,1.25,111.99
51.10,111.99,59.99
100.00,1.25,113.71
51.10,113.71,60.15
100.00,1.25,111.48
51.10,111.48,59.44
100.00,1.25,112.08
44.30,112.08,49.61
100.00,1.25,112.60
44.30,112.60,50.36
100.00,1.25,111.67
44.30,111.67,50.61
100.00,1.25,110.36
44.30,110.36,50.10
100.00,1.25,111.66
44.30,111.66,49.78
100.00,1.25,111.19
37.56,111.19,40.16
100.00,1.25,111.45
37.56,111.45,41.35
100.00,1.25,110.45
37.56,110.45,39.47
100.00,1.25,111.53
37.56,111.53,39.75
100.00,1.25,111.83
37.56,111.83,39.89
100.00,1.25,110.95
30.46,110.95,30.96
100.00,1.25,110.33
30.46,110.33,31.00
100.00,1.25,110.57
30.46,110.57,31.64
100.00,1.25,110.91
30.46,110.91,30.07
100.00,1.25,109.15
30.46,109.15,30.29
100.00,1.25,110.36
22.04,110.36,19.75
100.00,1.25,109.30
22.04,109.30,19.62
100.00,1.25,109.68
22.04,109.68,19.34
100.00,1.25,108.33
22.04,108.33,18.99
100.00,1.25,110.58
22.04,110.58,20.00
100.00,1.25,110.94
10.56,110.94,7.24
100.00,1.25,109.91
10.56,109.91,7.26
100.00,1.25,108.64
10.56,108.64,6.61
100.00,1.25,109.27
10.56,109.27,7.46
100.00,1.25,109.53
10.56,109.53,7.48
100.00,1.25,109.05
0.00,109.05,1.10
100.00,1.25,107.26
0.00,107.26,0.84
100.00,1.25,107.61
0.00,107.61,1.03
100.00,1.25,106.87
0.00,106.87,1.24
100.00,1.25,105.73
0.00,105.73,1.19
