# Time, setPoint, Actual Brake Current, prevsetPoint, MotorCurrentMotorSpeed
nan,nan,nan,nan,nan,nan
0.00,100.00,1.70,nan,8.10,3.73
0.01,100.00,10.90,nan,0.42,3.82
nan,nan,nan,nan,nan,nan
0.02,100.00,22.30,nan,0.72,4.33
0.03,100.00,35.30,nan,0.72,4.71
nan,nan,nan,nan,nan,nan
0.05,100.00,47.80,nan,0.48,4.71
nan,nan,nan,nan,nan,nan
0.06,100.00,59.20,nan,3.48,4.50
nan,nan,nan,nan,nan,nan
0.07,100.00,74.90,nan,3.90,4.22
nan,nan,nan,nan,nan,nan
0.08,100.00,82.00,nan,2.94,4.05
nan,nan,nan,nan,nan,nan
0.09,100.00,92.80,nan,2.04,4.07
0.11,100.00,102.10,nan,3.90,4.01
nan,nan,nan,nan,nan,nan
0.12,100.00,102.60,nan,4.98,3.92
0.13,100.00,100.40,nan,5.64,3.73
nan,nan,nan,nan,nan,nan
0.14,100.00,98.80,nan,5.94,3.61
nan,nan,nan,nan,nan,nan
0.15,100.00,100.40,nan,4.26,3.54
0.16,100.00,99.30,nan,6.42,3.48
nan,nan,nan,nan,nan,nan
0.17,100.00,101.00,nan,6.00,3.50
nan,nan,nan,nan,nan,nan
0.18,100.00,98.80,nan,7.80,3.29
0.19,100.00,99.30,nan,6.90,3.25
nan,nan,nan,nan,nan,nan
0.20,100.00,102.10,nan,5.82,3.18
nan,nan,nan,nan,nan,nan
0.21,100.00,98.80,nan,6.00,3.22
0.22,100.00,100.40,nan,6.90,3.18
nan,nan,nan,nan,nan,nan
0.23,100.00,100.40,nan,7.56,3.08
0.25,100.00,101.00,nan,6.48,3.03
nan,nan,nan,nan,nan,nan
0.26,100.00,99.90,nan,6.12,3.10
0.27,100.00,100.40,nan,5.88,3.14
nan,nan,nan,nan,nan,nan
0.28,100.00,102.60,nan,7.02,3.10
nan,nan,nan,nan,nan,nan
0.29,100.00,97.70,nan,6.78,3.12
0.30,100.00,100.40,nan,7.92,3.05
nan,nan,nan,nan,nan,nan
0.31,100.00,98.80,nan,6.90,3.01
0.32,100.00,97.70,nan,5.94,3.08
nan,nan,nan,nan,nan,nan
0.33,100.00,99.90,nan,6.06,3.22
nan,nan,nan,nan,nan,nan
0.34,100.00,101.00,nan,6.90,3.22
0.35,100.00,99.30,nan,7.92,3.16
nan,nan,nan,nan,nan,nan
0.36,100.00,100.40,nan,6.96,3.22
0.37,100.00,98.80,nan,6.18,3.27
nan,nan,nan,nan,nan,nan
0.38,100.00,101.00,nan,7.62,3.22
0.39,100.00,103.10,nan,6.24,3.27
nan,nan,nan,nan,nan,nan
0.40,100.00,100.40,nan,6.66,3.31
nan,nan,nan,nan,nan,nan
0.41,100.00,102.10,nan,8.04,3.31
0.42,100.00,100.40,nan,6.24,3.35
nan,nan,nan,nan,nan,nan
0.43,100.00,99.30,nan,6.36,3.39
0.45,100.00,99.30,nan,8.52,3.33
nan,nan,nan,nan,nan,nan
0.46,100.00,99.90,nan,6.90,3.37
nan,nan,nan,nan,nan,nan
0.47,100.00,99.90,nan,6.78,3.42
0.48,100.00,97.70,nan,7.68,3.46
nan,nan,nan,nan,nan,nan
0.49,100.00,99.30,nan,7.74,3.44
0.50,100.00,99.30,nan,8.52,3.37
nan,nan,nan,nan,nan,nan
0.51,100.00,101.50,nan,7.14,3.42
0.52,100.00,101.50,nan,6.84,3.46
nan,nan,nan,nan,nan,nan
0.53,100.00,100.40,nan,5.88,3.50
nan,nan,nan,nan,nan,nan
0.54,100.00,97.70,nan,8.16,3.52
0.55,100.00,101.50,nan,5.94,3.56
nan,nan,nan,nan,nan,nan
0.56,100.00,99.30,nan,7.98,3.50
0.57,100.00,103.10,nan,8.76,3.48
nan,nan,nan,nan,nan,nan
0.58,100.00,101.00,nan,7.68,3.50
nan,nan,nan,nan,nan,nan
0.59,100.00,98.30,nan,6.90,3.63
0.60,100.00,101.50,nan,8.04,3.67
nan,nan,nan,nan,nan,nan
0.61,100.00,98.30,nan,8.58,3.59
0.63,100.00,101.50,nan,8.16,3.56
nan,nan,nan,nan,nan,nan
0.64,100.00,98.30,nan,7.68,3.61
0.65,100.00,97.20,nan,7.86,3.63
nan,nan,nan,nan,nan,nan
0.66,100.00,101.00,nan,6.96,3.65
0.67,100.00,100.40,nan,7.62,3.67
nan,nan,nan,nan,nan,nan
0.68,100.00,98.80,nan,7.08,3.71
nan,nan,nan,nan,nan,nan
0.69,100.00,98.80,nan,7.74,3.63
0.70,100.00,96.60,nan,6.90,3.71
nan,nan,nan,nan,nan,nan
0.71,100.00,99.30,nan,7.92,3.73
0.72,100.00,101.00,nan,7.32,3.75
nan,nan,nan,nan,nan,nan
0.73,100.00,98.30,nan,8.28,3.69
0.74,100.00,100.40,nan,8.34,3.71
nan,nan,nan,nan,nan,nan
0.75,100.00,99.30,nan,7.86,3.73
0.76,100.00,97.70,nan,7.86,3.75
nan,nan,nan,nan,nan,nan
0.77,100.00,100.40,nan,8.58,3.78
nan,nan,nan,nan,nan,nan
0.78,100.00,97.20,nan,8.82,3.71
0.79,100.00,99.90,nan,6.90,3.78
nan,nan,nan,nan,nan,nan
0.80,100.00,99.30,nan,7.62,3.80
0.81,100.00,99.90,nan,6.90,3.90
nan,nan,nan,nan,nan,nan
0.82,100.00,99.30,nan,8.82,3.82
nan,nan,nan,nan,nan,nan
0.83,100.00,102.10,nan,7.38,3.84
0.84,100.00,98.30,nan,6.60,3.90
nan,nan,nan,nan,nan,nan
0.86,100.00,99.90,nan,7.74,3.92
0.87,100.00,101.50,nan,8.82,3.92
