# setPoint, prevCurrent, Current
25.400,0.000,1.511
89.600,1.511,6.995
88.000,6.995,7.021
8.700,7.021,0.861
37.800,0.861,2.382
30.400,2.382,1.933
57.300,1.933,3.911
67.600,3.911,4.939
60.600,4.939,4.327
13.100,4.327,1.090
38.800,1.090,2.461
87.300,2.461,6.932
74.900,6.932,5.928
15.100,5.928,1.109
12.500,1.109,0.969
79.200,0.969,6.017
45.200,6.017,3.378
43.500,3.378,3.168
90.600,3.168,7.149
78.200,7.149,6.489
28.300,6.489,1.929
35.500,1.929,2.406
81.200,2.406,6.200
12.700,6.200,1.026
19.300,1.026,1.230
35.600,1.230,2.265
32.100,2.265,2.070
80.900,2.070,6.362
98.300,6.362,8.151
12.100,8.151,1.086
50.300,1.086,3.395
50.100,3.395,3.529
95.900,3.529,7.790
58.500,7.790,4.708
31.800,4.708,2.367
65.500,2.367,4.963
41.500,4.963,3.101
87.500,3.101,6.997
56.600,6.997,4.530
0.900,4.530,0.651
53.900,0.651,3.639
14.000,3.639,1.115
26.800,1.115,1.612
13.700,1.612,1.105
30.300,1.105,1.752
4.700,1.752,0.718
23.300,0.718,1.440
34.800,1.440,2.122
60.700,2.122,4.462
84.700,4.462,6.698
42.000,6.698,3.042
60.100,3.042,4.499
15.200,4.499,1.295
66.200,1.295,4.949
22.100,4.949,1.549
78.900,1.549,6.172
61.600,6.172,4.953
40.800,4.953,3.048
94.200,3.048,7.581
0.700,7.581,0.643
87.100,0.643,6.839
2.700,6.839,0.707
38.800,0.707,2.537
19.200,2.537,1.432
71.500,1.432,5.551
85.300,5.551,6.740
30.700,6.740,2.222
27.000,2.222,1.860
2.100,1.860,0.692
6.800,0.692,0.692
14.600,0.692,0.956
78.500,0.956,6.135
56.400,6.135,4.511
22.600,4.511,1.522
77.600,1.522,5.923
65.100,5.923,5.145
21.100,5.145,1.525
84.800,1.525,6.743
25.400,6.743,1.755
20.500,1.755,1.595
45.800,1.595,3.104
75.200,3.104,5.847
62.900,5.847,4.933
83.400,4.933,6.566
96.300,6.566,7.897
18.300,7.897,1.444
73.300,1.444,5.720
92.600,5.720,7.596
35.400,7.596,2.527
4.200,2.527,0.759
21.500,0.759,1.364
11.400,1.364,0.927
33.600,0.927,2.101
93.900,2.101,7.724
21.300,7.724,1.483
26.900,1.483,1.738
73.800,1.738,5.783
88.400,5.783,7.171
99.800,7.171,8.430
49.800,8.430,3.868
5.000,3.868,0.772
69.700,0.772,5.393
49.700,5.393,3.756
87.900,3.756,7.050
69.900,7.050,5.766
4.400,5.766,0.719
24.600,0.719,1.489
33.600,1.489,2.111
58.600,2.111,4.317
21.600,4.317,1.523
50.600,1.523,3.595
61.200,3.595,4.478
35.400,4.478,2.524
11.000,2.524,1.012
98.400,1.012,8.262
98.500,8.262,8.372
26.900,8.372,1.894
57.200,1.894,4.115
1.600,4.115,0.686
29.600,0.686,1.777
28.100,1.777,1.769
29.400,1.769,1.812
95.800,1.812,8.190
30.700,8.190,2.313
93.900,2.313,7.799
81.900,7.799,6.967
79.100,6.967,6.730
27.700,6.730,1.989
37.200,1.989,2.555
43.800,2.555,2.989
71.600,2.989,5.756
22.400,5.756,1.573
54.400,1.573,4.013
18.100,4.013,1.444
24.100,1.444,1.564
22.100,1.564,1.564
67.600,1.564,5.324
27.600,5.324,2.016
28.000,2.016,2.080
39.200,2.080,2.555
94.100,2.555,7.760
38.600,7.760,2.818
79.000,2.818,6.285
52.200,6.285,4.119
30.300,4.119,2.269
85.400,2.269,7.022
48.700,7.022,3.876
6.700,3.876,0.825
3.100,0.825,0.687
29.700,0.687,1.800
18.600,1.800,1.440
57.800,1.440,4.138
28.200,4.138,2.097
91.300,2.097,7.562
40.200,7.562,3.047
91.700,3.047,7.588
25.400,7.588,1.813
16.800,1.813,1.410
30.400,1.410,1.960
57.700,1.960,4.242
72.600,4.242,5.763
33.400,5.763,2.456
41.300,2.456,2.942
28.800,2.942,2.126
67.500,2.126,5.160
79.000,5.160,6.236
64.300,6.236,5.264
49.700,5.264,3.844
39.000,3.844,2.979
86.500,2.979,7.023
65.500,7.023,5.521
83.800,5.521,6.838
64.200,6.838,5.404
36.000,5.404,2.606
53.500,2.606,3.909
59.700,3.909,4.518
66.600,4.518,5.156
0.300,5.156,0.619
12.000,0.619,0.864
5.500,0.864,0.688
61.400,0.688,4.681
10.200,4.681,0.925
34.700,0.925,2.246
54.100,2.246,3.862
45.700,3.862,3.418
95.000,3.418,7.885
97.300,7.885,8.380
15.300,8.380,1.286
52.500,1.286,3.838
86.800,3.838,7.113
38.000,7.113,2.861
2.400,2.861,0.660
64.200,0.660,4.840
14.300,4.840,1.234
50.100,1.234,3.570
61.000,3.570,4.474
19.200,4.474,1.493
67.900,1.493,5.232
22.900,5.232,1.663
28.500,1.663,1.845
