# setPoint, prevTorque, Torque
3.800,1.250,0.393
59.600,0.393,65.807
24.900,65.807,17.592
50.900,17.592,52.038
86.000,52.038,99.203
21.500,99.203,18.685
56.000,18.685,61.289
24.400,61.289,20.522
82.700,20.522,94.256
43.800,94.256,47.742
6.700,47.742,2.118
14.300,2.118,7.812
47.300,7.812,48.527
11.300,48.527,7.127
6.000,7.127,1.090
95.500,1.090,111.036
63.200,8.356,77.463
37.500,77.463,40.994
98.600,40.994,114.332
89.600,114.332,107.532
2.100,107.532,2.520
28.600,2.520,21.574
64.400,21.574,72.760
15.500,72.760,11.172
41.300,11.172,39.940
24.300,39.940,20.066
86.400,20.066,100.125
41.100,100.125,45.372
25.900,45.372,23.716
49.500,23.716,53.123
10.200,53.123,7.366
86.300,7.366,100.063
92.500,100.063,107.915
17.800,1.024,13.065
13.500,13.065,10.242
34.300,10.242,30.480
22.200,30.480,17.725
21.700,17.725,13.393
47.100,13.393,47.824
80.000,47.824,92.890
15.300,92.890,10.375
70.600,10.375,80.828
34.100,80.828,35.484
51.500,35.484,54.869
77.800,54.869,90.601
17.400,90.601,10.132
38.900,10.132,36.966
4.600,36.966,1.074
96.500,1.074,111.838
99.400,111.838,115.188
52.100,115.188,62.269
72.300,62.269,84.236
43.200,84.236,48.111
69.700,48.111,80.256
39.900,80.256,42.807
79.300,42.807,91.829
37.900,91.829,35.693
87.900,35.693,102.451
61.500,102.451,75.020
88.600,75.020,102.694
16.600,102.694,12.198
37.800,12.198,36.628
46.200,36.628,47.349
52.200,47.349,54.560
69.000,54.560,78.698
34.800,78.698,31.191
50.300,31.191,52.892
17.400,52.892,11.385
22.800,1.016,13.900
49.600,13.900,52.562
40.600,52.562,42.189
28.600,42.189,28.112
80.900,28.112,94.025
88.900,94.025,101.901
97.900,101.901,113.548
53.200,113.548,55.432
20.800,1.046,11.459
89.700,11.459,104.651
71.100,104.651,87.113
89.000,1.004,103.171
5.900,1.028,1.390
47.100,1.390,47.953
20.800,47.953,14.545
86.300,14.545,101.258
15.500,1.020,11.229
92.800,11.229,108.284
79.300,108.284,95.122
21.500,1.039,17.193
63.500,17.193,72.771
11.000,72.771,5.207
80.500,5.207,92.984
37.600,92.984,39.842
66.100,39.842,74.920
28.800,74.920,26.004
78.100,26.004,91.490
40.800,91.490,38.961
13.000,1.031,8.095
13.500,8.095,7.373
22.200,1.051,14.895
46.700,14.895,49.268
0.000,49.268,2.806
6.200,2.806,2.300
4.000,2.300,1.798
5.200,1.798,3.173
4.200,1.033,3.937
5.200,3.937,3.440
5.000,1.021,1.266
5.000,1.001,1.528
3.100,1.528,2.148
8.900,2.148,3.646
7.700,3.646,3.086
8.500,0.998,4.472
5.900,4.472,1.582
12.500,1.582,4.848
11.400,4.848,4.951
18.000,4.951,10.267
16.000,10.267,9.841
17.600,9.841,10.313
16.200,10.313,10.737
22.600,10.737,14.601
21.100,14.601,14.181
25.100,14.181,17.805
24.900,17.805,18.972
29.300,1.025,23.669
27.900,23.669,21.378
33.500,21.378,29.860
31.000,1.031,28.568
34.200,28.568,30.745
32.100,30.745,29.833
34.700,29.833,31.832
34.200,31.832,30.651
38.800,30.651,37.740
37.000,37.740,35.066
39.400,35.066,38.822
38.900,38.822,37.854
39.100,37.854,36.878
37.600,36.878,36.522
43.000,1.051,42.658
41.900,42.658,39.958
47.100,39.958,47.011
45.400,47.011,46.498
51.200,46.498,52.690
51.200,52.690,53.059
51.800,53.059,53.499
51.200,53.499,52.848
51.200,52.848,52.060
48.700,52.060,49.452
53.700,49.452,55.776
53.000,55.776,55.354
56.100,55.354,59.591
54.400,59.591,56.792
60.600,56.792,64.480
58.100,64.480,63.227
62.900,63.227,68.106
61.500,68.106,66.869
61.500,66.869,67.149
59.000,67.149,64.574
59.900,64.574,66.059
57.900,66.059,64.785
60.900,64.785,66.001
60.600,66.001,66.074
67.000,66.074,75.202
64.400,75.202,72.108
65.000,72.108,72.161
63.600,72.161,71.886
69.600,71.886,77.815
67.500,77.815,76.471
68.900,76.471,77.234
67.100,77.234,75.795
71.700,75.795,79.615
71.000,79.615,79.375
75.000,79.375,83.467
72.700,83.467,82.012
77.700,82.012,87.992
77.100,87.992,88.258
81.100,88.258,92.652
79.600,92.652,92.398
85.800,92.398,98.306
84.600,98.306,98.035
89.800,98.035,102.845
89.100,102.845,103.293
93.300,103.293,108.698
90.800,108.698,107.837
95.000,107.837,111.079
95.000,111.079,110.828
95.000,110.828,113.008
92.800,113.008,109.241
95.000,109.241,111.614
95.000,111.614,111.332
95.000,111.332,109.630
94.900,109.630,110.307
95.000,110.307,109.854
94.700,109.854,110.798
95.000,110.798,111.154
94.800,111.154,110.280
95.000,110.280,111.702
92.900,111.702,109.068
92.900,109.068,108.536
90.300,108.536,105.925
93.900,105.925,111.172
100.000,111.172,116.989
96.400,116.989,114.059
97.800,114.059,114.941
91.600,114.941,109.966
92.800,0.983,113.002
88.500,113.002,107.986
90.600,107.986,108.388
87.200,108.388,105.246
87.500,105.246,104.627
84.700,104.627,102.858
86.000,0.968,103.385
81.000,103.385,97.871
81.200,97.871,98.783
80.000,98.783,96.943
80.700,96.943,97.350
76.100,97.350,92.291
78.700,92.291,95.499
72.900,1.028,89.349
75.400,1.024,91.088
72.800,1.033,89.346
75.100,1.004,91.706
71.700,91.706,88.763
72.100,88.763,88.329
70.900,88.329,87.395
71.900,87.395,87.745
66.500,87.745,81.760
67.500,81.760,81.942
62.500,81.942,77.743
63.700,77.743,78.642
57.700,78.642,70.410
58.300,70.410,69.899
54.700,8.619,65.186
56.900,65.186,68.046
51.500,68.046,61.133
53.100,61.133,60.892
49.700,60.892,57.639
51.000,8.793,60.679
45.800,8.498,52.874
46.000,8.686,53.436
40.400,8.520,46.017
42.000,46.017,46.915
41.600,46.915,46.256
43.400,46.256,48.777
42.600,8.459,47.582
43.800,8.475,48.066
40.000,48.066,45.307
41.500,45.307,46.665
39.000,46.665,44.072
40.800,44.072,46.017
35.000,46.017,38.335
36.500,38.335,38.770
34.900,8.465,38.624
37.000,38.624,39.269
30.200,39.269,31.644
31.400,31.644,32.411
25.000,8.526,22.003
25.100,22.003,23.244
19.900,23.244,16.326
20.100,16.326,16.780
13.400,16.780,10.074
13.500,10.074,9.462
11.900,9.462,8.637
12.800,8.637,8.711
12.800,8.711,9.097
13.100,9.097,8.780
8.800,8.780,4.726
11.500,4.726,6.432
6.100,6.432,3.845
7.700,3.845,5.207
5.000,5.207,3.998
5.100,3.998,3.121
5.000,3.121,4.512
6.300,4.512,2.783
5.000,2.783,2.726
7.000,2.726,3.596
5.000,3.596,3.832
7.100,3.832,6.142
7.100,6.142,4.722
8.000,4.722,4.863
7.000,4.863,4.239
7.800,4.239,4.602
5.500,4.602,3.884
6.900,3.884,4.683
5.000,4.683,2.298
5.700,2.298,3.799
5.000,3.799,3.736
5.300,3.736,2.787
5.000,2.787,4.610
6.700,4.610,4.274
5.000,4.274,4.462
6.200,4.462,4.751
5.000,4.751,4.740
7.000,4.740,4.936
5.000,4.936,3.784
7.000,3.784,4.915
5.000,4.915,4.934
7.000,4.934,5.862
5.000,5.862,3.266
7.600,3.266,5.873
5.000,5.873,3.763
