# setPoint, prevCurrent, Current
79.500,0.000,5.956
29.300,5.956,1.758
54.000,1.758,3.594
30.200,3.594,1.869
3.000,1.869,0.601
36.200,0.601,1.946
28.400,1.946,1.550
33.900,1.550,1.840
56.700,1.840,3.828
39.200,3.828,2.573
84.400,2.573,6.557
98.900,6.557,8.104
90.700,8.104,7.336
61.400,7.336,4.603
34.800,4.603,2.193
28.600,2.193,1.827
4.800,1.827,0.634
57.200,0.634,3.693
59.600,3.693,3.895
57.000,3.895,3.868
71.000,3.868,5.094
60.200,5.094,4.381
38.700,4.381,2.474
96.900,2.474,7.748
96.800,7.748,7.848
45.000,7.848,2.949
66.800,2.949,4.864
8.400,4.864,0.740
79.200,0.740,5.930
6.400,5.930,0.653
51.400,0.653,3.209
16.700,3.209,1.015
16.100,1.015,0.997
50.700,0.997,3.138
4.500,3.138,0.659
62.600,0.659,4.263
85.100,4.263,6.608
69.600,6.608,5.421
70.400,5.421,5.403
46.300,5.403,3.151
13.600,3.151,0.808
43.600,0.808,2.565
61.200,2.565,4.204
26.000,4.204,1.604
70.900,1.604,5.214
68.300,5.214,4.979
59.900,4.979,4.270
99.500,4.270,8.181
16.400,8.181,1.012
34.600,1.012,1.938
68.600,1.938,4.903
72.600,4.903,5.260
91.800,5.260,7.203
79.000,7.203,6.277
7.100,6.277,0.641
21.800,0.641,1.124
98.900,1.124,8.064
49.700,8.064,3.505
77.500,3.505,5.874
86.100,5.874,6.772
18.100,6.772,1.067
3.700,1.067,0.672
48.300,0.672,3.052
19.600,3.052,1.094
45.600,1.094,2.708
1.500,2.708,0.587
40.900,0.587,2.309
89.500,2.309,7.196
76.300,7.196,6.103
28.800,6.103,1.711
44.200,1.711,2.687
10.800,2.687,0.748
76.500,0.748,5.859
28.500,5.859,1.737
77.700,1.737,5.922
88.200,5.922,6.996
38.200,6.996,2.376
57.200,2.376,3.853
2.400,3.853,0.587
26.500,0.587,1.329
65.300,1.329,4.670
86.200,4.670,6.748
8.100,6.748,0.699
5.800,0.699,0.640
66.400,0.640,4.750
50.000,4.750,3.517
47.800,3.517,3.349
72.100,3.349,5.233
47.900,5.233,3.290
30.100,3.290,1.792
59.200,1.792,4.088
79.600,4.088,6.153
47.100,6.153,3.338
88.500,3.338,7.083
11.600,7.083,0.816
59.700,0.816,3.993
49.100,3.993,3.391
1.300,3.391,0.622
65.600,0.622,4.603
96.100,4.603,7.921
33.600,7.921,2.057
42.400,2.057,2.619
91.900,2.619,7.461
16.300,7.461,0.992
70.800,0.992,5.245
62.900,5.245,4.645
40.100,4.645,2.577
54.700,2.577,3.715
8.100,3.715,0.696
53.100,0.696,3.541
75.400,3.541,5.655
4.500,5.655,0.570
85.500,0.570,6.645
34.400,6.645,2.130
45.200,2.130,2.895
9.900,2.895,0.775
82.300,0.775,6.496
57.400,6.496,4.247
18.100,4.247,1.084
19.900,1.084,1.146
52.100,1.146,3.448
27.700,3.448,1.695
63.200,1.695,4.434
80.000,4.434,6.094
30.500,6.094,1.811
63.900,1.811,4.452
76.500,4.452,5.711
27.500,5.711,1.745
33.300,1.745,1.943
72.700,1.943,5.451
5.900,5.451,0.612
92.900,0.612,7.565
35.500,7.565,2.224
74.900,2.224,5.772
16.300,5.772,1.065
60.400,1.065,4.228
16.300,4.228,0.969
86.900,0.969,6.868
62.400,6.868,4.850
100.000,4.850,8.507
79.600,8.507,6.796
42.900,6.796,2.982
69.500,2.982,5.061
63.900,5.061,4.463
28.400,4.463,1.780
63.900,1.780,4.585
81.200,4.585,6.247
29.300,6.247,1.763
17.300,1.763,1.127
50.500,1.127,3.325
88.800,3.325,7.237
58.600,7.237,4.475
89.100,4.475,7.075
70.900,7.075,5.660
28.300,5.660,1.702
1.100,1.702,0.584
38.900,0.584,2.208
96.900,2.208,7.996
63.500,7.996,4.875
89.100,4.875,7.204
26.300,7.204,1.590
9.000,1.590,0.718
92.400,0.718,7.681
20.000,7.681,1.090
21.500,1.090,1.127
53.500,1.127,3.513
75.900,3.513,5.788
51.900,5.788,3.762
68.500,3.762,5.087
1.600,5.087,0.630
97.600,0.630,8.062
92.000,8.062,7.697
46.500,7.697,3.333
97.700,3.333,8.283
76.700,8.283,6.387
94.100,6.387,7.827
37.300,7.827,2.377
17.500,2.377,0.996
98.300,0.996,8.255
87.800,8.255,7.500
85.400,7.500,7.259
42.100,7.259,2.850
92.500,2.850,7.582
11.500,7.582,0.781
85.200,0.781,6.803
27.100,6.803,1.626
46.400,1.626,2.998
53.300,2.998,3.569
94.500,3.569,7.767
28.100,7.767,1.655
53.500,1.655,3.377
71.700,3.377,5.356
85.400,5.356,6.974
84.000,6.974,6.809
27.600,6.809,1.678
56.400,1.678,3.835
49.600,3.835,3.432
8.200,3.432,0.669
83.800,0.669,6.693
44.200,6.693,3.082
