# setPoint, prevCurrent, Current
0.000,0.000,0.723
0.000,0.723,0.745
0.000,0.745,0.753
0.000,0.753,0.718
0.000,0.718,0.764
0.000,0.764,0.748
0.000,0.748,0.718
0.000,0.718,0.718
0.000,0.718,0.717
0.000,0.717,0.746
0.000,0.746,0.774
0.000,0.774,0.737
0.000,0.737,0.671
0.000,0.671,0.740
0.000,0.740,0.735
0.000,0.735,0.722
0.000,0.722,0.732
0.000,0.732,0.793
0.000,0.793,0.712
0.000,0.712,0.723
0.000,0.723,0.682
0.000,0.682,0.737
0.000,0.737,0.751
0.000,0.751,0.791
0.000,0.791,0.774
0.000,0.774,0.754
0.000,0.754,0.773
0.000,0.773,0.789
0.000,0.789,0.753
0.000,0.753,0.711
0.000,0.711,0.760
0.000,0.760,0.769
0.000,0.769,0.773
0.000,0.773,0.749
0.000,0.749,0.790
0.000,0.790,0.757
0.000,0.757,0.661
0.000,0.661,0.776
0.000,0.776,0.737
0.000,0.737,0.796
0.000,0.796,0.768
0.000,0.768,0.823
0.000,0.823,0.758
0.000,0.758,0.743
0.000,0.743,0.789
0.000,0.789,0.777
0.000,0.777,0.754
0.000,0.754,0.844
0.000,0.844,0.800
0.000,0.800,0.770
0.000,0.770,0.830
0.000,0.830,0.827
0.000,0.827,0.765
0.000,0.765,0.780
0.000,0.780,0.745
0.000,0.745,0.758
0.000,0.758,0.769
0.000,0.769,0.811
0.000,0.811,0.812
0.000,0.812,0.777
