# setPoint, prevTorque, Torque
36.800,1.250,31.750
33.500,31.750,29.410
30.200,29.410,26.721
27.400,26.721,24.215
24.900,24.215,20.230
22.200,20.230,19.107
26.200,19.107,20.917
30.200,20.917,25.473
32.600,25.473,27.170
34.700,27.170,29.837
36.800,29.837,31.804
34.400,31.804,31.355
31.100,31.355,28.077
28.100,28.077,24.764
25.600,24.764,22.412
23.000,22.412,19.983
20.100,19.983,18.026
24.700,18.026,20.343
28.800,20.343,24.091
31.100,24.091,27.153
33.200,27.153,28.137
35.300,28.137,31.619
13.400,31.619,9.690
12.300,9.690,8.575
11.100,8.575,9.342
9.900,9.342,8.130
8.700,8.130,6.258
7.500,6.258,6.570
10.800,6.570,7.935
12.400,7.935,7.937
13.900,7.937,9.157
15.300,9.157,9.587
16.600,9.587,11.530
42.800,11.530,40.316
39.800,40.316,37.970
36.900,37.970,33.859
34.000,33.859,32.278
31.800,32.278,30.332
29.500,30.332,27.066
27.100,27.066,24.131
24.500,24.131,21.624
28.100,21.624,23.790
31.600,23.790,27.877
34.400,27.877,31.763
36.500,31.763,32.434
38.600,32.434,34.672
40.700,34.672,38.195
42.800,38.195,40.877
2.800,40.877,3.021
1.400,3.021,3.022
2.200,3.022,1.916
33.800,1.916,28.769
30.200,28.769,25.557
26.600,25.557,20.947
23.700,20.947,18.501
21.000,18.501,16.562
25.300,16.562,20.091
29.500,20.091,22.700
31.700,22.700,26.659
33.800,26.659,28.553
39.800,28.553,35.442
36.600,35.442,32.984
33.500,32.984,31.590
30.800,31.590,27.732
28.500,27.732,24.776
26.000,24.776,22.443
23.400,22.443,19.539
27.100,19.539,22.014
30.900,22.014,26.354
33.500,26.354,28.549
35.600,28.549,31.815
37.700,31.815,33.088
39.800,33.088,36.400
27.800,36.400,23.719
26.100,23.719,22.582
24.400,22.582,21.230
22.600,21.230,18.828
20.700,18.828,18.238
18.700,18.238,16.276
16.700,16.276,14.887
20.700,14.887,16.579
24.200,16.579,18.320
26.000,18.320,20.814
27.700,20.814,20.386
29.200,20.386,20.815
30.700,20.815,23.362
8.400,23.362,6.425
7.100,6.425,4.998
5.800,4.998,4.124
4.500,4.124,3.657
6.800,3.657,4.829
8.700,4.829,5.029
10.400,5.029,6.283
21.600,6.283,15.656
19.400,15.656,13.999
17.000,13.999,12.721
14.300,12.721,10.226
17.000,10.226,12.601
19.400,12.601,12.796
21.600,12.796,14.405
27.400,14.405,19.414
24.400,19.414,18.380
21.400,18.380,15.926
18.500,15.926,13.270
16.400,13.270,11.805
14.200,11.805,10.311
19.600,10.311,13.889
22.000,13.889,14.609
24.000,14.609,17.500
25.800,17.500,19.163
27.400,19.163,19.462
