# setPoint, prevCurrent, Current
100.000,0.000,8.173
100.000,8.173,8.190
100.000,8.190,8.164
100.000,8.164,8.440
100.000,8.440,8.231
100.000,8.231,8.557
100.000,8.557,8.481
100.000,8.481,8.818
100.000,8.818,8.370
100.000,8.370,8.491
100.000,8.491,8.507
100.000,8.507,8.669
100.000,8.669,8.456
100.000,8.456,8.619
100.000,8.619,8.618
100.000,8.618,8.654
100.000,8.654,8.724
100.000,8.724,8.295
100.000,8.295,8.824
100.000,8.824,8.552
100.000,8.552,8.714
100.000,8.714,8.429
100.000,8.429,8.760
100.000,8.760,8.162
100.000,8.162,8.648
100.000,8.648,8.452
100.000,8.452,8.793
100.000,8.793,8.419
100.000,8.419,8.674
100.000,8.674,8.646
100.000,8.646,8.514
100.000,8.514,8.511
100.000,8.511,8.464
100.000,8.464,8.584
100.000,8.584,8.468
100.000,8.468,8.861
100.000,8.861,8.490
100.000,8.490,8.619
100.000,8.619,8.436
100.000,8.436,8.578
100.000,8.578,8.428
100.000,8.428,8.689
100.000,8.689,8.484
100.000,8.484,8.623
100.000,8.623,8.430
100.000,8.430,8.700
100.000,8.700,8.692
100.000,8.692,8.383
100.000,8.383,8.771
100.000,8.771,8.489
100.000,8.489,8.709
100.000,8.709,8.510
100.000,8.510,8.760
100.000,8.760,8.483
100.000,8.483,8.698
100.000,8.698,8.557
100.000,8.557,8.727
100.000,8.727,8.586
100.000,8.586,8.640
100.000,8.640,8.516
