# Actual Command, Previous Torque, Measured Torque, Predicted Command
38.700,1.250,38.314,40.619
36.300,38.314,36.787,36.865
33.700,36.787,34.245,35.140
47.900,34.245,49.094,46.012
95.800,49.094,97.660,84.143
22.600,97.660,23.751,25.397
73.600,23.751,85.059,76.152
41.700,85.059,49.928,43.962
85.500,49.928,99.098,85.248
47.400,99.098,57.581,49.106
96.800,57.581,110.414,94.420
77.200,110.414,96.561,78.925
12.400,96.561,12.744,14.691
5.900,12.744,5.778,4.828
77.300,5.778,88.463,80.697
90.600,88.463,107.190,88.944
8.400,107.190,7.767,7.988
91.000,7.767,102.899,92.471
31.600,102.899,35.014,33.418
58.800,35.014,65.203,58.636
52.500,65.203,62.364,54.262
29.400,62.364,34.865,34.328
72.000,34.865,81.672,72.336
77.100,81.672,90.453,75.814
58.700,90.453,73.117,61.515
100.000,73.117,116.652,99.432
27.500,116.652,30.295,26.185
98.800,30.295,113.590,101.286
92.100,113.590,113.374,89.800
42.600,113.374,51.542,42.812
70.500,51.542,82.732,68.076
37.400,82.732,46.045,41.300
66.600,46.045,76.665,67.249
36.700,76.665,44.557,40.475
93.800,44.557,108.006,93.387
60.800,108.006,77.594,64.315
13.200,77.594,13.360,15.559
96.700,13.360,101.829,90.297
39.700,101.829,46.725,41.272
26.300,46.725,30.023,26.421
57.000,30.023,64.841,55.493
73.300,64.841,86.519,73.856
51.900,86.519,63.117,53.781
34.800,63.117,39.488,37.499
31.700,39.488,37.137,37.045
61.100,37.137,72.240,64.293
87.600,72.240,101.431,85.294
63.600,101.431,82.081,68.113
55.200,82.081,69.937,59.384
21.700,69.937,23.770,25.862
25.200,23.770,25.418,29.220
51.100,25.418,55.451,51.544
35.700,55.451,41.419,39.197
87.300,41.419,99.849,86.642
62.300,99.849,78.977,65.739
44.600,78.977,56.154,48.766
96.200,56.154,110.132,94.283
78.200,110.132,99.138,80.951
77.300,99.138,95.277,78.527
17.200,95.277,16.060,18.416
21.700,16.060,20.364,19.978
13.100,20.364,13.105,13.053
98.300,13.105,109.988,97.185
63.500,109.988,80.123,66.221
38.200,80.123,44.320,40.190
35.200,44.320,41.868,40.114
36.300,41.868,41.572,40.048
44.400,41.572,51.120,47.031
68.900,51.120,81.576,70.894
89.900,81.576,106.742,89.065
71.600,106.742,91.028,74.827
15.900,91.028,15.942,18.313
59.500,15.942,66.426,59.443
0.900,66.426,3.959,1.705
96.600,3.959,107.968,97.311
69.600,107.968,86.910,71.585
3.700,86.910,5.008,3.432
42.200,5.008,42.518,43.389
85.900,42.518,98.890,85.747
3.700,98.890,5.265,3.892
8.000,5.265,6.133,7.866
51.000,6.133,56.014,53.619
91.500,56.014,107.190,91.595
45.100,107.190,53.050,45.596
45.600,53.050,52.579,47.407
64.300,52.579,76.451,66.564
58.300,76.451,70.575,60.197
35.200,70.575,41.715,38.735
61.200,41.715,69.491,61.645
12.500,69.491,13.226,15.529
47.800,13.226,50.748,45.646
32.700,50.748,34.990,34.927
9.900,34.990,11.052,13.817
47.700,11.052,50.385,45.702
75.600,50.385,88.121,76.293
7.300,88.121,7.164,7.010
91.500,7.164,101.700,91.511
4.900,101.700,5.991,5.134
64.400,5.991,71.147,66.149
10.500,71.147,10.204,11.629
0.000,10.204,3.929,2.353
2.000,3.929,2.506,1.148
1.200,2.506,4.621,5.343
5.000,4.621,5.707,7.166
2.100,5.707,3.640,3.300
7.300,3.640,5.008,5.981
5.100,5.008,3.401,2.875
8.900,3.401,6.289,8.246
7.500,6.289,5.857,7.328
8.300,5.857,5.693,7.067
7.300,5.693,6.147,7.864
9.500,6.147,8.003,10.879
6.600,8.003,6.162,7.751
10.600,6.162,6.176,7.885
9.100,6.176,6.020,7.616
9.100,6.020,7.136,9.498
6.800,7.136,6.628,8.592
8.400,6.628,4.657,5.162
7.000,4.657,4.758,5.465
13.000,4.758,8.492,11.724
11.200,8.492,7.781,10.388
12.600,7.781,10.574,14.583
10.900,10.574,8.311,11.095
12.700,8.311,8.869,12.080
9.700,8.869,7.023,9.144
15.500,7.023,11.853,16.363
14.900,11.853,9.307,12.523
15.300,9.307,9.393,12.799
14.100,9.393,10.259,14.042
19.500,10.259,14.651,19.632
19.100,14.651,13.105,17.502
25.100,13.105,20.605,25.678
23.300,20.605,20.072,24.707
27.700,20.072,23.386,27.740
24.900,23.386,20.136,24.605
30.700,20.136,27.578,31.183
28.500,27.578,25.161,28.783
32.700,25.161,30.295,32.950
31.900,30.295,28.859,31.548
32.900,28.859,29.478,32.104
31.300,29.478,29.431,32.031
