# setPoint, prevsetPoint, Current
78.300,1.250,83.894
46.000,83.894,50.144
10.200,50.144,7.885
72.900,7.885,78.773
57.700,78.773,65.364
89.300,65.364,100.270
56.200,100.270,65.676
32.400,65.676,30.845
68.300,30.845,74.526
94.300,74.526,105.283
58.600,105.283,67.388
50.200,67.388,54.942
79.700,54.942,90.174
36.400,90.174,39.208
8.200,39.208,7.441
56.100,7.441,55.296
83.000,55.296,91.585
42.500,91.585,42.548
38.700,42.548,40.075
21.700,40.075,23.454
53.200,23.454,54.408
26.800,54.408,24.842
44.200,24.842,41.156
51.300,41.156,52.860
20.100,52.860,22.345
7.900,22.345,7.742
60.800,7.742,65.534
38.500,65.534,39.960
95.600,39.960,106.267
0.800,106.267,6.509
69.500,6.509,73.052
61.700,73.052,67.299
95.800,67.299,106.913
46.700,106.913,52.966
9.600,52.966,7.611
76.600,7.611,81.424
17.800,81.424,12.695
98.200,12.695,110.055
97.000,110.055,110.367
4.700,110.367,6.654
15.000,6.654,8.127
73.800,8.127,79.797
71.200,79.797,79.412
61.700,79.412,68.242
88.400,68.242,100.255
22.700,100.255,23.407
46.200,23.407,41.447
61.800,41.447,66.450
99.000,66.450,112.356
54.800,112.356,63.943
44.300,63.943,49.048
7.100,49.048,7.042
77.700,7.042,84.271
83.900,84.271,93.298
81.600,93.298,92.994
66.500,92.994,79.221
94.900,79.221,108.590
58.900,108.590,67.693
94.300,67.693,107.887
67.700,107.887,80.198
59.200,80.198,68.924
0.300,68.924,6.696
58.500,6.696,58.963
84.000,58.963,92.848
32.600,92.848,32.197
44.700,32.197,41.992
48.200,41.992,51.376
48.600,51.376,52.260
76.900,52.260,86.679
28.000,86.679,25.084
8.100,25.084,7.415
28.300,7.415,24.046
21.500,24.046,22.214
12.700,22.214,8.132
61.300,8.132,66.915
30.600,66.915,27.388
27.700,27.388,25.107
68.700,25.107,76.078
13.800,76.078,8.574
66.800,8.574,71.466
47.900,71.466,53.958
66.600,53.958,71.311
16.000,71.311,10.452
58.700,10.452,60.159
41.600,60.159,41.083
11.200,41.083,8.059
66.100,8.059,69.700
28.400,69.700,25.325
71.100,25.325,79.194
0.900,79.194,6.562
86.300,6.562,96.419
45.800,96.419,52.404
74.100,52.404,81.321
35.100,81.321,38.356
